group,year,bev_share,ice_share,phev_share
world,2015.0,0.3947,99.4914,0.1739
world,2015.1,0.4210,99.4584,0.1826
world,2015.2,0.4486,99.4238,0.1917
world,2015.3,0.4775,99.3873,0.2011
world,2015.4,0.5079,99.3490,0.2108
world,2015.5,0.5397,99.3088,0.2209
world,2015.6,0.5730,99.2666,0.2313
world,2015.7,0.6078,99.2223,0.2420
world,2015.8,0.6442,99.1759,0.2531
world,2015.9,0.6822,99.1274,0.2645
world,2016.0,0.7219,99.0765,0.2763
world,2016.1,0.7633,99.0232,0.2884
world,2016.2,0.8064,98.9676,0.3009
world,2016.3,0.8513,98.9094,0.3137
world,2016.4,0.8981,98.8486,0.3269
world,2016.5,0.9468,98.7852,0.3405
world,2016.6,0.9974,98.7190,0.3544
world,2016.7,1.0500,98.6499,0.3688
world,2016.8,1.1047,98.5779,0.3835
world,2016.9,1.1614,98.5029,0.3985
world,2017.0,1.2202,98.4248,0.4140
world,2017.1,1.2814,98.3426,0.4306
world,2017.2,1.3449,98.2569,0.4476
world,2017.3,1.4106,98.1677,0.4652
world,2017.4,1.4788,98.0747,0.4834
world,2017.5,1.5493,97.9780,0.5020
world,2017.6,1.6224,97.8775,0.5212
world,2017.7,1.6979,97.7730,0.5408
world,2017.8,1.7761,97.6645,0.5625
world,2017.9,1.8569,97.5519,0.5946
world,2018.0,1.9403,97.4350,0.6283
world,2018.1,2.0270,97.3137,0.6637
world,2018.2,2.1162,97.1880,0.7006
world,2018.3,2.2082,97.0578,0.7393
world,2018.4,2.3031,96.9229,0.7797
world,2018.5,2.4009,96.7832,0.8220
world,2018.6,2.5017,96.6386,0.8661
world,2018.7,2.6056,96.4891,0.9122
world,2018.8,2.7126,96.3345,0.9602
world,2018.9,2.8228,96.1747,1.0102
world,2019.0,2.9362,96.0095,1.0624
world,2019.1,3.0529,95.8390,1.1166
world,2019.2,3.1729,95.6628,1.1731
world,2019.3,3.2964,95.4811,1.2319
world,2019.4,3.4232,95.2935,1.2929
world,2019.5,3.5536,95.1001,1.3564
world,2019.6,3.6876,94.9007,1.4222
world,2019.7,3.8252,94.6952,1.4906
world,2019.8,3.9665,94.4834,1.5615
world,2019.9,4.1114,94.2653,1.6350
world,2020.0,4.2602,94.0408,1.7111
world,2020.1,4.4128,93.8097,1.7900
world,2020.2,4.5693,93.5720,1.8716
world,2020.3,4.7297,93.3275,1.9561
world,2020.4,4.8942,93.0761,2.0434
world,2020.5,5.0627,92.8178,2.1336
world,2020.6,5.2352,92.5524,2.2268
world,2020.7,5.4120,92.2798,2.3230
world,2020.8,5.5929,91.9999,2.4223
world,2020.9,5.7781,91.7126,2.5246
world,2021.0,5.9677,91.4179,2.6301
world,2021.1,6.1615,91.1157,2.7388
world,2021.2,6.3598,90.8059,2.8506
world,2021.3,6.5626,90.4883,2.9657
world,2021.4,6.7698,90.1629,3.0839
world,2021.5,6.9817,89.8298,3.2054
world,2021.6,7.1981,89.4886,3.3301
world,2021.7,7.4192,89.1396,3.4581
world,2021.8,7.6450,88.7824,3.5894
world,2021.9,7.8755,88.4172,3.7239
world,2022.0,8.1108,88.0439,3.8617
world,2022.1,8.3510,87.6624,4.0027
world,2022.2,8.5960,87.2727,4.1469
world,2022.3,8.8459,86.8748,4.2943
world,2022.4,9.1009,86.4687,4.4449
world,2022.5,9.3608,86.0543,4.5986
world,2022.6,9.6258,85.6316,4.7554
world,2022.7,9.8958,85.2007,4.9152
world,2022.8,10.1710,84.7616,5.0779
world,2022.9,10.4513,84.3143,5.2436
world,2023.0,10.7369,83.8587,5.4121
world,2023.1,11.0277,83.3950,5.5833
world,2023.2,11.3237,82.9232,5.7571
world,2023.3,11.6250,82.4434,5.9335
world,2023.4,11.9317,81.9555,6.1142
world,2023.5,12.2437,81.4598,6.2978
world,2023.6,12.5612,80.9562,6.4839
world,2023.7,12.8840,80.4449,6.6723
world,2023.8,13.2123,79.9259,6.8628
world,2023.9,13.5461,79.3994,7.0554
world,2024.0,13.8854,78.8655,7.2498
world,2024.1,14.2302,78.3243,7.4461
world,2024.2,14.5806,77.7760,7.6440
world,2024.3,14.9366,77.2207,7.8433
world,2024.4,15.2981,76.6586,8.0438
world,2024.5,15.6653,76.0898,8.2454
world,2024.6,16.0381,75.5145,8.4478
world,2024.7,16.4165,74.9329,8.6508
world,2024.8,16.8007,74.3452,8.8542
world,2024.9,17.1905,73.7516,9.0579
world,2025.0,17.5860,73.1523,9.2617
world,2025.1,17.9872,72.5476,9.4652
world,2025.2,18.3942,71.9376,9.6682
world,2025.3,18.8069,71.3226,9.8705
world,2025.4,19.2253,70.7029,10.0718
world,2025.5,19.6495,70.0787,10.2719
world,2025.6,20.0794,69.4502,10.4704
world,2025.7,20.5151,68.8178,10.6671
world,2025.8,20.9565,68.1817,10.8618
world,2025.9,21.4037,67.5422,11.0541
world,2026.0,21.8566,66.8996,11.2438
world,2026.1,22.3153,66.2542,11.4305
world,2026.2,22.7796,65.6063,11.6146
world,2026.3,23.2497,64.9563,11.7959
world,2026.4,23.7253,64.3044,11.9733
world,2026.5,24.2067,63.6510,12.1466
world,2026.6,24.6935,62.9964,12.3154
world,2026.7,25.1860,62.3410,12.4794
world,2026.8,25.6839,61.6851,12.6383
world,2026.9,26.1872,61.0291,12.7918
world,2027.0,26.6959,60.3734,12.9396
world,2027.1,27.2098,59.7183,13.0814
world,2027.2,27.7288,59.0643,13.2169
world,2027.3,28.2530,58.4118,13.3459
world,2027.4,28.7820,57.7610,13.4680
world,2027.5,29.3158,57.1126,13.5830
