group,year,bev_share,ice_share,phev_share
world,2015.0,0.3480,99.5988,0.1327
world,2015.1,0.3725,99.5701,0.1404
world,2015.2,0.3985,99.5396,0.1484
world,2015.3,0.4258,99.5074,0.1568
world,2015.4,0.4546,99.4732,0.1655
world,2015.5,0.4850,99.4371,0.1746
world,2015.6,0.5168,99.3990,0.1841
world,2015.7,0.5503,99.3588,0.1940
world,2015.8,0.5855,99.3163,0.2042
world,2015.9,0.6223,99.2716,0.2148
world,2016.0,0.6609,99.2245,0.2258
world,2016.1,0.7014,99.1750,0.2371
world,2016.2,0.7437,99.1230,0.2489
world,2016.3,0.7879,99.0683,0.2610
world,2016.4,0.8341,99.0109,0.2736
world,2016.5,0.8823,98.9507,0.2865
world,2016.6,0.9325,98.8876,0.2998
world,2016.7,0.9850,98.8215,0.3136
world,2016.8,1.0396,98.7523,0.3277
world,2016.9,1.0964,98.6798,0.3422
world,2017.0,1.1556,98.6041,0.3572
world,2017.1,1.2172,98.5241,0.3732
world,2017.2,1.2813,98.4407,0.3895
world,2017.3,1.3478,98.3535,0.4064
world,2017.4,1.4169,98.2624,0.4238
world,2017.5,1.4886,98.1672,0.4417
world,2017.6,1.5630,98.0680,0.4601
world,2017.7,1.6401,97.9645,0.4792
world,2017.8,1.7200,97.8566,0.4987
world,2017.9,1.8028,97.7441,0.5188
world,2018.0,1.8885,97.6271,0.5394
world,2018.1,1.9788,97.5047,0.5605
world,2018.2,2.0706,97.3777,0.5822
world,2018.3,2.1655,97.2457,0.6044
world,2018.4,2.2635,97.1086,0.6292
world,2018.5,2.3648,96.9661,0.6702
world,2018.6,2.4693,96.8182,0.7135
world,2018.7,2.5773,96.6647,0.7590
world,2018.8,2.6886,96.5055,0.8068
world,2018.9,2.8035,96.3404,0.8569
world,2019.0,2.9219,96.1692,0.9096
world,2019.1,3.0439,95.9919,0.9648
world,2019.2,3.1696,95.8082,1.0227
world,2019.3,3.2991,95.6181,1.0834
world,2019.4,3.4324,95.4213,1.1469
world,2019.5,3.5696,95.2177,1.2133
world,2019.6,3.7108,95.0072,1.2826
world,2019.7,3.8559,94.7896,1.3550
world,2019.8,4.0052,94.5647,1.4306
world,2019.9,4.1586,94.3325,1.5094
world,2020.0,4.3162,94.0927,1.5916
world,2020.1,4.4781,93.8453,1.6771
