group,year,bev_share,ice_share,phev_share
world,2015.0,0.3925,99.5272,0.1528
world,2015.1,0.4190,99.4952,0.1611
world,2015.2,0.4468,99.4614,0.1697
world,2015.3,0.4761,99.4258,0.1787
world,2015.4,0.5068,99.3882,0.1880
world,2015.5,0.5391,99.3487,0.1977
world,2015.6,0.5729,99.3070,0.2077
world,2015.7,0.6083,99.2632,0.2182
world,2015.8,0.6453,99.2172,0.2289
world,2015.9,0.6840,99.1689,0.2401
world,2016.0,0.7245,99.1183,0.2516
world,2016.1,0.7667,99.0652,0.2636
world,2016.2,0.8107,99.0095,0.2758
world,2016.3,0.8567,98.9512,0.2885
world,2016.4,0.9045,98.8903,0.3016
world,2016.5,0.9543,98.8265,0.3150
world,2016.6,1.0062,98.7599,0.3288
world,2016.7,1.0601,98.6903,0.3431
world,2016.8,1.1161,98.6177,0.3577
world,2016.9,1.1743,98.5419,0.3727
world,2017.0,1.2346,98.4629,0.3880
world,2017.1,1.2975,98.3796,0.4046
world,2017.2,1.3626,98.2928,0.4216
world,2017.3,1.4302,98.2023,0.4391
world,2017.4,1.5002,98.1080,0.4572
world,2017.5,1.5727,98.0098,0.4757
world,2017.6,1.6477,97.9075,0.4948
world,2017.7,1.7253,97.8012,0.5144
world,2017.8,1.8056,97.6907,0.5344
world,2017.9,1.8887,97.5759,0.5550
world,2018.0,1.9744,97.4567,0.5760
world,2018.1,2.0638,97.3329,0.6053
world,2018.2,2.1555,97.2044,0.6422
world,2018.3,2.2500,97.0712,0.6809
world,2018.4,2.3474,96.9331,0.7215
world,2018.5,2.4479,96.7901,0.7640
world,2018.6,2.5515,96.6420,0.8085
world,2018.7,2.6581,96.4887,0.8550
world,2018.8,2.7680,96.3301,0.9036
world,2018.9,2.8811,96.1661,0.9544
world,2019.0,2.9975,95.9965,1.0074
world,2019.1,3.1173,95.8212,1.0627
world,2019.2,3.2405,95.6402,1.1204
world,2019.3,3.3671,95.4533,1.1805
world,2019.4,3.4973,95.2603,1.2433
world,2019.5,3.6310,95.0612,1.3086
world,2019.6,3.7683,94.8558,1.3766
world,2019.7,3.9094,94.6440,1.4473
world,2019.8,4.0541,94.4257,1.5207
world,2019.9,4.2027,94.2008,1.5970
world,2020.0,4.3550,93.9692,1.6762
world,2020.1,4.5113,93.7307,1.7584
world,2020.2,4.6715,93.4853,1.8436
world,2020.3,4.8357,93.2327,1.9319
world,2020.4,5.0040,92.9730,2.0233
world,2020.5,5.1764,92.7061,2.1179
world,2020.6,5.3529,92.4317,2.2158
world,2020.7,5.5336,92.1498,2.3170
world,2020.8,5.7185,91.8603,2.4215
world,2020.9,5.9078,91.5631,2.5294
world,2021.0,6.1015,91.2582,2.6408
world,2021.1,6.2995,90.9454,2.7556
world,2021.2,6.5020,90.6246,2.8739
world,2021.3,6.7090,90.2958,2.9957
world,2021.4,6.9205,89.9589,3.1211
world,2021.5,7.1367,89.6138,3.2501
world,2021.6,7.3575,89.2604,3.3827
world,2021.7,7.5830,88.8988,3.5188
world,2021.8,7.8132,88.5288,3.6586
world,2021.9,8.0482,88.1504,3.8020
world,2022.0,8.2881,87.7636,3.9490
world,2022.1,8.5328,87.3684,4.0996
world,2022.2,8.7824,86.9646,4.2537
world,2022.3,9.0370,86.5523,4.4114
world,2022.4,9.2966,86.1316,4.5726
world,2022.5,9.5613,85.7023,4.7373
world,2022.6,9.8310,85.2645,4.9054
world,2022.7,10.1058,84.8182,5.0768
world,2022.8,10.3858,84.3635,5.2515
world,2022.9,10.6710,83.9004,5.4295
world,2023.0,10.9614,83.4289,5.6105
world,2023.1,11.2570,82.9491,5.7946
world,2023.2,11.5580,82.4610,5.9817
world,2023.3,11.8643,81.9648,6.1715
world,2023.4,12.1759,81.4605,6.3641
world,2023.5,12.4929,80.9482,6.5592
world,2023.6,12.8154,80.4281,6.7568
world,2023.7,13.1433,79.9002,6.9568
world,2023.8,13.4766,79.3647,7.1590
world,2023.9,13.8154,78.8217,7.3631
world,2024.0,14.1598,78.2714,7.5690
world,2024.1,14.5096,77.7139,7.7765
world,2024.2,14.8651,77.1495,7.9855
world,2024.3,15.2261,76.5783,8.1956
world,2024.4,15.5926,76.0005,8.4069
world,2024.5,15.9648,75.4163,8.6189
world,2024.6,16.3426,74.8259,8.8315
world,2024.7,16.7260,74.2296,9.0444
world,2024.8,17.1150,73.6276,9.2574
world,2024.9,17.5097,73.0202,9.4701
world,2025.0,17.9100,72.4075,9.6825
world,2025.1,18.3159,71.7900,9.8941
world,2025.2,18.7275,71.1678,10.1048
world,2025.3,19.1446,70.5412,10.3142
world,2025.4,19.5674,69.9106,10.5220
world,2025.5,19.9957,69.2762,10.7281
world,2025.6,20.4296,68.6384,10.9319
world,2025.7,20.8691,67.9975,11.1334
world,2025.8,21.3140,67.3539,11.3322
world,2025.9,21.7643,66.7078,11.5279
world,2026.0,22.2201,66.0596,11.7203
world,2026.1,22.6812,65.4097,11.9096
world,2026.2,23.1476,64.7585,12.0958
world,2026.3,23.6191,64.1063,12.2777
world,2026.4,24.0957,63.4535,12.4550
world,2026.5,24.5773,62.8006,12.6275
world,2026.6,25.0637,62.1480,12.7947
world,2026.7,25.5549,61.4960,12.9565
world,2026.8,26.0506,60.8452,13.1125
world,2026.9,26.5506,60.1959,13.2625
world,2027.0,27.0549,59.5487,13.4062
world,2027.1,27.5632,58.9039,13.5433
world,2027.2,28.0752,58.2621,13.6736
world,2027.3,28.5907,57.6238,13.7968
world,2027.4,29.1094,56.9895,13.9128
world,2027.5,29.6312,56.3596,14.0212
world,2027.6,30.1556,55.7346,14.1220
world,2027.7,30.6823,55.1151,14.2150
world,2027.8,31.2111,54.5015,14.3016
world,2027.9,31.7416,53.8943,14.3799
world,2028.0,32.2736,53.2939,14.4500
world,2028.1,32.8066,52.7007,14.5163
