group,year,bev_share,ice_share,phev_share
world,2015.0,0.3834,99.5406,0.1495
world,2015.1,0.4097,99.5089,0.1577
world,2015.2,0.4373,99.4754,0.1662
world,2015.3,0.4664,99.4401,0.1751
world,2015.4,0.4969,99.4028,0.1843
world,2015.5,0.5290,99.3635,0.1939
world,2015.6,0.5626,99.3220,0.2039
world,2015.7,0.5978,99.2785,0.2142
world,2015.8,0.6347,99.2326,0.2249
world,2015.9,0.6734,99.1845,0.2359
world,2016.0,0.7137,99.1339,0.2474
world,2016.1,0.7559,99.0808,0.2592
world,2016.2,0.7999,99.0252,0.2714
world,2016.3,0.8458,98.9669,0.2840
world,2016.4,0.8937,98.9059,0.2969
world,2016.5,0.9435,98.8421,0.3103
world,2016.6,0.9954,98.7753,0.3240
world,2016.7,1.0494,98.7056,0.3382
world,2016.8,1.1055,98.6327,0.3527
world,2016.9,1.1638,98.5566,0.3676
world,2017.0,1.2244,98.4773,0.3830
world,2017.1,1.2874,98.3937,0.3994
world,2017.2,1.3527,98.3065,0.4163
world,2017.3,1.4205,98.2156,0.4337
world,2017.4,1.4908,98.1209,0.4516
world,2017.5,1.5635,98.0222,0.4700
world,2017.6,1.6389,97.9194,0.4890
world,2017.7,1.7169,97.8125,0.5084
world,2017.8,1.7976,97.7013,0.5284
world,2017.9,1.8810,97.5858,0.5489
world,2018.0,1.9672,97.4657,0.5698
world,2018.1,2.0571,97.3410,0.6040
world,2018.2,2.1493,97.2115,0.6414
world,2018.3,2.2443,97.0771,0.6807
world,2018.4,2.3424,96.9379,0.7218
world,2018.5,2.4436,96.7935,0.7650
world,2018.6,2.5478,96.6440,0.8102
world,2018.7,2.6552,96.4891,0.8576
world,2018.8,2.7659,96.3288,0.9071
world,2018.9,2.8799,96.1629,0.9588
world,2019.0,2.9972,95.9914,1.0129
world,2019.1,3.1179,95.8140,1.0694
world,2019.2,3.2421,95.6307,1.1283
world,2019.3,3.3698,95.4413,1.1898
world,2019.4,3.5011,95.2457,1.2541
world,2019.5,3.6360,95.0438,1.3210
world,2019.6,3.7746,94.8355,1.3906
world,2019.7,3.9170,94.6206,1.4631
world,2019.8,4.0631,94.3989,1.5385
world,2019.9,4.2131,94.1705,1.6169
world,2020.0,4.3670,93.9351,1.6984
world,2020.1,4.5249,93.6926,1.7830
world,2020.2,4.6867,93.4429,1.8707
world,2020.3,4.8527,93.1860,1.9617
world,2020.4,5.0227,92.9216,2.0561
world,2020.5,5.1970,92.6496,2.1538
world,2020.6,5.3754,92.3700,2.2549
world,2020.7,5.5582,92.0826,2.3595
world,2020.8,5.7453,91.7873,2.4677
world,2020.9,5.9367,91.4840,2.5795
world,2021.0,6.1326,91.1727,2.6949
world,2021.1,6.3330,90.8532,2.8141
world,2021.2,6.5380,90.5254,2.9370
world,2021.3,6.7475,90.1892,3.0636
world,2021.4,6.9617,89.8445,3.1941
world,2021.5,7.1805,89.4914,3.3284
world,2021.6,7.4041,89.1296,3.4666
world,2021.7,7.6325,88.7592,3.6086
world,2021.8,7.8657,88.3800,3.7546
world,2021.9,8.1038,87.9921,3.9044
