group,year,bev_share,ice_share,phev_share
world,2015.0,0.3877,99.5427,0.1476
world,2015.1,0.4142,99.5111,0.1557
world,2015.2,0.4421,99.4777,0.1642
world,2015.3,0.4714,99.4424,0.1730
world,2015.4,0.5022,99.4051,0.1821
world,2015.5,0.5346,99.3658,0.1917
world,2015.6,0.5685,99.3245,0.2016
world,2015.7,0.6040,99.2809,0.2118
world,2015.8,0.6412,99.2351,0.2224
world,2015.9,0.6802,99.1869,0.2334
world,2016.0,0.7209,99.1364,0.2448
world,2016.1,0.7634,99.0833,0.2566
world,2016.2,0.8077,99.0277,0.2687
world,2016.3,0.8540,98.9694,0.2812
world,2016.4,0.9022,98.9083,0.2941
world,2016.5,0.9524,98.8444,0.3074
world,2016.6,1.0047,98.7776,0.3210
world,2016.7,1.0591,98.7078,0.3351
world,2016.8,1.1156,98.6348,0.3496
world,2016.9,1.1743,98.5586,0.3644
world,2017.0,1.2353,98.4791,0.3797
world,2017.1,1.2988,98.3954,0.3960
world,2017.2,1.3646,98.3080,0.4128
world,2017.3,1.4328,98.2170,0.4301
world,2017.4,1.5036,98.1220,0.4479
world,2017.5,1.5768,98.0231,0.4663
world,2017.6,1.6527,97.9201,0.4852
world,2017.7,1.7312,97.8129,0.5045
world,2017.8,1.8124,97.7014,0.5244
world,2017.9,1.8963,97.5855,0.5448
world,2018.0,1.9831,97.4651,0.5657
world,2018.1,2.0735,97.3399,0.5881
world,2018.2,2.1663,97.2100,0.6253
world,2018.3,2.2620,97.0752,0.6644
world,2018.4,2.3606,96.9354,0.7055
world,2018.5,2.4624,96.7905,0.7486
world,2018.6,2.5672,96.6403,0.7937
world,2018.7,2.6753,96.4848,0.8411
world,2018.8,2.7866,96.3238,0.8908
world,2018.9,2.9012,96.1572,0.9427
world,2019.0,3.0192,95.9849,0.9970
world,2019.1,3.1406,95.8067,1.0538
world,2019.2,3.2655,95.6225,1.1131
world,2019.3,3.3939,95.4322,1.1749
world,2019.4,3.5259,95.2356,1.2394
world,2019.5,3.6615,95.0327,1.3067
world,2019.6,3.8008,94.8232,1.3767
world,2019.7,3.9439,94.6072,1.4497
world,2019.8,4.0908,94.3843,1.5256
world,2019.9,4.2416,94.1546,1.6045
world,2020.0,4.3962,93.9178,1.6865
world,2020.1,4.5549,93.6739,1.7718
world,2020.2,4.7176,93.4227,1.8603
world,2020.3,4.8843,93.1642,1.9520
world,2020.4,5.0552,92.8981,2.0472
world,2020.5,5.2302,92.6245,2.1458
world,2020.6,5.4095,92.3431,2.2479
world,2020.7,5.5931,92.0538,2.3535
world,2020.8,5.7810,91.7566,2.4628
world,2020.9,5.9734,91.4513,2.5758
world,2021.0,6.1701,91.1378,2.6924
world,2021.1,6.3714,90.8161,2.8129
world,2021.2,6.5772,90.4860,2.9372
world,2021.3,6.7876,90.1475,3.0653
world,2021.4,7.0026,89.8005,3.1974
world,2021.5,7.2224,89.4448,3.3333
world,2021.6,7.4468,89.0804,3.4733
world,2021.7,7.6761,88.7073,3.6171
world,2021.8,7.9102,88.3254,3.7650
world,2021.9,8.1492,87.9346,3.9168
world,2022.0,8.3931,87.5350,4.0726
world,2022.1,8.6420,87.1263,4.2324
world,2022.2,8.8958,86.7087,4.3962
world,2022.3,9.1548,86.2821,4.5640
world,2022.4,9.4188,85.8465,4.7356
world,2022.5,9.6880,85.4019,4.9112
world,2022.6,9.9623,84.9482,5.0906
world,2022.7,10.2418,84.4856,5.2737
world,2022.8,10.5266,84.0140,5.4606
world,2022.9,10.8167,83.5334,5.6512
world,2023.0,11.1121,83.0440,5.8453
world,2023.1,11.4129,82.5458,6.0428
world,2023.2,11.7190,82.0388,6.2438
world,2023.3,12.0306,81.5231,6.4479
world,2023.4,12.3476,80.9989,6.6553
world,2023.5,12.6701,80.4662,6.8656
world,2023.6,12.9981,79.9251,7.0787
world,2023.7,13.3317,79.3758,7.2946
world,2023.8,13.6707,78.8185,7.5129
world,2023.9,14.0154,78.2532,7.7336
world,2024.0,14.3657,77.6801,7.9564
world,2024.1,14.7216,77.0995,8.1812
world,2024.2,15.0831,76.5115,8.4077
world,2024.3,15.4503,75.9163,8.6358
world,2024.4,15.8232,75.3142,8.8651
world,2024.5,16.2018,74.7053,9.0955
world,2024.6,16.5860,74.0900,9.3266
world,2024.7,16.9760,73.4685,9.5583
world,2024.8,17.3717,72.8410,9.7901
world,2024.9,17.7731,72.2078,10.0219
world,2025.0,18.1802,71.5693,10.2533
world,2025.1,18.5930,70.9257,10.4841
world,2025.2,19.0116,70.2773,10.7138
world,2025.3,19.4358,69.6245,10.9423
world,2025.4,19.8658,68.9676,11.1691
world,2025.5,20.3013,68.3070,11.3940
world,2025.6,20.7426,67.6430,11.6166
world,2025.7,21.1894,66.9760,11.8365
world,2025.8,21.6418,66.3064,12.0534
world,2025.9,22.0997,65.6345,12.2670
world,2026.0,22.5630,64.9609,12.4769
world,2026.1,23.0318,64.2858,12.6834
world,2026.2,23.5058,63.6097,12.8864
world,2026.3,23.9850,62.9332,13.0850
world,2026.4,24.4694,62.2565,13.2786
world,2026.5,24.9586,61.5802,13.4667
world,2026.6,25.4527,60.9048,13.6490
world,2026.7,25.9515,60.2308,13.8253
world,2026.8,26.4547,59.5586,13.9951
world,2026.9,26.9623,58.8888,14.1582
world,2027.0,27.4738,58.2219,14.3142
world,2027.1,27.9892,57.5585,14.4629
world,2027.2,28.5082,56.8990,14.6039
world,2027.3,29.0304,56.2442,14.7370
world,2027.4,29.5555,55.5945,14.8619
world,2027.5,30.0833,54.9505,14.9784
world,2027.6,30.6134,54.3127,15.0863
world,2027.7,31.1455,53.6818,15.1854
world,2027.8,31.6791,53.0582,15.2770
world,2027.9,32.2141,52.4425,15.3595
world,2028.0,32.7499,51.8352,15.4326
world,2028.1,33.2863,51.2367,15.5009
