group,year,bev_share,ice_share,phev_share
world,2015.0,0.3929,99.4868,0.1758
world,2015.1,0.4190,99.4537,0.1846
world,2015.2,0.4464,99.4189,0.1938
world,2015.3,0.4751,99.3823,0.2033
world,2015.4,0.5053,99.3439,0.2131
world,2015.5,0.5368,99.3035,0.2232
world,2015.6,0.5699,99.2612,0.2337
world,2015.7,0.6044,99.2168,0.2445
world,2015.8,0.6406,99.1703,0.2557
world,2015.9,0.6783,99.1216,0.2672
world,2016.0,0.7177,99.0706,0.2790
world,2016.1,0.7587,99.0173,0.2912
world,2016.2,0.8015,98.9616,0.3038
world,2016.3,0.8461,98.9033,0.3167
world,2016.4,0.8925,98.8425,0.3300
world,2016.5,0.9408,98.7790,0.3437
world,2016.6,0.9911,98.7128,0.3577
world,2016.7,1.0432,98.6437,0.3722
world,2016.8,1.0975,98.5717,0.3869
world,2016.9,1.1537,98.4967,0.4021
world,2017.0,1.2121,98.4186,0.4177
world,2017.1,1.2728,98.3365,0.4344
world,2017.2,1.3358,98.2509,0.4516
world,2017.3,1.4010,98.1617,0.4693
world,2017.4,1.4686,98.0689,0.4876
world,2017.5,1.5386,97.9724,0.5064
world,2017.6,1.6111,97.8720,0.5256
world,2017.7,1.6861,97.7677,0.5483
world,2017.8,1.7636,97.6595,0.5792
world,2017.9,1.8437,97.5471,0.6117
world,2018.0,1.9265,97.4305,0.6457
world,2018.1,2.0126,97.3096,0.6813
world,2018.2,2.1010,97.1842,0.7185
world,2018.3,2.1923,97.0544,0.7574
world,2018.4,2.2865,96.9199,0.7980
world,2018.5,2.3835,96.7807,0.8405
world,2018.6,2.4836,96.6367,0.8848
world,2018.7,2.5867,96.4877,0.9309
world,2018.8,2.6929,96.3338,0.9790
world,2018.9,2.8022,96.1746,1.0291
world,2019.0,2.9148,96.0102,1.0813
world,2019.1,3.0306,95.8404,1.1355
world,2019.2,3.1498,95.6651,1.1920
world,2019.3,3.2723,95.4843,1.2506
world,2019.4,3.3983,95.2977,1.3115
world,2019.5,3.5278,95.1053,1.3748
world,2019.6,3.6608,94.9070,1.4404
world,2019.7,3.7974,94.7026,1.5084
world,2019.8,3.9377,94.4921,1.5790
world,2019.9,4.0817,94.2754,1.6521
world,2020.0,4.2294,94.0522,1.7278
world,2020.1,4.3810,93.8226,1.8061
world,2020.2,4.5364,93.5864,1.8871
world,2020.3,4.6958,93.3436,1.9709
world,2020.4,4.8592,93.0939,2.0575
world,2020.5,5.0266,92.8374,2.1469
world,2020.6,5.1981,92.5738,2.2393
world,2020.7,5.3737,92.3032,2.3345
world,2020.8,5.5535,92.0254,2.4327
world,2020.9,5.7376,91.7404,2.5340
world,2021.0,5.9260,91.4479,2.6383
world,2021.1,6.1187,91.1481,2.7457
world,2021.2,6.3158,90.8407,2.8561
world,2021.3,6.5174,90.5257,2.9697
world,2021.4,6.7235,90.2031,3.0864
world,2021.5,6.9341,89.8727,3.2062
world,2021.6,7.1494,89.5345,3.3292
world,2021.7,7.3692,89.1884,3.4554
world,2021.8,7.5938,88.8344,3.5847
world,2021.9,7.8231,88.4724,3.7172
world,2022.0,8.0573,88.1025,3.8529
world,2022.1,8.2962,87.7245,3.9916
world,2022.2,8.5400,87.3384,4.1335
world,2022.3,8.7888,86.9441,4.2785
world,2022.4,9.0425,86.5418,4.4265
world,2022.5,9.3012,86.1313,4.5776
world,2022.6,9.5650,85.7127,4.7316
world,2022.7,9.8339,85.2860,4.8885
world,2022.8,10.1079,84.8511,5.0484
world,2022.9,10.3870,84.4081,5.2110
world,2023.0,10.6714,83.9570,5.3763
world,2023.1,10.9610,83.4979,5.5443
world,2023.2,11.2559,83.0308,5.7148
world,2023.3,11.5562,82.5557,5.8896
world,2023.4,11.8617,82.0728,6.0669
world,2023.5,12.1727,81.5820,6.2467
world,2023.6,12.4891,81.0835,6.4288
world,2023.7,12.8109,80.5773,6.6132
world,2023.8,13.1382,80.0635,6.7995
world,2023.9,13.4710,79.5423,6.9878
world,2024.0,13.8093,79.0138,7.1778
world,2024.1,14.1532,78.4780,7.3697
world,2024.2,14.5027,77.9352,7.5630
world,2024.3,14.8578,77.3854,7.7577
world,2024.4,15.2185,76.8288,7.9535
world,2024.5,15.5849,76.2656,8.1502
world,2024.6,15.9569,75.6959,8.3477
world,2024.7,16.3347,75.1200,8.5458
world,2024.8,16.7182,74.5379,8.7443
world,2024.9,17.1074,73.9500,8.9428
world,2025.0,17.5023,73.3563,9.1414
world,2025.1,17.9030,72.7572,9.3398
world,2025.2,18.3095,72.1528,9.5377
world,2025.3,18.7218,71.5434,9.7349
