group,year,bev_share,ice_share,phev_share
world,2015.0,0.3848,99.5140,0.1613
world,2015.1,0.4107,99.4816,0.1699
world,2015.2,0.4379,99.4475,0.1788
world,2015.3,0.4665,99.4115,0.1881
world,2015.4,0.4965,99.3736,0.1978
world,2015.5,0.5280,99.3337,0.2078
world,2015.6,0.5611,99.2918,0.2181
world,2015.7,0.5956,99.2477,0.2289
world,2015.8,0.6318,99.2015,0.2400
world,2015.9,0.6696,99.1530,0.2515
world,2016.0,0.7091,99.1022,0.2634
world,2016.1,0.7504,99.0490,0.2756
world,2016.2,0.7934,98.9933,0.2882
world,2016.3,0.8382,98.9351,0.3013
world,2016.4,0.8850,98.8741,0.3147
world,2016.5,0.9336,98.8105,0.3285
world,2016.6,0.9842,98.7441,0.3426
world,2016.7,1.0368,98.6747,0.3572
world,2016.8,1.0915,98.6024,0.3722
world,2016.9,1.1483,98.5270,0.3875
world,2017.0,1.2073,98.4485,0.4033
world,2017.1,1.2686,98.3658,0.4202
world,2017.2,1.3322,98.2797,0.4376
world,2017.3,1.3982,98.1899,0.4555
world,2017.4,1.4665,98.0964,0.4740
world,2017.5,1.5373,97.9991,0.4930
world,2017.6,1.6106,97.8979,0.5125
world,2017.7,1.6865,97.7928,0.5325
world,2017.8,1.7649,97.6835,0.5546
world,2017.9,1.8460,97.5701,0.5872
world,2018.0,1.9299,97.4525,0.6213
world,2018.1,2.0169,97.3304,0.6571
world,2018.2,2.1065,97.2039,0.6945
world,2018.3,2.1989,97.0728,0.7336
world,2018.4,2.2942,96.9370,0.7745
world,2018.5,2.3925,96.7964,0.8171
world,2018.6,2.4938,96.6509,0.8617
world,2018.7,2.5982,96.5004,0.9082
world,2018.8,2.7057,96.3449,0.9567
world,2018.9,2.8165,96.1841,1.0072
world,2019.0,2.9304,96.0179,1.0597
world,2019.1,3.0477,95.8463,1.1145
world,2019.2,3.1683,95.6692,1.1714
world,2019.3,3.2923,95.4864,1.2306
world,2019.4,3.4198,95.2978,1.2921
world,2019.5,3.5508,95.1033,1.3560
world,2019.6,3.6854,94.9029,1.4223
world,2019.7,3.8236,94.6963,1.4910
world,2019.8,3.9655,94.4835,1.5624
world,2019.9,4.1112,94.2643,1.6363
world,2020.0,4.2606,94.0387,1.7129
world,2020.1,4.4138,93.8066,1.7921
world,2020.2,4.5710,93.5678,1.8742
world,2020.3,4.7320,93.3223,1.9590
world,2020.4,4.8971,93.0698,2.0467
world,2020.5,5.0663,92.8105,2.1374
world,2020.6,5.2395,92.5440,2.2309
world,2020.7,5.4169,92.2704,2.3275
world,2020.8,5.5984,91.9895,2.4271
world,2020.9,5.7843,91.7013,2.5299
world,2021.0,5.9744,91.4056,2.6357
world,2021.1,6.1689,91.1024,2.7447
world,2021.2,6.3678,90.7917,2.8569
world,2021.3,6.5711,90.4732,2.9723
world,2021.4,6.7789,90.1470,3.0909
