group,year,bev_share,ice_share,phev_share
world,2015.0,0.3947,99.5176,0.1564
world,2015.1,0.4212,99.4853,0.1648
world,2015.2,0.4490,99.4512,0.1735
world,2015.3,0.4782,99.4153,0.1826
world,2015.4,0.5089,99.3775,0.1920
world,2015.5,0.5411,99.3377,0.2018
world,2015.6,0.5748,99.2958,0.2120
world,2015.7,0.6101,99.2518,0.2225
world,2015.8,0.6470,99.2055,0.2334
world,2015.9,0.6857,99.1570,0.2446
world,2016.0,0.7260,99.1062,0.2563
world,2016.1,0.7681,99.0529,0.2683
world,2016.2,0.8120,98.9970,0.2806
world,2016.3,0.8577,98.9386,0.2934
world,2016.4,0.9054,98.8775,0.3066
world,2016.5,0.9550,98.8136,0.3201
world,2016.6,1.0066,98.7469,0.3340
world,2016.7,1.0603,98.6773,0.3483
world,2016.8,1.1160,98.6046,0.3630
world,2016.9,1.1739,98.5288,0.3781
world,2017.0,1.2340,98.4498,0.3936
world,2017.1,1.2965,98.3666,0.4102
world,2017.2,1.3613,98.2798,0.4273
world,2017.3,1.4285,98.1894,0.4449
world,2017.4,1.4982,98.0952,0.4631
world,2017.5,1.5703,97.9971,0.4818
world,2017.6,1.6449,97.8951,0.5009
world,2017.7,1.7221,97.7890,0.5206
world,2017.8,1.8019,97.6788,0.5408
world,2017.9,1.8845,97.5643,0.5614
world,2018.0,1.9698,97.4454,0.5866
world,2018.1,2.0584,97.3221,0.6219
world,2018.2,2.1495,97.1941,0.6590
world,2018.3,2.2435,97.0615,0.6978
world,2018.4,2.3404,96.9241,0.7384
world,2018.5,2.4403,96.7817,0.7809
world,2018.6,2.5432,96.6343,0.8253
world,2018.7,2.6493,96.4818,0.8717
world,2018.8,2.7585,96.3241,0.9202
world,2018.9,2.8709,96.1610,0.9708
world,2019.0,2.9867,95.9924,1.0236
world,2019.1,3.1057,95.8182,1.0787
world,2019.2,3.2282,95.6384,1.1360
world,2019.3,3.3541,95.4526,1.1957
world,2019.4,3.4835,95.2610,1.2578
world,2019.5,3.6164,95.0633,1.3224
world,2019.6,3.7530,94.8594,1.3895
world,2019.7,3.8932,94.6492,1.4593
world,2019.8,4.0371,94.4326,1.5317
world,2019.9,4.1848,94.2095,1.6069
world,2020.0,4.3363,93.9798,1.6848
world,2020.1,4.4916,93.7433,1.7657
world,2020.2,4.6509,93.5000,1.8497
world,2020.3,4.8142,93.2496,1.9366
world,2020.4,4.9815,92.9923,2.0266
world,2020.5,5.1529,92.7277,2.1197
world,2020.6,5.3284,92.4559,2.2160
world,2020.7,5.5081,92.1767,2.3155
world,2020.8,5.6920,91.8900,2.4183
world,2020.9,5.8802,91.5958,2.5243
world,2021.0,6.0728,91.2939,2.6337
world,2021.1,6.2697,90.9843,2.7464
world,2021.2,6.4711,90.6669,2.8625
world,2021.3,6.6769,90.3415,2.9821
world,2021.4,6.8873,90.0082,3.1051
world,2021.5,7.1022,89.6669,3.2315
world,2021.6,7.3217,89.3174,3.3614
world,2021.7,7.5459,88.9599,3.4949
world,2021.8,7.7749,88.5941,3.6318
world,2021.9,8.0085,88.2200,3.7722
world,2022.0,8.2470,87.8377,3.9161
world,2022.1,8.4903,87.4471,4.0634
world,2022.2,8.7384,87.0481,4.2143
world,2022.3,8.9915,86.6408,4.3685
world,2022.4,9.2496,86.2251,4.5262
world,2022.5,9.5126,85.8011,4.6872
world,2022.6,9.7806,85.3687,4.8516
world,2022.7,10.0537,84.9280,5.0192
world,2022.8,10.3320,84.4790,5.1900
world,2022.9,10.6153,84.0217,5.3639
world,2023.0,10.9038,83.5563,5.5409
world,2023.1,11.1975,83.0826,5.7208
world,2023.2,11.4964,82.6009,5.9036
world,2023.3,11.8005,82.1111,6.0891
world,2023.4,12.1100,81.6134,6.2773
world,2023.5,12.4247,81.1079,6.4680
world,2023.6,12.7447,80.5946,6.6612
world,2023.7,13.0701,80.0737,6.8566
world,2023.8,13.4009,79.5453,7.0542
world,2023.9,13.7370,79.0096,7.2538
world,2024.0,14.0786,78.4667,7.4552
world,2024.1,14.4255,77.9167,7.6581
world,2024.2,14.7779,77.3598,7.8625
world,2024.3,15.1358,76.7963,8.0682
world,2024.4,15.4991,76.2262,8.2749
world,2024.5,15.8678,75.6498,8.4824
world,2024.6,16.2421,75.0674,8.6906
world,2024.7,16.6218,74.4790,8.8992
world,2024.8,17.0070,73.8850,9.1080
world,2024.9,17.3977,73.2856,9.3167
world,2025.0,17.7938,72.6810,9.5251
world,2025.1,18.1955,72.0716,9.7330
world,2025.2,18.6026,71.4574,9.9400
world,2025.3,19.0151,70.8390,10.1459
world,2025.4,19.4331,70.2164,10.3505
world,2025.5,19.8566,69.5900,10.5534
world,2025.6,20.2854,68.9602,10.7544
world,2025.7,20.7196,68.3271,10.9532
world,2025.8,21.1592,67.6912,11.1496
world,2025.9,21.6040,67.0528,11.3432
world,2026.0,22.0541,66.4122,11.5337
world,2026.1,22.5094,65.7697,11.7209
world,2026.2,22.9698,65.1257,11.9059
world,2026.3,23.4352,64.4806,12.0868
world,2026.4,23.9056,63.8347,12.2635
world,2026.5,24.3809,63.1885,12.4357
world,2026.6,24.8609,62.5422,12.6029
world,2026.7,25.3455,61.8964,12.7651
world,2026.8,25.8345,61.2515,12.9219
world,2026.9,26.3279,60.6078,13.0730
world,2027.0,26.8255,59.9658,13.2182
world,2027.1,27.3269,59.3260,13.3572
world,2027.2,27.8321,58.6887,13.4898
world,2027.3,28.3408,58.0546,13.6157
world,2027.4,28.8527,57.4241,13.7347
world,2027.5,29.3676,56.7975,13.8466
world,2027.6,29.8852,56.1755,13.9513
world,2027.7,30.4052,55.5585,14.0484
world,2027.8,30.9274,54.9469,14.1380
world,2027.9,31.4513,54.3412,14.2197
world,2028.0,31.9767,53.7419,14.2935
world,2028.1,32.5034,53.1493,14.3594
world,2028.2,33.0309,52.5638,14.4172
world,2028.3,33.5590,51.9858,14.4669
world,2028.4,34.0874,51.4156,14.5084
world,2028.5,34.6159,50.8535,14.5419
world,2028.6,35.1442,50.2995,14.5672
world,2028.7,35.6721,49.7541,14.5847
world,2028.8,36.1994,49.2171,14.5951
world,2028.9,36.7260,48.6887,14.5977
world,2029.0,37.2518,48.1689,14.5924
world,2029.1,37.7767,47.6577,14.5794
world,2029.2,38.3006,47.1549,14.5589
world,2029.3,38.8235,46.6606,14.5309
world,2029.4,39.3454,46.1745,14.4957
world,2029.5,39.8663,45.6965,14.4533
world,2029.6,40.3861,45.2265,14.4039
world,2029.7,40.9049,44.7643,14.3477
world,2029.8,41.4227,44.3097,14.2848
world,2029.9,41.9394,43.8627,14.2154
world,2030.0,42.4550,43.4230,14.1396
world,2030.1,42.9695,42.9907,14.0577
world,2030.2,43.4827,42.5655,13.9697
world,2030.3,43.9947,42.1474,13.8758
world,2030.4,44.5053,41.7363,13.7763
world,2030.5,45.0144,41.3321,13.6713
world,2030.6,45.5219,40.9347,13.5611
world,2030.7,46.0276,40.5442,13.4469
world,2030.8,46.5314,40.1604,13.3281
world,2030.9,47.0331,39.7832,13.2047
