group,year,bev_share,ice_share,phev_share
world,2015.0,0.3796,99.5578,0.1436
world,2015.1,0.4056,99.5271,0.1516
world,2015.2,0.4331,99.4947,0.1599
world,2015.3,0.4619,99.4603,0.1686
world,2015.4,0.4922,99.4241,0.1777
world,2015.5,0.5240,99.3858,0.1870
world,2015.6,0.5574,99.3455,0.1968
world,2015.7,0.5924,99.3030,0.2069
world,2015.8,0.6291,99.2583,0.2174
world,2015.9,0.6675,99.2112,0.2283
world,2016.0,0.7077,99.1618,0.2395
world,2016.1,0.7496,99.1099,0.2511
world,2016.2,0.7935,99.0555,0.2631
world,2016.3,0.8392,98.9984,0.2755
world,2016.4,0.8869,98.9385,0.2882
world,2016.5,0.9366,98.8759,0.3014
world,2016.6,0.9883,98.8103,0.3149
world,2016.7,1.0422,98.7417,0.3288
world,2016.8,1.0982,98.6700,0.3432
world,2016.9,1.1565,98.5950,0.3579
world,2017.0,1.2170,98.5168,0.3730
world,2017.1,1.2799,98.4343,0.3892
world,2017.2,1.3453,98.3483,0.4058
world,2017.3,1.4131,98.2585,0.4229
world,2017.4,1.4834,98.1649,0.4405
world,2017.5,1.5562,98.0673,0.4587
world,2017.6,1.6317,97.9656,0.4773
world,2017.7,1.7098,97.8597,0.4965
world,2017.8,1.7907,97.7494,0.5162
world,2017.9,1.8743,97.6347,0.5363
world,2018.0,1.9608,97.5155,0.5570
world,2018.1,2.0514,97.3913,0.5783
world,2018.2,2.1439,97.2624,0.6000
world,2018.3,2.2393,97.1286,0.6335
world,2018.4,2.3378,96.9897,0.6738
world,2018.5,2.4394,96.8457,0.7162
world,2018.6,2.5441,96.6964,0.7607
world,2018.7,2.6521,96.5417,0.8073
world,2018.8,2.7634,96.3815,0.8563
world,2018.9,2.8780,96.2155,0.9076
world,2019.0,2.9960,96.0437,0.9612
world,2019.1,3.1175,95.8660,1.0174
world,2019.2,3.2426,95.6822,1.0761
world,2019.3,3.3712,95.4921,1.1375
world,2019.4,3.5034,95.2957,1.2016
world,2019.5,3.6394,95.0928,1.2685
world,2019.6,3.7791,94.8832,1.3383
world,2019.7,3.9226,94.6669,1.4111
world,2019.8,4.0700,94.4437,1.4869
world,2019.9,4.2213,94.2135,1.5658
world,2020.0,4.3766,93.9761,1.6478
world,2020.1,4.5359,93.7314,1.7332
world,2020.2,4.6993,93.4793,1.8218
world,2020.3,4.8669,93.2197,1.9139
world,2020.4,5.0386,92.9523,2.0095
world,2020.5,5.2147,92.6772,2.1085
world,2020.6,5.3950,92.3942,2.2112
world,2020.7,5.5797,92.1031,2.3176
world,2020.8,5.7688,91.8038,2.4277
world,2020.9,5.9624,91.4963,2.5416
world,2021.0,6.1605,91.1804,2.6594
world,2021.1,6.3632,90.8560,2.7810
world,2021.2,6.5706,90.5230,2.9067
world,2021.3,6.7826,90.1813,3.0363
world,2021.4,6.9994,89.8309,3.1700
world,2021.5,7.2209,89.4717,3.3078
world,2021.6,7.4473,89.1035,3.4496
world,2021.7,7.6785,88.7263,3.5956
world,2021.8,7.9147,88.3400,3.7457
world,2021.9,8.1559,87.9446,3.9000
world,2022.0,8.4021,87.5400,4.0584
world,2022.1,8.6534,87.1263,4.2210
world,2022.2,8.9098,86.7032,4.3876
world,2022.3,9.1714,86.2709,4.5584
world,2022.4,9.4382,85.8293,4.7333
world,2022.5,9.7102,85.3784,4.9122
world,2022.6,9.9876,84.9183,5.0951
world,2022.7,10.2703,84.4488,5.2820
world,2022.8,10.5584,83.9701,5.4727
world,2022.9,10.8519,83.4821,5.6672
world,2023.0,11.1509,82.9850,5.8655
world,2023.1,11.4555,82.4788,6.0673
world,2023.2,11.7656,81.9635,6.2726
world,2023.3,12.0813,81.4392,6.4814
world,2023.4,12.4026,80.9060,6.6933
world,2023.5,12.7296,80.3641,6.9083
world,2023.6,13.0624,79.8135,7.1263
world,2023.7,13.4009,79.2543,7.3471
world,2023.8,13.7453,78.6868,7.5704
world,2023.9,14.0955,78.1110,7.7962
world,2024.0,14.4516,77.5271,8.0241
world,2024.1,14.8137,76.9353,8.2540
world,2024.2,15.1817,76.3358,8.4857
world,2024.3,15.5558,75.7287,8.7189
world,2024.4,15.9359,75.1143,8.9533
world,2024.5,16.3222,74.4928,9.1887
world,2024.6,16.7146,73.8644,9.4249
world,2024.7,17.1132,73.2293,9.6614
world,2024.8,17.5181,72.5878,9.8981
world,2024.9,17.9293,71.9402,10.1345
world,2025.0,18.3469,71.2867,10.3705
world,2025.1,18.7708,70.6277,10.6056
world,2025.2,19.2011,69.9633,10.8395
world,2025.3,19.6379,69.2939,11.0719
world,2025.4,20.0812,68.6198,11.3025
world,2025.5,20.5309,67.9413,11.5308
world,2025.6,20.9871,67.2588,11.7566
world,2025.7,21.4499,66.5727,11.9793
world,2025.8,21.9190,65.8833,12.1988
world,2025.9,22.3946,65.1910,12.4146
world,2026.0,22.8765,64.4963,12.6272
world,2026.1,23.3646,63.7996,12.8368
world,2026.2,23.8588,63.1016,13.0419
world,2026.3,24.3590,62.4026,13.2420
world,2026.4,24.8648,61.7033,13.4367
world,2026.5,25.3760,61.0044,13.6254
world,2026.6,25.8924,60.3065,13.8080
world,2026.7,26.4135,59.6104,13.9839
world,2026.8,26.9389,58.9169,14.1529
world,2026.9,27.4681,58.2269,14.3144
world,2027.0,28.0007,57.5411,14.4683
world,2027.1,28.5360,56.8606,14.6140
world,2027.2,29.0735,56.1863,14.7527
world,2027.3,29.6126,55.5190,14.8836
world,2027.4,30.1527,54.8596,15.0054
world,2027.5,30.6932,54.2090,15.1180
world,2027.6,31.2337,53.5678,15.2213
world,2027.7,31.7736,52.9367,15.3197
world,2027.8,32.3125,52.3162,15.4086
world,2027.9,32.8503,51.7066,15.4880
world,2028.0,33.3867,51.1081,15.5578
world,2028.1,33.9216,50.5208,15.6180
world,2028.2,34.4550,49.9446,15.6686
world,2028.3,34.9871,49.3794,15.7096
world,2028.4,35.5180,48.8250,15.7412
world,2028.5,36.0478,48.2811,15.7634
world,2028.6,36.5768,47.7475,15.7762
world,2028.7,37.1051,47.2239,15.7796
world,2028.8,37.6329,46.7103,15.7737
world,2028.9,38.1603,46.2065,15.7586
world,2029.0,38.6872,45.7123,15.7343
world,2029.1,39.2137,45.2277,15.7009
world,2029.2,39.7398,44.7526,15.6585
world,2029.3,40.2653,44.2869,15.6073
