group,year,bev_share,ice_share,phev_share
world,2015.0,0.3419,,
world,2015.1,0.3662,,
world,2015.2,0.3919,,
world,2015.3,0.4190,,
world,2015.4,0.4476,,
world,2015.5,0.4776,,
world,2015.6,0.5093,,
world,2015.7,0.5425,,
world,2015.8,0.5774,,
world,2015.9,0.6140,,
world,2016.0,0.6524,,
world,2016.1,0.6926,,
world,2016.2,0.7347,,
world,2016.3,0.7787,,
world,2016.4,0.8246,,
world,2016.5,0.8726,,
world,2016.6,0.9227,,
world,2016.7,0.9750,,
world,2016.8,1.0294,,
world,2016.9,1.0861,,
world,2017.0,1.1451,,
world,2017.1,1.2066,,
world,2017.2,1.2706,,
world,2017.3,1.3370,,
world,2017.4,1.4061,,
world,2017.5,1.4777,,
world,2017.6,1.5521,,
world,2017.7,1.6292,,
world,2017.8,1.7091,,
world,2017.9,1.7919,,
world,2018.0,1.8776,,
world,2018.1,1.9680,,
world,2018.2,2.0599,,
world,2018.3,2.1550,,
world,2018.4,2.2532,,
world,2018.5,2.3547,,
world,2018.6,2.4596,,
world,2018.7,2.5678,,
world,2018.8,2.6795,,
world,2018.9,2.7947,,
world,2019.0,2.9136,,
world,2019.1,3.0361,,
world,2019.2,3.1624,,
world,2019.3,3.2925,,
world,2019.4,3.4265,,
world,2019.5,3.5644,,
world,2019.6,3.7063,,
world,2019.7,3.8523,,
world,2019.8,4.0025,,
world,2019.9,4.1569,,
world,2020.0,4.3156,,
world,2020.1,4.4787,,
world,2020.2,4.6461,,
world,2020.3,4.8181,,
world,2020.4,4.9946,,
world,2020.5,5.1758,,
world,2020.6,5.3616,,
world,2020.7,5.5522,,
world,2020.8,5.7476,,
world,2020.9,5.9479,,
world,2021.0,6.1531,,
world,2021.1,6.3634,,
world,2021.2,6.5787,,
world,2021.3,6.7992,,
world,2021.4,7.0249,,
world,2021.5,7.2558,,
world,2021.6,7.4921,,
world,2021.7,7.7337,,
world,2021.8,7.9807,,
world,2021.9,8.2333,,
world,2022.0,8.4913,,
world,2022.1,8.7550,,
world,2022.2,9.0243,,
world,2022.3,9.2993,,
world,2022.4,9.5801,,
world,2022.5,9.8666,,
world,2022.6,10.1590,,
world,2022.7,10.4573,,
world,2022.8,10.7615,,
world,2022.9,11.0717,,
world,2023.0,11.3879,,
world,2023.1,11.7101,,
world,2023.2,12.0384,,
world,2023.3,12.3729,,
world,2023.4,12.7135,,
world,2023.5,13.0603,,
world,2023.6,13.4132,,
world,2023.7,13.7725,,
world,2023.8,14.1380,,
world,2023.9,14.5097,,
world,2024.0,14.8878,,
world,2024.1,15.2722,,
world,2024.2,15.6630,,
world,2024.3,16.0601,,
world,2024.4,16.4635,,
world,2024.5,16.8733,,
world,2024.6,17.2895,,
world,2024.7,17.7120,,
world,2024.8,18.1408,,
world,2024.9,18.5760,,
world,2025.0,19.0174,,
world,2025.1,19.4651,,
