group,year,bev_share,ice_share,phev_share
world,2015.0,0.3682,99.5744,0.1385
world,2015.1,0.3938,99.5444,0.1464
world,2015.2,0.4207,99.5126,0.1546
world,2015.3,0.4491,99.4789,0.1631
world,2015.4,0.4790,99.4434,0.1720
world,2015.5,0.5104,99.4058,0.1813
world,2015.6,0.5433,99.3662,0.1909
world,2015.7,0.5779,99.3244,0.2009
world,2015.8,0.6142,99.2804,0.2113
world,2015.9,0.6521,99.2340,0.2220
world,2016.0,0.6919,99.1853,0.2331
world,2016.1,0.7334,99.1341,0.2446
world,2016.2,0.7769,99.0803,0.2565
world,2016.3,0.8222,99.0239,0.2688
world,2016.4,0.8696,98.9647,0.2814
world,2016.5,0.9189,98.9027,0.2945
world,2016.6,0.9703,98.8377,0.3079
world,2016.7,1.0239,98.7697,0.3218
world,2016.8,1.0796,98.6986,0.3360
world,2016.9,1.1376,98.6243,0.3506
world,2017.0,1.1979,98.5466,0.3657
world,2017.1,1.2606,98.4647,0.3818
world,2017.2,1.3257,98.3793,0.3982
world,2017.3,1.3933,98.2901,0.4152
world,2017.4,1.4635,98.1970,0.4327
world,2017.5,1.5362,98.1000,0.4507
world,2017.6,1.6115,97.9987,0.4693
world,2017.7,1.6896,97.8933,0.4883
world,2017.8,1.7704,97.7834,0.5079
world,2017.9,1.8540,97.6691,0.5281
world,2018.0,1.9405,97.5501,0.5488
world,2018.1,2.0315,97.4260,0.5700
world,2018.2,2.1241,97.2972,0.5918
world,2018.3,2.2196,97.1634,0.6182
world,2018.4,2.3183,97.0246,0.6583
world,2018.5,2.4202,96.8805,0.7005
world,2018.6,2.5252,96.7311,0.7448
world,2018.7,2.6336,96.5761,0.7913
world,2018.8,2.7453,96.4155,0.8401
world,2018.9,2.8604,96.2491,0.8913
world,2019.0,2.9790,96.0768,0.9450
world,2019.1,3.1012,95.8984,1.0012
world,2019.2,3.2269,95.7138,1.0600
world,2019.3,3.3563,95.5228,1.1215
world,2019.4,3.4894,95.3254,1.1858
world,2019.5,3.6263,95.1213,1.2530
world,2019.6,3.7671,94.9105,1.3230
world,2019.7,3.9117,94.6927,1.3961
world,2019.8,4.0604,94.4679,1.4723
world,2019.9,4.2130,94.2360,1.5516
world,2020.0,4.3697,93.9967,1.6342
world,2020.1,4.5306,93.7499,1.7200
world,2020.2,4.6956,93.4955,1.8093
world,2020.3,4.8650,93.2335,1.9020
world,2020.4,5.0386,92.9635,1.9983
world,2020.5,5.2166,92.6856,2.0982
world,2020.6,5.3991,92.3996,2.2017
world,2020.7,5.5860,92.1053,2.3090
world,2020.8,5.7775,91.8027,2.4201
world,2020.9,5.9735,91.4916,2.5351
world,2021.0,6.1743,91.1719,2.6540
world,2021.1,6.3797,90.8436,2.7769
world,2021.2,6.5899,90.5065,2.9039
world,2021.3,6.8049,90.1604,3.0349
world,2021.4,7.0248,89.8054,3.1701
world,2021.5,7.2496,89.4414,3.3094
world,2021.6,7.4793,89.0681,3.4529
world,2021.7,7.7141,88.6857,3.6006
world,2021.8,7.9539,88.2940,3.7525
world,2021.9,8.1988,87.8930,3.9086
