"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4840,"2023-08","2023-08"
"Albania","Buses",419,"2023-08","2023-08"
"Albania","HDV",657,"2023-08","2023-08"
"Albania","Whole",57345,"2023-08","2023-08"
"Australia","Whole",1092689,"2023-08","2023-08"
"Austria","Used",746070,"2023-08","2023-08"
"Austria","Whole",235622,"2023-08","2023-08"
"Belgium","Whole",412681,"2023-08","2023-08"
"Brazil","Whole",2091121,"2023-08","2023-08"
"Bulgaria","Whole",33526,"2023-08","2023-08"
"Canada","Pickups",365621,"2023-08","2023-08"
"Canada","Vans",58950,"2023-08","2023-08"
"Canada","Whole",1208763,"2023-08","2023-08"
"Chile","Whole",341576,"2023-08","2023-08"
"China","Whole",20811000,"2023-08","2023-08"
"Colombia","Whole",209480,"2023-08","2023-08"
"Croatia","Whole",55062,"2023-08","2023-08"
"Cyprus","Whole",13805,"2023-08","2023-08"
"Czechia","Whole",213495,"2023-08","2023-08"
"Denmark","HDV",2231,"2023-08","2023-08"
"Denmark","Industry",74443,"2023-08","2023-08"
"Denmark","Private",87490,"2023-08","2023-08"
"Denmark","Vans",24743,"2023-08","2023-08"
"Denmark","Whole",161933,"2023-08","2023-08"
"Estonia","Whole",21776,"2023-08","2023-08"
"Finland","Buses",392,"2023-08","2023-08"
"Finland","HDV",4119,"2023-08","2023-08"
"Finland","Industry",40900,"2023-08","2023-08"
"Finland","Private",45777,"2023-08","2023-08"
"Finland","Vans",11345,"2023-08","2023-08"
"Finland","Whole",86677,"2023-08","2023-08"
"France","Whole",1730957,"2023-08","2023-08"
"Georgia","Whole",139990,"2023-08","2023-08"
"Germany","Whole",2921852,"2023-08","2023-08"
"Greece","Whole",121539,"2023-08","2023-08"
"Hungary","Whole",109653,"2023-08","2023-08"
"Iceland","Whole",17447,"2023-08","2023-08"
"India","Whole",3871970,"2023-08","2023-08"
"Indonesia","Whole",805836,"2023-08","2023-08"
"Ireland","Buses",330,"2023-08","2023-08"
"Ireland","HDV",2739,"2023-08","2023-08"
"Ireland","Vans",29010,"2023-08","2023-08"
"Ireland","Whole",123376,"2023-08","2023-08"
"Israel","Vans",9066,"2023-08","2023-08"
"Israel","Whole",277800,"2023-08","2023-08"
"Italy","NonRental",1050818,"2023-08","2023-08"
"Italy","Rental",462791,"2023-08","2023-08"
"Italy","Whole",1513609,"2023-08","2023-08"
"Japan","Whole",2545165,"2023-08","2023-08"
"Latvia","Whole",18800,"2023-08","2023-08"
"Lithuania","Whole",26402,"2023-08","2023-08"
"Luxembourg","HDV",1691,"2023-08","2023-08"
"Luxembourg","Vans",5396,"2023-08","2023-08"
"Luxembourg","Whole",47711,"2023-08","2023-08"
"Malaysia","Whole",803493,"2023-08","2023-08"
"Nepal","3-Wheelers",8173,"2023-08","2023-08"
"Nepal","Whole",7196,"2023-08","2023-08"
"Netherlands","HDV",15289,"2023-08","2023-08"
"Netherlands","Used",234115,"2023-08","2023-08"
"Netherlands","Whole",362825,"2023-08","2023-08"
"New Zealand","Whole",257097,"2023-08","2023-08"
"Norway","Whole",173082,"2023-08","2023-08"
"Poland","Whole",450125,"2023-08","2023-08"
"Portugal","Whole",194732,"2023-08","2023-08"
"Romania","Whole",146145,"2023-08","2023-08"
"Singapore","Whole",27918.8333333333,"2023-08","2023-08"
"Slovakia","Whole",86917,"2023-08","2023-08"
"Slovenia","Whole",47703,"2023-08","2023-08"
"South Korea","Whole",1786120,"2023-08","2023-08"
"Spain","2-Wheelers",207566,"2023-08","2023-08"
"Spain","Buses",3170,"2023-08","2023-08"
"Spain","HDV",27038,"2023-08","2023-08"
"Spain","Whole",935870,"2023-08","2023-08"
"Spain","NonRental",591480,"2023-08","2023-08"
"Spain","Rental",344390,"2023-08","2023-08"
"Spain","Used",103853,"2023-08","2023-08"
"Spain","Vans",101800,"2023-08","2023-08"
"Sweden","Whole",296303,"2023-08","2023-08"
"Switzerland","Whole",248414,"2023-08","2023-08"
"Thailand","3-Wheelers",530,"2023-08","2023-08"
"Thailand","Buses",8204,"2023-08","2023-08"
"Thailand","HDV",73438,"2023-08","2023-08"
"Thailand","Whole",880235,"2023-08","2023-08"
"Türkiye","Whole",816070,"2023-08","2023-08"
"UK","Whole",1810262,"2023-08","2023-08"
"USA","Whole",14976897,"2023-08","2023-08"
