"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4481,"2023-04","2023-04"
"Albania","Buses",404,"2023-04","2023-04"
"Albania","HDV",587,"2023-04","2023-04"
"Albania","Whole",50915,"2023-04","2023-04"
"Australia","Whole",1031190,"2023-04","2023-04"
"Austria","Used",731779,"2023-04","2023-04"
"Austria","Whole",227867,"2023-04","2023-04"
"Belgium","Whole",367012,"2023-04","2023-04"
"Brazil","Whole",2036673,"2023-04","2023-04"
"Bulgaria","Whole",30611,"2023-04","2023-04"
"Canada","Pickups",359520,"2023-02","2023-04"
"Canada","Vans",48034,"2023-02","2023-04"
"Canada","Whole",1121287,"2023-02","2023-04"
"Chile","Whole",389336,"2023-04","2023-04"
"China","Whole",20466000,"2023-04","2023-04"
"Colombia","Whole",244886,"2023-04","2023-04"
"Croatia","Whole",48954,"2023-04","2023-04"
"Cyprus","Whole",12641,"2023-04","2023-04"
"Czechia","Whole",204751,"2023-04","2023-04"
"Denmark","HDV",2080,"2023-04","2023-04"
"Denmark","Industry",74188,"2023-04","2023-04"
"Denmark","Private",81577,"2023-04","2023-04"
"Denmark","Vans",25121,"2023-04","2023-04"
"Denmark","Whole",155765,"2023-04","2023-04"
"Estonia","Whole",21079,"2023-04","2023-04"
"Finland","Buses",445,"2023-04","2023-04"
"Finland","HDV",3594,"2023-04","2023-04"
"Finland","Industry",37471,"2023-04","2023-04"
"Finland","Private",44342,"2023-04","2023-04"
"Finland","Vans",10768,"2023-04","2023-04"
"Finland","Whole",81813,"2023-04","2023-04"
"France","Whole",1655051,"2023-04","2023-04"
"Georgia","Whole",116925,"2023-02","2023-04"
"Germany","Whole",2714904,"2023-04","2023-04"
"Greece","Whole",119093,"2023-04","2023-04"
"Hungary","Whole",112438,"2023-04","2023-04"
"Iceland","Whole",17178,"2023-04","2023-04"
"India","Whole",3795025,"2023-04","2023-04"
"Indonesia","Whole",782341,"2023-04","2023-04"
"Ireland","Buses",275,"2023-04","2023-04"
"Ireland","HDV",2556,"2023-04","2023-04"
"Ireland","Vans",26132,"2023-04","2023-04"
"Ireland","Whole",114717,"2023-04","2023-04"
"Israel","Vans",8384,"2023-04","2023-04"
"Israel","Whole",270529,"2023-04","2023-04"
"Italy","NonRental",1007806,"2023-04","2023-04"
"Italy","Rental",445652,"2023-04","2023-04"
"Italy","Whole",1453458,"2023-04","2023-04"
"Japan","Whole",2380758,"2023-04","2023-04"
"Latvia","Whole",17869,"2023-04","2023-04"
"Lithuania","Whole",25581,"2023-04","2023-04"
"Luxembourg","HDV",1509,"2023-04","2023-04"
"Luxembourg","Vans",4623,"2023-04","2023-04"
"Luxembourg","Whole",44731,"2023-04","2023-04"
"Malaysia","Whole",770634,"2023-04","2023-04"
"Nepal","3-Wheelers",7182,"2023-04","2023-04"
"Nepal","Whole",7218,"2023-04","2023-04"
"Netherlands","HDV",13553,"2023-04","2023-04"
"Netherlands","Used",232062,"2023-04","2023-04"
"Netherlands","Whole",331760,"2023-04","2023-04"
"New Zealand","Whole",243661,"2023-04","2023-04"
"Norway","Whole",171767,"2023-04","2023-04"
"Poland","Whole",441342,"2023-04","2023-04"
"Portugal","Whole",177938,"2023-04","2023-04"
"Romania","Whole",138712,"2023-04","2023-04"
"Singapore","Whole",29732.3333333333,"2023-04","2023-04"
"Slovakia","Whole",82609,"2023-04","2023-04"
"Slovenia","Whole",47493,"2023-04","2023-04"
"South Korea","Whole",1770972,"2023-04","2023-04"
"Spain","2-Wheelers",196586,"2023-04","2023-04"
"Spain","Buses",2882,"2023-04","2023-04"
"Spain","HDV",24478,"2023-04","2023-04"
"Spain","Whole",907764,"2023-04","2023-04"
"Spain","NonRental",577367,"2023-04","2023-04"
"Spain","Rental",330397,"2023-04","2023-04"
"Spain","Used",106655,"2023-04","2023-04"
"Spain","Vans",90861,"2023-04","2023-04"
"Sweden","Whole",290528,"2023-04","2023-04"
"Switzerland","Whole",235990,"2023-04","2023-04"
"Thailand","3-Wheelers",460,"2023-04","2023-04"
"Thailand","Buses",6617,"2023-04","2023-04"
"Thailand","HDV",74489,"2023-04","2023-04"
"Thailand","Whole",888964,"2023-04","2023-04"
"Türkiye","Whole",660611,"2023-04","2023-04"
"UK","Whole",1704613,"2023-04","2023-04"
"USA","Whole",14141400,"2023-04","2023-04"
