"country","variant","weight","data_per","model_date"
"Austria","Whole",307704,"2016-02","2016-02"
"Brazil","Whole",2349153.4583,"2016-02","2016-02"
"China","Whole",2335833.33333333,"2016-02","2016-02"
"Czechia","Whole",235546,"2016-02","2016-02"
"Denmark","Whole",210107,"2016-02","2016-02"
"Finland","Buses",511,"2016-02","2016-02"
"Finland","HDV",2854,"2016-02","2016-02"
"Finland","Industry",38003,"2016-02","2016-02"
"Finland","Private",74018,"2016-02","2016-02"
"Finland","Vans",11692,"2016-02","2016-02"
"Finland","Whole",112021,"2016-02","2016-02"
"France","Whole",1982208,"2016-02","2016-02"
"Germany","Whole",3239962,"2016-02","2016-02"
"Indonesia","Whole",732509,"2016-02","2016-02"
"Ireland","Buses",364,"2016-02","2016-02"
"Ireland","HDV",2185,"2016-02","2016-02"
"Ireland","Vans",26562,"2016-02","2016-02"
"Ireland","Whole",140556,"2016-02","2016-02"
"Japan","Whole",857134,"2016-02","2016-02"
"Luxembourg","HDV",1390,"2016-02","2016-02"
"Luxembourg","Vans",3858,"2016-02","2016-02"
"Luxembourg","Whole",47410,"2016-02","2016-02"
"Netherlands","Whole",439501,"2016-02","2016-02"
"New Zealand","Whole",297666,"2016-02","2016-02"
"Norway","Whole",154004,"2016-02","2016-02"
"Poland","Whole",143377,"2016-02","2016-02"
"Portugal","Whole",184325,"2016-02","2016-02"
"Sweden","Whole",366175,"2016-02","2016-02"
"Switzerland","Whole",329079,"2016-02","2016-02"
"USA","Whole",17449904,"2016-02","2016-02"
