"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-04","2015-04"
"Brazil","Whole",3139916.8119,"2015-04","2015-04"
"China","Whole",1670600.00315826,"2015-04","2015-04"
"Czechia","Whole",205656,"2015-04","2015-04"
"France","Whole",1863872,"2015-04","2015-04"
"Germany","Whole",3099948,"2015-04","2015-04"
"Indonesia","Whole",825166,"2015-04","2015-04"
"Ireland","Buses",266,"2015-04","2015-04"
"Ireland","HDV",1646,"2015-04","2015-04"
"Ireland","Vans",21326,"2015-04","2015-04"
"Ireland","Whole",112454,"2015-04","2015-04"
"Japan","Whole",983852,"2015-04","2015-04"
"Luxembourg","HDV",1200,"2015-04","2015-04"
"Luxembourg","Vans",3376,"2015-04","2015-04"
"Luxembourg","Whole",49164,"2015-04","2015-04"
"Netherlands","Whole",432352,"2015-04","2015-04"
"New Zealand","Whole",287641,"2015-04","2015-04"
"Norway","Whole",144427,"2015-04","2015-04"
"Poland","Whole",142255,"2015-04","2015-04"
"Portugal","Whole",157796,"2015-04","2015-04"
"Sweden","Whole",333264,"2015-04","2015-04"
"Switzerland","Whole",309690,"2015-04","2015-04"
"USA","Whole",16803333,"2015-04","2015-04"
