"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4090,"2021-12","2021-12"
"Albania","Buses",378,"2021-12","2021-12"
"Albania","HDV",615,"2021-12","2021-12"
"Albania","Whole",57842,"2021-12","2021-12"
"Argentina","Industry",27829,"2021-12","2021-12"
"Argentina","Private",213337,"2021-12","2021-12"
"Argentina","Whole",241166,"2021-12","2021-12"
"Austria","Used",871065,"2021-12","2021-12"
"Austria","Whole",239803,"2021-12","2021-12"
"Belgium","Whole",96612,"2021-12","2021-12"
"Brazil","Whole",1977110,"2021-12","2021-12"
"Bulgaria","Whole",24816.000001,"2021-12","2021-12"
"Canada","Whole",1239044,"2021-11","2021-12"
"Chile","Whole",415581,"2021-12","2021-12"
"China","Whole",20068000,"2021-12","2021-12"
"Colombia","Whole",250272,"2021-12","2021-12"
"Croatia","Whole",46394.000001,"2021-12","2021-12"
"Cyprus","Whole",2965,"2021-12","2021-12"
"Czechia","Whole",206876,"2021-12","2021-12"
"Denmark","Industry",78864,"2021-12","2021-12"
"Denmark","Private",107708,"2021-12","2021-12"
"Denmark","Vans",31548,"2021-12","2021-12"
"Denmark","Whole",186572,"2021-12","2021-12"
"Estonia","Whole",5664,"2021-12","2021-12"
"Finland","Buses",382,"2021-12","2021-12"
"Finland","HDV",3536,"2021-12","2021-12"
"Finland","Industry",38450,"2021-12","2021-12"
"Finland","Private",60035,"2021-12","2021-12"
"Finland","Vans",12894,"2021-12","2021-12"
"Finland","Whole",98485,"2021-12","2021-12"
"France","Whole",1708675,"2021-12","2021-12"
"Germany","Whole",2622132,"2021-12","2021-12"
"Greece","Whole",26951.666667,"2021-12","2021-12"
"Hungary","Whole",121612,"2021-12","2021-12"
"Iceland","Whole",12800.9999979,"2021-12","2021-12"
"India","Whole",3144718,"2021-12","2021-12"
"Indonesia","Whole",656616,"2021-12","2021-12"
"Ireland","Buses",444,"2021-12","2021-12"
"Ireland","HDV",2271,"2021-12","2021-12"
"Ireland","Vans",28742,"2021-12","2021-12"
"Ireland","Whole",104932,"2021-12","2021-12"
"Israel","Vans",10220,"2021-12","2021-12"
"Israel","Whole",272912,"2021-12","2021-12"
"Italy","NonRental",1138384,"2021-12","2021-12"
"Italy","Rental",336886,"2021-12","2021-12"
"Italy","Whole",1474404,"2021-12","2021-12"
"Japan","Whole",2399862,"2021-12","2021-12"
"Latvia","Whole",14349,"2021-12","2021-12"
"Lithuania","Whole",7639,"2021-12","2021-12"
"Luxembourg","HDV",1221,"2021-12","2021-12"
"Luxembourg","Vans",4560,"2021-12","2021-12"
"Luxembourg","Whole",44372,"2021-12","2021-12"
"Malaysia","Whole",530057,"2021-12","2021-12"
"Netherlands","HDV",11461,"2021-12","2021-12"
"Netherlands","Used",279514,"2021-12","2021-12"
"Netherlands","Whole",314753,"2021-12","2021-12"
"New Zealand","Whole",285081,"2021-12","2021-12"
"Norway","Whole",179347,"2021-12","2021-12"
"Poland","Whole",447637,"2021-12","2021-12"
"Portugal","Whole",146637,"2021-12","2021-12"
"Romania","Whole",121210.16663,"2021-12","2021-12"
"Singapore","Whole",46495,"2021-12","2021-12"
"Slovakia","Whole",23736,"2021-12","2021-12"
"Slovenia","Whole",53428,"2021-12","2021-12"
"South Korea","Whole",1725783,"2021-12","2021-12"
"Spain","2-Wheelers",182916,"2021-12","2021-12"
"Spain","Buses",1946,"2021-12","2021-12"
"Spain","HDV",20548,"2021-12","2021-12"
"Spain","Whole",883959,"2021-12","2021-12"
"Spain","NonRental",563228,"2021-12","2021-12"
"Spain","Rental",320731,"2021-12","2021-12"
"Spain","Used",94442,"2021-12","2021-12"
"Spain","Vans",93148,"2021-12","2021-12"
"Sweden","Whole",314313,"2021-12","2021-12"
"Switzerland","Whole",242022,"2021-12","2021-12"
"Thailand","3-Wheelers",129,"2021-12","2021-12"
"Thailand","Buses",3541,"2021-12","2021-12"
"Thailand","HDV",73873,"2021-12","2021-12"
"Thailand","Whole",779925,"2021-12","2021-12"
"Türkiye","Whole",614037,"2021-12","2021-12"
"UK","Whole",1647181,"2021-12","2021-12"
"USA","Whole",14946913,"2021-12","2021-12"
