"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-11","2015-11"
"Brazil","Whole",2613774.5822,"2015-11","2015-11"
"China","Whole",1609054.54545455,"2015-11","2015-11"
"Czechia","Whole",227777,"2015-11","2015-11"
"France","Whole",1933981,"2015-11","2015-11"
"Germany","Whole",3188387,"2015-11","2015-11"
"Indonesia","Whole",736633,"2015-11","2015-11"
"Ireland","Buses",313,"2015-10","2015-11"
"Ireland","HDV",1864,"2015-11","2015-11"
"Ireland","Vans",23750,"2015-11","2015-11"
"Ireland","Whole",124808,"2015-11","2015-11"
"Japan","Whole",850285,"2015-11","2015-11"
"Luxembourg","HDV",1332,"2015-11","2015-11"
"Luxembourg","Vans",3784,"2015-11","2015-11"
"Luxembourg","Whole",47473,"2015-11","2015-11"
"Netherlands","Whole",423465,"2015-11","2015-11"
"New Zealand","Whole",298230,"2015-11","2015-11"
"Norway","Whole",151390,"2015-11","2015-11"
"Poland","Whole",154732,"2015-11","2015-11"
"Portugal","Whole",177265,"2015-11","2015-11"
"Sweden","Whole",355720,"2015-11","2015-11"
"Switzerland","Whole",327392,"2015-11","2015-11"
"USA","Whole",17234960,"2015-11","2015-11"
