"country","variant","weight","data_per","model_date"
"Austria","Whole",324116,"2019-06","2019-06"
"Brazil","Whole",2598280.0842,"2019-06","2019-06"
"Chile","Whole",401928,"2019-06","2019-06"
"China","Whole",21275836,"2019-06","2019-06"
"Czechia","Whole",246151,"2019-06","2019-06"
"Denmark","Whole",219862,"2019-06","2019-06"
"Finland","Buses",468,"2019-06","2019-06"
"Finland","HDV",4259,"2019-06","2019-06"
"Finland","Industry",40995,"2019-06","2019-06"
"Finland","Private",70178,"2019-06","2019-06"
"Finland","Vans",14832,"2019-06","2019-06"
"Finland","Whole",111173,"2019-06","2019-06"
"France","Whole",2196774,"2019-06","2019-06"
"Germany","Whole",3445747,"2019-06","2019-06"
"Greece","Whole",48030,"2019-06","2019-06"
"Indonesia","Whole",820809,"2019-06","2019-06"
"Ireland","Buses",547,"2019-06","2019-06"
"Ireland","HDV",2278,"2019-06","2019-06"
"Ireland","Vans",24121,"2019-06","2019-06"
"Ireland","Whole",119305,"2019-06","2019-06"
"Israel","Vans",7708,"2019-06","2019-06"
"Israel","Whole",237532,"2019-06","2019-06"
"Italy","NonRental",1464352,"2019-06","2019-06"
"Italy","Rental",416138,"2019-06","2019-06"
"Italy","Whole",1880490,"2019-06","2019-06"
"Japan","Whole",1017533,"2019-06","2019-06"
"Latvia","Whole",17217,"2019-06","2019-06"
"Lithuania","Whole",16660,"2019-06","2019-06"
"Luxembourg","HDV",1480,"2019-06","2019-06"
"Luxembourg","Vans",5172,"2019-06","2019-06"
"Luxembourg","Whole",53279,"2019-06","2019-06"
"Netherlands","Whole",415343,"2019-06","2019-06"
"New Zealand","Whole",301855,"2019-06","2019-06"
"Norway","Whole",152718,"2019-06","2019-06"
"Poland","Whole",188641,"2019-06","2019-06"
"Portugal","Whole",223361,"2019-06","2019-06"
"Romania","Whole",53854.66668,"2019-06","2019-06"
"Singapore","Whole",83185.5833333333,"2019-01","2019-06"
"South Korea","Whole",1735797,"2019-06","2019-06"
"Spain","2-Wheelers",184762,"2019-06","2019-06"
"Spain","Buses",3781,"2019-06","2019-06"
"Spain","HDV",24662,"2019-06","2019-06"
"Spain","Whole",1341502,"2019-06","2019-06"
"Spain","NonRental",940879,"2019-06","2019-06"
"Spain","Rental",400623,"2019-06","2019-06"
"Spain","Used",81056,"2019-06","2019-06"
"Spain","Vans",111309,"2019-06","2019-06"
"Sweden","Whole",307153,"2019-06","2019-06"
"Switzerland","Whole",299969,"2019-06","2019-06"
"Türkiye","Whole",515913,"2019-06","2019-06"
"UK","Whole",2322398,"2019-06","2019-06"
"USA","Whole",17039116,"2019-06","2019-06"
