"country","variant","weight","data_per","model_date"
"Argentina","Industry",21932,"2020-11","2020-11"
"Argentina","Private",212004,"2020-11","2020-11"
"Argentina","Whole",233936,"2020-11","2020-11"
"Austria","Whole",247650,"2020-11","2020-11"
"Belgium","Whole",143256,"2020-11","2020-11"
"Brazil","Whole",1975302.07549,"2020-11","2020-11"
"Bulgaria","Whole",25620.000001,"2020-11","2020-11"
"Chile","Whole",261963,"2020-11","2020-11"
"China","Whole",19014016,"2020-11","2020-11"
"Czechia","Whole",201296,"2020-11","2020-11"
"Denmark","Industry",72374,"2020-11","2020-11"
"Denmark","Private",119305,"2020-11","2020-11"
"Denmark","Vans",30250,"2020-11","2020-11"
"Denmark","Whole",191679,"2020-11","2020-11"
"Estonia","Whole",7958,"2020-11","2020-11"
"Finland","Buses",339,"2020-11","2020-11"
"Finland","HDV",3343,"2020-11","2020-11"
"Finland","Industry",37777,"2020-11","2020-11"
"Finland","Private",58723,"2020-11","2020-11"
"Finland","Vans",12621,"2020-11","2020-11"
"Finland","Whole",96500,"2020-11","2020-11"
"France","Whole",1719091,"2020-11","2020-11"
"Germany","Whole",2889664,"2020-11","2020-11"
"Greece","Whole",29604,"2020-11","2020-11"
"Hungary","Whole",129101,"2020-11","2020-11"
"Iceland","Whole",9169,"2020-11","2020-11"
"Indonesia","Whole",402766,"2020-11","2020-11"
"Ireland","Buses",164,"2020-11","2020-11"
"Ireland","HDV",1950,"2020-11","2020-11"
"Ireland","Vans",21606,"2020-11","2020-11"
"Ireland","Whole",87947,"2020-11","2020-11"
"Israel","Vans",6496,"2020-11","2020-11"
"Israel","Whole",201251,"2020-11","2020-11"
"Italy","NonRental",1219641,"2020-11","2020-11"
"Italy","Rental",338935,"2020-11","2020-11"
"Italy","Whole",1410546,"2020-11","2020-11"
"Japan","Whole",2462901,"2020-11","2020-11"
"Latvia","Whole",13779,"2020-11","2020-11"
"Lithuania","Whole",15606,"2020-11","2020-11"
"Luxembourg","HDV",1162,"2020-11","2020-11"
"Luxembourg","Vans",4359,"2020-11","2020-11"
"Luxembourg","Whole",44961,"2020-11","2020-11"
"Malaysia","Whole",537075,"2020-11","2020-11"
"Netherlands","HDV",10317,"2020-11","2020-11"
"Netherlands","Used",224596,"2020-11","2020-11"
"Netherlands","Whole",350664,"2020-11","2020-11"
"New Zealand","Whole",240000,"2020-11","2020-11"
"Norway","Whole",135371,"2020-11","2020-11"
"Poland","Whole",429339,"2020-11","2020-11"
"Portugal","Whole",148891,"2020-11","2020-11"
"Romania","Whole",129265.58337,"2020-11","2020-11"
"Singapore","Whole",12491.6666666667,"2020-11","2020-11"
"Slovakia","Whole",28193.333332,"2020-11","2020-11"
"Slovenia","Whole",55475,"2020-11","2020-11"
"South Korea","Whole",1897725,"2020-11","2020-11"
"Spain","2-Wheelers",174701,"2020-11","2020-11"
"Spain","Buses",2065,"2020-11","2020-11"
"Spain","HDV",18726,"2020-11","2020-11"
"Spain","Whole",895997,"2020-11","2020-11"
"Spain","NonRental",645606,"2020-11","2020-11"
"Spain","Rental",250391,"2020-11","2020-11"
"Spain","Used",68263,"2020-11","2020-11"
"Spain","Vans",83357,"2020-11","2020-11"
"Sweden","Whole",316587,"2020-11","2020-11"
"Switzerland","Whole",243746,"2020-11","2020-11"
"Thailand","3-Wheelers",260,"2020-11","2020-11"
"Thailand","Buses",7398,"2020-11","2020-11"
"Thailand","HDV",69043,"2020-11","2020-11"
"Thailand","Whole",809003,"2020-11","2020-11"
"Türkiye","Whole",588814,"2020-11","2020-11"
"UK","Whole",1647379,"2020-11","2020-11"
"USA","Whole",14378778,"2020-11","2020-11"
