"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4729,"2022-10","2022-10"
"Albania","Buses",365,"2022-10","2022-10"
"Albania","HDV",589,"2022-10","2022-10"
"Albania","Whole",50440,"2022-10","2022-10"
"Argentina","Industry",37286,"2022-10","2022-10"
"Argentina","Private",217308,"2022-10","2022-10"
"Argentina","Whole",254594,"2022-10","2022-10"
"Australia","Whole",1018433,"2022-10","2022-10"
"Austria","Used",760539,"2022-10","2022-10"
"Austria","Whole",214437,"2022-10","2022-10"
"Belgium","Whole",116554,"2022-10","2022-10"
"Brazil","Whole",1921694,"2022-10","2022-10"
"Bulgaria","Whole",27312.333334,"2022-10","2022-10"
"Canada","Whole",1112048,"2022-08","2022-10"
"Chile","Whole",440894,"2022-10","2022-10"
"China","Whole",20628000,"2022-10","2022-10"
"Colombia","Whole",266761,"2022-10","2022-10"
"Croatia","Whole",43150,"2022-10","2022-10"
"Cyprus","Whole",12363,"2022-10","2022-10"
"Czechia","Whole",192507,"2022-10","2022-10"
"Denmark","Industry",73522,"2022-10","2022-10"
"Denmark","Private",80151,"2022-10","2022-10"
"Denmark","Vans",28113,"2022-10","2022-10"
"Denmark","Whole",153673,"2022-10","2022-10"
"Estonia","Whole",20428,"2022-10","2022-10"
"Finland","Buses",343,"2022-10","2022-10"
"Finland","HDV",3312,"2022-10","2022-10"
"Finland","Industry",36360,"2022-10","2022-10"
"Finland","Private",45969,"2022-10","2022-10"
"Finland","Vans",11044,"2022-10","2022-10"
"Finland","Whole",82329,"2022-10","2022-10"
"France","Whole",1565533,"2022-10","2022-10"
"Germany","Whole",2502415,"2022-10","2022-10"
"Greece","Whole",103497,"2022-10","2022-10"
"Hungary","Whole",112522,"2022-10","2022-10"
"Iceland","Whole",15926.6666666,"2022-10","2022-10"
"India","Whole",3564953,"2022-10","2022-10"
"Indonesia","Whole",780388,"2022-10","2022-10"
"Ireland","Buses",340,"2022-10","2022-10"
"Ireland","HDV",2199,"2022-10","2022-10"
"Ireland","Vans",23370,"2022-10","2022-10"
"Ireland","Whole",105711,"2022-10","2022-10"
"Israel","Vans",9923,"2022-10","2022-10"
"Israel","Whole",242599,"2022-10","2022-10"
"Italy","NonRental",962574,"2022-10","2022-10"
"Italy","Rental",339853,"2022-10","2022-10"
"Italy","Whole",1302295,"2022-10","2022-10"
"Japan","Whole",2229629,"2022-10","2022-10"
"Latvia","Whole",15913,"2022-10","2022-10"
"Lithuania","Whole",25614,"2022-10","2022-10"
"Luxembourg","HDV",1381,"2022-10","2022-10"
"Luxembourg","Vans",3938,"2022-10","2022-10"
"Luxembourg","Whole",41947,"2022-10","2022-10"
"Malaysia","Whole",731354,"2022-10","2022-10"
"Nepal","3-Wheelers",11664,"2022-10","2022-10"
"Nepal","Whole",11627,"2022-10","2022-10"
"Netherlands","HDV",12544,"2022-10","2022-10"
"Netherlands","Used",243105,"2022-10","2022-10"
"Netherlands","Whole",308576,"2022-10","2022-10"
"New Zealand","Whole",281650,"2022-10","2022-10"
"Norway","Whole",153227,"2022-10","2022-10"
"Poland","Whole",416794,"2022-10","2022-10"
"Portugal","Whole",150045,"2022-10","2022-10"
"Romania","Whole",126018.83333,"2022-10","2022-10"
"Singapore","Whole",32792,"2022-10","2022-10"
"Slovakia","Whole",77355,"2022-10","2022-10"
"Slovenia","Whole",46712,"2022-10","2022-10"
"South Korea","Whole",1664698,"2022-10","2022-10"
"Spain","2-Wheelers",190727,"2022-10","2022-10"
"Spain","Buses",2381,"2022-10","2022-10"
"Spain","HDV",21833,"2022-10","2022-10"
"Spain","Whole",835474,"2022-10","2022-10"
"Spain","NonRental",552493,"2022-10","2022-10"
"Spain","Rental",282981,"2022-10","2022-10"
"Spain","Used",113107,"2022-10","2022-10"
"Spain","Vans",78935,"2022-10","2022-10"
"Sweden","Whole",287394,"2022-10","2022-10"
"Switzerland","Whole",226864,"2022-10","2022-10"
"Thailand","3-Wheelers",317,"2022-10","2022-10"
"Thailand","Buses",4218,"2022-10","2022-10"
"Thailand","HDV",76750,"2022-10","2022-10"
"Thailand","Whole",881451,"2022-10","2022-10"
"Türkiye","Whole",527727,"2022-10","2022-10"
"UK","Whole",1567041,"2022-10","2022-10"
"USA","Whole",13568302,"2022-10","2022-10"
