"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4738,"2022-11","2022-11"
"Albania","Buses",361,"2022-11","2022-11"
"Albania","HDV",568,"2022-11","2022-11"
"Albania","Whole",50095,"2022-11","2022-11"
"Argentina","Industry",38132,"2022-11","2022-11"
"Argentina","Private",221324,"2022-11","2022-11"
"Argentina","Whole",259456,"2022-11","2022-11"
"Australia","Whole",1031184,"2022-11","2022-11"
"Austria","Used",755493,"2022-11","2022-11"
"Austria","Whole",215096,"2022-11","2022-11"
"Belgium","Whole",118664,"2022-11","2022-11"
"Brazil","Whole",1952296,"2022-11","2022-11"
"Bulgaria","Whole",27909.666667,"2022-11","2022-11"
"Canada","Pickups",348192,"2022-11","2022-11"
"Canada","Vans",48283,"2022-11","2022-11"
"Canada","Whole",1116630,"2022-11","2022-11"
"Chile","Whole",433621,"2022-11","2022-11"
"China","Whole",20461000,"2022-11","2022-11"
"Colombia","Whole",265770,"2022-11","2022-11"
"Croatia","Whole",43086,"2022-11","2022-11"
"Cyprus","Whole",12641,"2022-11","2022-11"
"Czechia","Whole",193741,"2022-11","2022-11"
"Denmark","Industry",73807,"2022-11","2022-11"
"Denmark","Private",78047,"2022-11","2022-11"
"Denmark","Vans",27957,"2022-11","2022-11"
"Denmark","Whole",151854,"2022-11","2022-11"
"Estonia","Whole",20589,"2022-11","2022-11"
"Finland","Buses",361,"2022-11","2022-11"
"Finland","HDV",3327,"2022-11","2022-11"
"Finland","Industry",36420,"2022-11","2022-11"
"Finland","Private",45623,"2022-11","2022-11"
"Finland","Vans",11081,"2022-11","2022-11"
"Finland","Whole",82043,"2022-11","2022-11"
"France","Whole",1577584,"2022-11","2022-11"
"Georgia","Whole",110077,"2022-11","2022-11"
"Germany","Whole",2564669,"2022-11","2022-11"
"Greece","Whole",105182,"2022-11","2022-11"
"Hong Kong","Used",4928,"2022-11","2022-11"
"Hong Kong","Vans",4087,"2022-11","2022-11"
"Hong Kong","Whole",31908,"2022-11","2022-11"
"Hungary","Whole",113078,"2022-11","2022-11"
"Iceland","Whole",16222.3333333,"2022-11","2022-11"
"India","Whole",3614394,"2022-11","2022-11"
"Indonesia","Whole",784376,"2022-11","2022-11"
"Ireland","Buses",284,"2022-11","2022-11"
"Ireland","HDV",2195,"2022-11","2022-11"
"Ireland","Vans",23477,"2022-11","2022-11"
"Ireland","Whole",105576,"2022-11","2022-11"
"Israel","Vans",9624,"2022-11","2022-11"
"Israel","Whole",249586,"2022-11","2022-11"
"Italy","NonRental",962701,"2022-11","2022-11"
"Italy","Rental",354463,"2022-11","2022-11"
"Italy","Whole",1317164,"2022-11","2022-11"
"Japan","Whole",2233810,"2022-11","2022-11"
"Latvia","Whole",16539,"2022-11","2022-11"
"Lithuania","Whole",25683,"2022-11","2022-11"
"Luxembourg","HDV",1394,"2022-11","2022-11"
"Luxembourg","Vans",4059,"2022-11","2022-11"
"Luxembourg","Whole",42205,"2022-11","2022-11"
"Malaysia","Whole",736617,"2022-11","2022-11"
"Nepal","3-Wheelers",10811,"2022-11","2022-11"
"Nepal","Whole",10278,"2022-11","2022-11"
"Netherlands","HDV",12862,"2022-11","2022-11"
"Netherlands","Used",239441,"2022-11","2022-11"
"Netherlands","Whole",308916,"2022-11","2022-11"
"New Zealand","Whole",276516,"2022-11","2022-11"
"Norway","Whole",157464,"2022-11","2022-11"
"Poland","Whole",419040,"2022-11","2022-11"
"Portugal","Whole",154468,"2022-11","2022-11"
"Romania","Whole",126992,"2022-11","2022-11"
"Singapore","Whole",32048.25,"2022-11","2022-11"
"Slovakia","Whole",78453,"2022-11","2022-11"
"Slovenia","Whole",46338,"2022-11","2022-11"
"South Korea","Whole",1676825,"2022-11","2022-11"
"Spain","2-Wheelers",192072,"2022-11","2022-11"
"Spain","Buses",2313,"2022-11","2022-11"
"Spain","HDV",22312,"2022-11","2022-11"
"Spain","Whole",842024,"2022-11","2022-11"
"Spain","NonRental",555735,"2022-11","2022-11"
"Spain","Rental",286289,"2022-11","2022-11"
"Spain","Used",111795,"2022-11","2022-11"
"Spain","Vans",79536,"2022-11","2022-11"
"Sweden","Whole",291596,"2022-11","2022-11"
"Switzerland","Whole",229219,"2022-11","2022-11"
"Thailand","3-Wheelers",357,"2022-11","2022-11"
"Thailand","Buses",4541,"2022-11","2022-11"
"Thailand","HDV",76667,"2022-11","2022-11"
"Thailand","Whole",888340,"2022-11","2022-11"
"Türkiye","Whole",539332,"2022-11","2022-11"
"UK","Whole",1594224,"2022-11","2022-11"
"Ukraine","Industry",14991,"2022-11","2022-11"
"Ukraine","Private",30653,"2022-11","2022-11"
"Ukraine","Used",437030,"2022-11","2022-11"
"Ukraine","Vans",3652,"2022-11","2022-11"
"Ukraine","Whole",45644,"2022-11","2022-11"
"USA","Whole",13689375,"2022-11","2022-11"
