"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-08","2015-08"
"Brazil","Whole",2900751.2188,"2015-08","2015-08"
"China","Whole",1670646.24001093,"2015-08","2015-08"
"Czechia","Whole",219573,"2015-08","2015-08"
"France","Whole",1900532,"2015-08","2015-08"
"Germany","Whole",3150623,"2015-08","2015-08"
"Indonesia","Whole",756804,"2015-08","2015-08"
"Ireland","Buses",331,"2015-08","2015-08"
"Ireland","HDV",1837,"2015-08","2015-08"
"Ireland","Vans",23711,"2015-08","2015-08"
"Ireland","Whole",123227,"2015-08","2015-08"
"Japan","Whole",846871,"2015-08","2015-08"
"Luxembourg","HDV",1212,"2015-08","2015-08"
"Luxembourg","Vans",3612,"2015-08","2015-08"
"Luxembourg","Whole",47879,"2015-08","2015-08"
"Netherlands","Whole",423014,"2015-08","2015-08"
"New Zealand","Whole",295533,"2015-08","2015-08"
"Norway","Whole",148958,"2015-08","2015-08"
"Poland","Whole",135692,"2015-08","2015-08"
"Portugal","Whole",170768,"2015-08","2015-08"
"Sweden","Whole",343960,"2015-08","2015-08"
"Switzerland","Whole",323398,"2015-08","2015-08"
"USA","Whole",16849057,"2015-08","2015-08"
