"country","variant","weight","data_per","model_date"
"Albania","Whole",43639,"2020-12","2020-12"
"Argentina","Industry",20806,"2020-12","2020-12"
"Argentina","Private",211432,"2020-12","2020-12"
"Argentina","Whole",232238,"2020-12","2020-12"
"Austria","Used",841196,"2020-12","2020-12"
"Austria","Whole",248740,"2020-12","2020-12"
"Belgium","Whole",136884,"2020-12","2020-12"
"Brazil","Whole",1956249.17169,"2020-12","2020-12"
"Bulgaria","Whole",24053.000001,"2020-12","2020-12"
"Chile","Whole",258835,"2020-12","2020-12"
"China","Whole",19157870,"2020-12","2020-12"
"Colombia","Whole",188391,"2020-12","2020-12"
"Czechia","Whole",202922,"2020-12","2020-12"
"Denmark","Industry",74300,"2020-12","2020-12"
"Denmark","Private",124681,"2020-12","2020-12"
"Denmark","Vans",31079,"2020-12","2020-12"
"Denmark","Whole",198981,"2020-12","2020-12"
"Estonia","Whole",7677,"2020-12","2020-12"
"Finland","Buses",284,"2020-12","2020-12"
"Finland","HDV",3430,"2020-12","2020-12"
"Finland","Industry",37601,"2020-12","2020-12"
"Finland","Private",58817,"2020-12","2020-12"
"Finland","Vans",12842,"2020-12","2020-12"
"Finland","Whole",96418,"2020-12","2020-12"
"France","Whole",1693530,"2020-12","2020-12"
"Germany","Whole",2917678,"2020-12","2020-12"
"Greece","Whole",28756,"2020-12","2020-12"
"Hungary","Whole",127910,"2020-12","2020-12"
"Iceland","Whole",9372,"2020-12","2020-12"
"Indonesia","Whole",378925,"2020-12","2020-12"
"Ireland","Buses",143,"2020-12","2020-12"
"Ireland","HDV",1936,"2020-12","2020-12"
"Ireland","Vans",21732,"2020-12","2020-12"
"Ireland","Whole",88324,"2020-12","2020-12"
"Israel","Vans",6373,"2020-12","2020-12"
"Israel","Whole",200765,"2020-12","2020-12"
"Italy","NonRental",1200274,"2020-12","2020-12"
"Italy","Rental",327153,"2020-12","2020-12"
"Italy","Whole",1389533,"2020-12","2020-12"
"Japan","Whole",2478832,"2020-12","2020-12"
"Latvia","Whole",13488,"2020-12","2020-12"
"Lithuania","Whole",15783,"2020-12","2020-12"
"Luxembourg","HDV",1205,"2020-12","2020-12"
"Luxembourg","Vans",4420,"2020-12","2020-12"
"Luxembourg","Whole",45189,"2020-12","2020-12"
"Malaysia","Whole",552359,"2020-12","2020-12"
"Netherlands","HDV",10238,"2020-12","2020-12"
"Netherlands","Used",227841,"2020-12","2020-12"
"Netherlands","Whole",351961,"2020-12","2020-12"
"New Zealand","Whole",234548,"2020-12","2020-12"
"Norway","Whole",144726,"2020-12","2020-12"
"Poland","Whole",428347,"2020-12","2020-12"
"Portugal","Whole",145417,"2020-12","2020-12"
"Romania","Whole",126329.00004,"2020-12","2020-12"
"Singapore","Whole",11854.6666666667,"2020-12","2020-12"
"Slovakia","Whole",27895.333332,"2020-12","2020-12"
"Slovenia","Whole",53367,"2020-12","2020-12"
"South Korea","Whole",1887807,"2020-12","2020-12"
"Spain","2-Wheelers",177321,"2020-12","2020-12"
"Spain","Buses",2174,"2020-12","2020-12"
"Spain","HDV",18790,"2020-12","2020-12"
"Spain","Whole",896154,"2020-12","2020-12"
"Spain","NonRental",650146,"2020-12","2020-12"
"Spain","Rental",246008,"2020-12","2020-12"
"Spain","Used",69887,"2020-12","2020-12"
"Spain","Vans",83179,"2020-12","2020-12"
"Sweden","Whole",303196,"2020-12","2020-12"
"Switzerland","Whole",238475,"2020-12","2020-12"
"Thailand","3-Wheelers",263,"2020-12","2020-12"
"Thailand","Buses",6777,"2020-12","2020-12"
"Thailand","HDV",69721,"2020-12","2020-12"
"Thailand","Whole",818811,"2020-12","2020-12"
"Türkiye","Whole",601525,"2020-12","2020-12"
"UK","Whole",1631064,"2020-12","2020-12"
"Ukraine","Industry",27713,"2020-12","2020-12"
"Ukraine","Private",60301,"2020-12","2020-12"
"Ukraine","Used",367206,"2020-12","2020-12"
"Ukraine","Vans",5435,"2020-12","2020-12"
"Ukraine","Whole",88014,"2020-12","2020-12"
"USA","Whole",14472032,"2020-12","2020-12"
