"country","variant","weight","data_per","model_date"
"Austria","Whole",320844,"2016-08","2016-08"
"Brazil","Whole",2094346.185,"2016-08","2016-08"
"China","Whole",2335833.33333333,"2016-08","2016-08"
"Czechia","Whole",250671,"2016-08","2016-08"
"Denmark","Whole",219815,"2016-08","2016-08"
"Finland","Buses",569,"2016-08","2016-08"
"Finland","HDV",3122,"2016-08","2016-08"
"Finland","Industry",38743,"2016-08","2016-08"
"Finland","Private",78885,"2016-08","2016-08"
"Finland","Vans",12681,"2016-08","2016-08"
"Finland","Whole",117628,"2016-08","2016-08"
"France","Whole",2038255,"2016-08","2016-08"
"Germany","Whole",3328364,"2016-08","2016-08"
"Indonesia","Whole",777982,"2016-08","2016-08"
"Ireland","Buses",402,"2016-08","2016-08"
"Ireland","HDV",2509,"2016-08","2016-08"
"Ireland","Vans",28177,"2016-08","2016-08"
"Ireland","Whole",147105,"2016-08","2016-08"
"Japan","Whole",877156,"2016-08","2016-08"
"Luxembourg","HDV",1413,"2016-08","2016-08"
"Luxembourg","Vans",4312,"2016-08","2016-08"
"Luxembourg","Whole",49637,"2016-08","2016-08"
"Netherlands","Whole",437278,"2016-08","2016-08"
"New Zealand","Whole",295473,"2016-08","2016-08"
"Norway","Whole",155132,"2016-08","2016-08"
"Poland","Whole",131108,"2016-08","2016-08"
"Portugal","Whole",197826,"2016-08","2016-08"
"Sweden","Whole",381408,"2016-08","2016-08"
"Switzerland","Whole",316563,"2016-08","2016-08"
"USA","Whole",17532180,"2016-08","2016-08"
