"country","variant","weight","data_per","model_date"
"Albania","Whole",48273,"2021-03","2021-03"
"Argentina","Industry",22559,"2021-03","2021-03"
"Argentina","Private",224372,"2021-03","2021-03"
"Argentina","Whole",246931,"2021-03","2021-03"
"Austria","Used",882980,"2021-03","2021-03"
"Austria","Whole",257582,"2021-03","2021-03"
"Belgium","Whole",151866,"2021-03","2021-03"
"Brazil","Whole",1920091.91489,"2021-03","2021-03"
"Bulgaria","Whole",23709,"2021-03","2021-03"
"Chile","Whole",264633,"2021-03","2021-03"
"China","Whole",21533702,"2021-03","2021-03"
"Colombia","Whole",194081,"2021-03","2021-03"
"Czechia","Whole",202262,"2021-03","2021-03"
"Denmark","Industry",75281,"2021-03","2021-03"
"Denmark","Private",118900,"2021-03","2021-03"
"Denmark","Vans",31528,"2021-03","2021-03"
"Denmark","Whole",194181,"2021-03","2021-03"
"Estonia","Whole",7576.999999,"2021-03","2021-03"
"Finland","Buses",254,"2021-03","2021-03"
"Finland","HDV",3403,"2021-03","2021-03"
"Finland","Industry",37373,"2021-03","2021-03"
"Finland","Private",58753,"2021-03","2021-03"
"Finland","Vans",13068,"2021-03","2021-03"
"Finland","Whole",96126,"2021-03","2021-03"
"France","Whole",1774991,"2021-03","2021-03"
"Germany","Whole",2872768,"2021-03","2021-03"
"Greece","Whole",30416,"2021-03","2021-03"
"Hungary","Whole",127428,"2021-03","2021-03"
"Iceland","Whole",8979,"2021-03","2021-03"
"Indonesia","Whole",331481,"2021-03","2021-03"
"Ireland","Buses",210,"2021-03","2021-03"
"Ireland","HDV",1863,"2021-03","2021-03"
"Ireland","Vans",23798,"2021-03","2021-03"
"Ireland","Whole",86560,"2021-03","2021-03"
"Israel","Vans",7025,"2021-03","2021-03"
"Israel","Whole",216651,"2021-03","2021-03"
"Italy","NonRental",1215448,"2021-03","2021-03"
"Italy","Rental",300913,"2021-03","2021-03"
"Italy","Whole",1492089,"2021-03","2021-03"
"Japan","Whole",2495463,"2021-03","2021-03"
"Latvia","Whole",13075,"2021-03","2021-03"
"Lithuania","Whole",11589.999999,"2021-03","2021-03"
"Luxembourg","HDV",1214,"2021-03","2021-03"
"Luxembourg","Vans",4686,"2021-03","2021-03"
"Luxembourg","Whole",45733,"2021-03","2021-03"
"Malaysia","Whole",584202,"2021-03","2021-03"
"Netherlands","HDV",10093,"2021-03","2021-03"
"Netherlands","Used",236235,"2021-03","2021-03"
"Netherlands","Whole",328638,"2021-03","2021-03"
"New Zealand","Whole",241047,"2021-03","2021-03"
"Norway","Whole",148932,"2021-03","2021-03"
"Poland","Whole",438576,"2021-03","2021-03"
"Portugal","Whole",131174,"2021-03","2021-03"
"Romania","Whole",125049.25002,"2021-03","2021-03"
"Singapore","Whole",33975.5,"2021-03","2021-03"
"Slovakia","Whole",22301.333333,"2021-03","2021-03"
"Slovenia","Whole",55156,"2021-03","2021-03"
"South Korea","Whole",1932174,"2021-03","2021-03"
"Spain","2-Wheelers",175645,"2021-03","2021-03"
"Spain","Buses",1902,"2021-03","2021-03"
"Spain","HDV",19491,"2021-03","2021-03"
"Spain","Whole",859457,"2021-03","2021-03"
"Spain","NonRental",626827,"2021-03","2021-03"
"Spain","Rental",232630,"2021-03","2021-03"
"Spain","Used",70387,"2021-03","2021-03"
"Spain","Vans",87910,"2021-03","2021-03"
"Sweden","Whole",328167,"2021-03","2021-03"
"Switzerland","Whole",240191,"2021-03","2021-03"
"Thailand","3-Wheelers",275,"2021-03","2021-03"
"Thailand","Buses",5315,"2021-03","2021-03"
"Thailand","HDV",71564,"2021-03","2021-03"
"Thailand","Whole",800362,"2021-03","2021-03"
"Türkiye","Whole",657407,"2021-03","2021-03"
"UK","Whole",1573032,"2021-03","2021-03"
"USA","Whole",14892162,"2021-03","2021-03"
