"country","variant","weight","data_per","model_date"
"Austria","Whole",349364,"2017-10","2017-10"
"Brazil","Whole",2146195.1147,"2017-10","2017-10"
"Chile","Whole",352985,"2017-10","2017-10"
"China","Whole",23648183,"2017-10","2017-10"
"Czechia","Whole",267035,"2017-10","2017-10"
"Denmark","Whole",224278,"2017-10","2017-10"
"Finland","Buses",521,"2017-10","2017-10"
"Finland","HDV",3444,"2017-10","2017-10"
"Finland","Industry",40460,"2017-10","2017-10"
"Finland","Private",77547,"2017-10","2017-10"
"Finland","Vans",15565,"2017-10","2017-10"
"Finland","Whole",118007,"2017-10","2017-10"
"France","Whole",2141879,"2017-10","2017-10"
"Germany","Whole",3417776,"2017-10","2017-10"
"Indonesia","Whole",846361,"2017-10","2017-10"
"Ireland","Buses",306,"2017-10","2017-10"
"Ireland","HDV",2153,"2017-10","2017-10"
"Ireland","Vans",24289,"2017-10","2017-10"
"Ireland","Whole",131681,"2017-10","2017-10"
"Italy","NonRental",1523708,"2017-10","2017-10"
"Italy","Rental",460833,"2017-10","2017-10"
"Italy","Whole",1984541,"2017-10","2017-10"
"Japan","Whole",913892,"2017-10","2017-10"
"Latvia","Whole",16449,"2017-10","2017-10"
"Luxembourg","HDV",1363,"2017-10","2017-10"
"Luxembourg","Vans",4708,"2017-10","2017-10"
"Luxembourg","Whole",52445,"2017-10","2017-10"
"Netherlands","Whole",431214,"2017-10","2017-10"
"New Zealand","Whole",325847,"2017-10","2017-10"
"Norway","Whole",158390,"2017-10","2017-10"
"Poland","Whole",149270,"2017-10","2017-10"
"Portugal","Whole",220921,"2017-10","2017-10"
"Spain","2-Wheelers",165839,"2017-10","2017-10"
"Spain","Buses",3923,"2017-10","2017-10"
"Spain","HDV",24567,"2017-10","2017-10"
"Spain","Whole",1274324,"2017-10","2017-10"
"Spain","NonRental",911421,"2017-10","2017-10"
"Spain","Rental",362903,"2017-10","2017-10"
"Spain","Used",74127,"2017-10","2017-10"
"Spain","Vans",95153,"2017-10","2017-10"
"Sweden","Whole",394425,"2017-10","2017-10"
"Switzerland","Whole",318927,"2017-10","2017-10"
"UK","Whole",2591140,"2017-10","2017-10"
"USA","Whole",17303223,"2017-10","2017-10"
