"country","variant","weight","data_per","model_date"
"Albania","Whole",57165,"2021-11","2021-11"
"Argentina","Industry",27663,"2021-11","2021-11"
"Argentina","Private",216979,"2021-11","2021-11"
"Argentina","Whole",244642,"2021-11","2021-11"
"Austria","Used",875533,"2021-11","2021-11"
"Austria","Whole",245927,"2021-11","2021-11"
"Belgium","Whole",100484,"2021-11","2021-11"
"Brazil","Whole",2016277.4871,"2021-11","2021-11"
"Bulgaria","Whole",24878.333334,"2021-11","2021-11"
"Canada","Whole",1239044,"2021-11","2021-11"
"Chile","Whole",402767,"2021-11","2021-11"
"China","Whole",20251000,"2021-11","2021-11"
"Colombia","Whole",251814,"2021-11","2021-11"
"Croatia","Whole",46316.000001,"2021-11","2021-11"
"Czechia","Whole",211001,"2021-11","2021-11"
"Denmark","Industry",81343,"2021-11","2021-11"
"Denmark","Private",110186,"2021-11","2021-11"
"Denmark","Vans",32275,"2021-11","2021-11"
"Denmark","Whole",191529,"2021-11","2021-11"
"Estonia","Whole",6261,"2021-11","2021-11"
"Finland","Buses",379,"2021-11","2021-11"
"Finland","HDV",3581,"2021-11","2021-11"
"Finland","Industry",39308,"2021-11","2021-11"
"Finland","Private",60780,"2021-11","2021-11"
"Finland","Vans",13285,"2021-11","2021-11"
"Finland","Whole",100088,"2021-11","2021-11"
"France","Whole",1737672,"2021-11","2021-11"
"Germany","Whole",2705896,"2021-11","2021-11"
"Greece","Whole",28363.333334,"2021-11","2021-11"
"Hungary","Whole",125109,"2021-11","2021-11"
"Iceland","Whole",12607.6666646,"2021-11","2021-11"
"India","Whole",3181655,"2021-11","2021-11"
"Indonesia","Whole",623499,"2021-11","2021-11"
"Ireland","Buses",424,"2021-11","2021-11"
"Ireland","HDV",2267,"2021-11","2021-11"
"Ireland","Vans",28729,"2021-11","2021-11"
"Ireland","Whole",105146,"2021-11","2021-11"
"Israel","Vans",10030,"2021-11","2021-11"
"Israel","Whole",271654,"2021-11","2021-11"
"Italy","NonRental",1166675,"2021-11","2021-11"
"Italy","Rental",340830,"2021-11","2021-11"
"Italy","Whole",1506639,"2021-11","2021-11"
"Japan","Whole",2419259,"2021-11","2021-11"
"Latvia","Whole",14316,"2021-11","2021-11"
"Lithuania","Whole",8490,"2021-11","2021-11"
"Luxembourg","HDV",1226,"2021-11","2021-11"
"Luxembourg","Vans",4566,"2021-11","2021-11"
"Luxembourg","Whole",44495,"2021-11","2021-11"
"Malaysia","Whole",532470,"2021-11","2021-11"
"Netherlands","HDV",11383,"2021-11","2021-11"
"Netherlands","Used",278219,"2021-11","2021-11"
"Netherlands","Whole",321820,"2021-11","2021-11"
"New Zealand","Whole",280956,"2021-11","2021-11"
"Norway","Whole",179366,"2021-11","2021-11"
"Poland","Whole",462981,"2021-11","2021-11"
"Portugal","Whole",148281,"2021-11","2021-11"
"Romania","Whole",121636.5833,"2021-11","2021-11"
"Singapore","Whole",46087.1666666667,"2021-11","2021-11"
"Slovakia","Whole",24832,"2021-11","2021-11"
"Slovenia","Whole",53280,"2021-11","2021-11"
"South Korea","Whole",1736021,"2021-11","2021-11"
"Spain","2-Wheelers",184176,"2021-11","2021-11"
"Spain","Buses",2051,"2021-11","2021-11"
"Spain","HDV",20520,"2021-11","2021-11"
"Spain","Whole",907659,"2021-11","2021-11"
"Spain","NonRental",586550,"2021-11","2021-11"
"Spain","Rental",321109,"2021-11","2021-11"
"Spain","Used",90991,"2021-11","2021-11"
"Spain","Vans",93230,"2021-11","2021-11"
"Sweden","Whole",321032,"2021-11","2021-11"
"Switzerland","Whole",246911,"2021-11","2021-11"
"Thailand","3-Wheelers",133,"2021-11","2021-11"
"Thailand","Buses",3492,"2021-11","2021-11"
"Thailand","HDV",73200,"2021-11","2021-11"
"Thailand","Whole",783167,"2021-11","2021-11"
"Türkiye","Whole",638967,"2021-11","2021-11"
"UK","Whole",1671267,"2021-11","2021-11"
"USA","Whole",15348477,"2021-11","2021-11"
