"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4138,"2022-01","2022-01"
"Albania","Buses",377,"2022-01","2022-01"
"Albania","HDV",618,"2022-01","2022-01"
"Albania","Whole",57431,"2022-01","2022-01"
"Australia","Whole",1008489,"2022-01","2022-01"
"Austria","Used",878126,"2022-01","2022-01"
"Austria","Whole",241289,"2022-01","2022-01"
"Belgium","Whole",103502,"2022-01","2022-01"
"Brazil","Whole",1931304,"2022-01","2022-01"
"Bulgaria","Whole",24960.000001,"2022-01","2022-01"
"Canada","Whole",1239044,"2021-11","2022-01"
"Chile","Whole",427878,"2022-01","2022-01"
"China","Whole",2e+07,"2022-01","2022-01"
"Colombia","Whole",253336,"2022-01","2022-01"
"Croatia","Whole",45844.333334,"2022-01","2022-01"
"Cyprus","Whole",10721.6666666,"2022-01","2022-01"
"Czechia","Whole",208345,"2022-01","2022-01"
"Denmark","Industry",78525,"2022-01","2022-01"
"Denmark","Private",107189,"2022-01","2022-01"
"Denmark","Vans",31616,"2022-01","2022-01"
"Denmark","Whole",185714,"2022-01","2022-01"
"Estonia","Whole",22148.666666,"2022-01","2022-01"
"Finland","Buses",387,"2022-01","2022-01"
"Finland","HDV",3560,"2022-01","2022-01"
"Finland","Industry",37820,"2022-01","2022-01"
"Finland","Private",59173,"2022-01","2022-01"
"Finland","Vans",12599,"2022-01","2022-01"
"Finland","Whole",96993,"2022-01","2022-01"
"France","Whole",1685047,"2022-01","2022-01"
"Germany","Whole",2636490,"2022-01","2022-01"
"Greece","Whole",98616.000001,"2022-01","2022-01"
"Hungary","Whole",119033,"2022-01","2022-01"
"Iceland","Whole",12987.9999979,"2022-01","2022-01"
"India","Whole",3112425,"2022-01","2022-01"
"Indonesia","Whole",681319,"2022-01","2022-01"
"Ireland","Buses",469,"2022-01","2022-01"
"Ireland","HDV",2240,"2022-01","2022-01"
"Ireland","Vans",28762,"2022-01","2022-01"
"Ireland","Whole",104816,"2022-01","2022-01"
"Israel","Vans",10449,"2022-01","2022-01"
"Israel","Whole",263273,"2022-01","2022-01"
"Italy","NonRental",1115810,"2022-01","2022-01"
"Italy","Rental",333275,"2022-01","2022-01"
"Italy","Whole",1448219,"2022-01","2022-01"
"Japan","Whole",2373509,"2022-01","2022-01"
"Latvia","Whole",14552,"2022-01","2022-01"
"Lithuania","Whole",31052.666666,"2022-01","2022-01"
"Luxembourg","HDV",1244,"2022-01","2022-01"
"Luxembourg","Vans",4469,"2022-01","2022-01"
"Luxembourg","Whole",43925,"2022-01","2022-01"
"Malaysia","Whole",539521,"2022-01","2022-01"
"Netherlands","HDV",11549,"2022-01","2022-01"
"Netherlands","Used",281637,"2022-01","2022-01"
"Netherlands","Whole",310365,"2022-01","2022-01"
"New Zealand","Whole",285407,"2022-01","2022-01"
"Norway","Whole",176984,"2022-01","2022-01"
"Poland","Whole",444350,"2022-01","2022-01"
"Portugal","Whole",146437,"2022-01","2022-01"
"Romania","Whole",120446.3333,"2022-01","2022-01"
"Singapore","Whole",44175,"2022-01","2022-01"
"Slovakia","Whole",76303,"2022-01","2022-01"
"Slovenia","Whole",53377,"2022-01","2022-01"
"South Korea","Whole",1699385,"2022-01","2022-01"
"Spain","2-Wheelers",187020,"2022-01","2022-01"
"Spain","Buses",1978,"2022-01","2022-01"
"Spain","HDV",20830,"2022-01","2022-01"
"Spain","Whole",883614,"2022-01","2022-01"
"Spain","NonRental",562745,"2022-01","2022-01"
"Spain","Rental",320869,"2022-01","2022-01"
"Spain","Used",97329,"2022-01","2022-01"
"Spain","Vans",92772,"2022-01","2022-01"
"Sweden","Whole",313364,"2022-01","2022-01"
"Switzerland","Whole",242841,"2022-01","2022-01"
"Thailand","3-Wheelers",126,"2022-01","2022-01"
"Thailand","Buses",3541,"2022-01","2022-01"
"Thailand","HDV",74435,"2022-01","2022-01"
"Thailand","Whole",772219,"2022-01","2022-01"
"Türkiye","Whole",581371,"2022-01","2022-01"
"UK","Whole",1672019,"2022-01","2022-01"
"USA","Whole",14832200,"2022-01","2022-01"
