"country","variant","weight","data_per","model_date"
"Austria","Whole",347388,"2017-09","2017-09"
"Brazil","Whole",2104251.5117,"2017-09","2017-09"
"Chile","Whole",351601,"2017-09","2017-09"
"China","Whole",23735057.3333333,"2017-09","2017-09"
"Czechia","Whole",265799,"2017-09","2017-09"
"Denmark","Whole",222747,"2017-09","2017-09"
"Finland","Buses",534,"2017-09","2017-09"
"Finland","HDV",3464,"2017-09","2017-09"
"Finland","Industry",40448,"2017-09","2017-09"
"Finland","Private",77973,"2017-09","2017-09"
"Finland","Vans",15521,"2017-09","2017-09"
"Finland","Whole",118421,"2017-09","2017-09"
"France","Whole",2119664,"2017-09","2017-09"
"Germany","Whole",3407645,"2017-09","2017-09"
"Indonesia","Whole",845365,"2017-09","2017-09"
"Ireland","Buses",309,"2017-09","2017-09"
"Ireland","HDV",2178,"2017-09","2017-09"
"Ireland","Vans",24573,"2017-09","2017-09"
"Ireland","Whole",131995,"2017-09","2017-09"
"Italy","NonRental",1520565,"2017-09","2017-09"
"Italy","Rental",452884,"2017-09","2017-09"
"Italy","Whole",1973449,"2017-09","2017-09"
"Japan","Whole",987345,"2017-09","2017-09"
"Latvia","Whole",16327,"2017-09","2017-09"
"Luxembourg","HDV",1386,"2017-09","2017-09"
"Luxembourg","Vans",4597,"2017-09","2017-09"
"Luxembourg","Whole",52050,"2017-09","2017-09"
"Netherlands","Whole",424263,"2017-09","2017-09"
"New Zealand","Whole",323586,"2017-09","2017-09"
"Norway","Whole",157813,"2017-09","2017-09"
"Poland","Whole",150710,"2017-09","2017-09"
"Portugal","Whole",219956,"2017-09","2017-09"
"Spain","2-Wheelers",165242,"2017-09","2017-09"
"Spain","Buses",3865,"2017-09","2017-09"
"Spain","HDV",24485,"2017-09","2017-09"
"Spain","Whole",1261877,"2017-09","2017-09"
"Spain","NonRental",901338,"2017-09","2017-09"
"Spain","Rental",360539,"2017-09","2017-09"
"Spain","Used",72908,"2017-09","2017-09"
"Spain","Vans",93804,"2017-09","2017-09"
"Sweden","Whole",394397,"2017-09","2017-09"
"Switzerland","Whole",317667,"2017-09","2017-09"
"UK","Whole",2610608,"2017-09","2017-09"
"USA","Whole",17317155,"2017-09","2017-09"
