"country","variant","weight","data_per","model_date"
"Austria","Whole",250615,"2020-08","2020-08"
"Belgium","Whole",137458,"2020-08","2020-08"
"Brazil","Whole",2053231.59359,"2020-08","2020-08"
"Bulgaria","Whole",29827.333334,"2020-08","2020-08"
"Chile","Whole",254572,"2020-08","2020-08"
"China","Whole",18989965,"2020-08","2020-08"
"Czechia","Whole",205936,"2020-08","2020-08"
"Denmark","Industry",73859,"2020-08","2020-08"
"Denmark","Private",119629,"2020-08","2020-08"
"Denmark","Vans",29667,"2020-08","2020-08"
"Denmark","Whole",193488,"2020-08","2020-08"
"Estonia","Whole",7168,"2020-08","2020-08"
"Finland","Buses",435,"2020-08","2020-08"
"Finland","HDV",3377,"2020-08","2020-08"
"Finland","Industry",38715,"2020-08","2020-08"
"Finland","Private",60977,"2020-08","2020-08"
"Finland","Vans",12267,"2020-08","2020-08"
"Finland","Whole",99692,"2020-08","2020-08"
"France","Whole",1790043,"2020-08","2020-08"
"Germany","Whole",2888326,"2020-08","2020-08"
"Greece","Whole",25770,"2020-08","2020-08"
"Hungary","Whole",134798,"2020-08","2020-08"
"Iceland","Whole",9155,"2020-08","2020-08"
"Indonesia","Whole",512206,"2020-08","2020-08"
"Ireland","Buses",200,"2020-08","2020-08"
"Ireland","HDV",1923,"2020-08","2020-08"
"Ireland","Vans",20133,"2020-08","2020-08"
"Ireland","Whole",85445,"2020-08","2020-08"
"Israel","Vans",6788,"2020-08","2020-08"
"Israel","Whole",201332,"2020-08","2020-08"
"Italy","NonRental",1170258,"2020-08","2020-08"
"Italy","Rental",324483,"2020-08","2020-08"
"Italy","Whole",1409355,"2020-08","2020-08"
"Japan","Whole",2440769,"2020-08","2020-08"
"Latvia","Whole",14561,"2020-08","2020-08"
"Lithuania","Whole",11684,"2020-08","2020-08"
"Luxembourg","HDV",1116,"2020-08","2020-08"
"Luxembourg","Vans",4461,"2020-08","2020-08"
"Luxembourg","Whole",45251,"2020-08","2020-08"
"Malaysia","Whole",510479,"2020-08","2020-08"
"Netherlands","HDV",10532,"2020-08","2020-08"
"Netherlands","Used",211841,"2020-08","2020-08"
"Netherlands","Whole",367145,"2020-08","2020-08"
"New Zealand","Whole",254188,"2020-08","2020-08"
"Norway","Whole",126006,"2020-08","2020-08"
"Poland","Whole",437048,"2020-08","2020-08"
"Portugal","Whole",156807,"2020-08","2020-08"
"Romania","Whole",138075.00003,"2020-08","2020-08"
"Singapore","Whole",7641.66666666667,"2020-08","2020-08"
"Slovakia","Whole",24427.333332,"2020-08","2020-08"
"Slovenia","Whole",59415,"2020-08","2020-08"
"South Korea","Whole",1845176,"2020-08","2020-08"
"Spain","2-Wheelers",178990,"2020-08","2020-08"
"Spain","Buses",2369,"2020-08","2020-08"
"Spain","HDV",19556,"2020-08","2020-08"
"Spain","Whole",947676,"2020-08","2020-08"
"Spain","NonRental",683370,"2020-08","2020-08"
"Spain","Rental",264306,"2020-08","2020-08"
"Spain","Used",68445,"2020-08","2020-08"
"Spain","Vans",81367,"2020-08","2020-08"
"Sweden","Whole",319663,"2020-08","2020-08"
"Switzerland","Whole",252596,"2020-08","2020-08"
"Thailand","3-Wheelers",216,"2020-08","2020-08"
"Thailand","Buses",9211,"2020-08","2020-08"
"Thailand","HDV",62982,"2020-08","2020-08"
"Thailand","Whole",838131,"2020-08","2020-08"
"Türkiye","Whole",512739,"2020-08","2020-08"
"UK","Whole",1707739,"2020-08","2020-08"
"USA","Whole",14483918,"2020-08","2020-08"
