"country","variant","weight","data_per","model_date"
"Austria","Whole",371552,"2018-07","2018-07"
"Brazil","Whole",2342357.8379,"2018-07","2018-07"
"Chile","Whole",403560,"2018-07","2018-07"
"China","Whole",24101817,"2018-07","2018-07"
"Czechia","Whole",271301,"2018-07","2018-07"
"Denmark","Whole",220001,"2018-07","2018-07"
"Finland","Buses",546,"2018-07","2018-07"
"Finland","HDV",3679,"2018-07","2018-07"
"Finland","Industry",43136,"2018-07","2018-07"
"Finland","Private",81340,"2018-07","2018-07"
"Finland","Vans",15788,"2018-07","2018-07"
"Finland","Whole",124476,"2018-07","2018-07"
"France","Whole",2243131,"2018-07","2018-07"
"Germany","Whole",3528035,"2018-07","2018-07"
"Indonesia","Whole",860307,"2018-07","2018-07"
"Ireland","Buses",454,"2018-07","2018-07"
"Ireland","HDV",2198,"2018-07","2018-07"
"Ireland","Vans",25548,"2018-07","2018-07"
"Ireland","Whole",126493,"2018-07","2018-07"
"Italy","NonRental",1509017,"2018-07","2018-07"
"Italy","Rental",468226,"2018-07","2018-07"
"Italy","Whole",1977243,"2018-07","2018-07"
"Japan","Whole",893161,"2018-07","2018-07"
"Latvia","Whole",17045,"2018-07","2018-07"
"Luxembourg","HDV",1297,"2018-07","2018-07"
"Luxembourg","Vans",4860,"2018-07","2018-07"
"Luxembourg","Whole",54886,"2018-07","2018-07"
"Netherlands","Whole",445607,"2018-07","2018-07"
"New Zealand","Whole",324591,"2018-07","2018-07"
"Norway","Whole",158774,"2018-07","2018-07"
"Poland","Whole",179445,"2018-07","2018-07"
"Portugal","Whole",231919,"2018-07","2018-07"
"Singapore","Whole",5292.33333333333,"2018-07","2018-07"
"Spain","2-Wheelers",170635,"2018-07","2018-07"
"Spain","Buses",3878,"2018-07","2018-07"
"Spain","HDV",25247,"2018-07","2018-07"
"Spain","Whole",1384426,"2018-07","2018-07"
"Spain","NonRental",984877,"2018-07","2018-07"
"Spain","Rental",399549,"2018-07","2018-07"
"Spain","Used",80251,"2018-07","2018-07"
"Spain","Vans",101653,"2018-07","2018-07"
"Sweden","Whole",411677,"2018-07","2018-07"
"Switzerland","Whole",314504,"2018-07","2018-07"
"Türkiye","Whole",57503,"2018-07","2018-07"
"UK","Whole",2459984,"2018-07","2018-07"
"USA","Whole",17310887,"2018-07","2018-07"
