"country","variant","weight","data_per","model_date"
"Albania","Whole",55340,"2021-06","2021-06"
"Argentina","Industry",26092,"2021-06","2021-06"
"Argentina","Private",237393,"2021-06","2021-06"
"Argentina","Whole",263485,"2021-06","2021-06"
"Austria","Used",907130,"2021-06","2021-06"
"Austria","Whole",270349,"2021-06","2021-06"
"Belgium","Whole",152900,"2021-06","2021-06"
"Brazil","Whole",2198362.6884,"2021-06","2021-06"
"Bulgaria","Whole",25218.000001,"2021-06","2021-06"
"Canada","Whole",1295539,"2021-05","2021-06"
"Chile","Whole",334945,"2021-06","2021-06"
"China","Whole",21466000,"2021-06","2021-06"
"Colombia","Whole",227105,"2021-06","2021-06"
"Czechia","Whole",220747,"2021-06","2021-06"
"Denmark","Industry",84646,"2021-06","2021-06"
"Denmark","Private",122810,"2021-06","2021-06"
"Denmark","Vans",34242,"2021-06","2021-06"
"Denmark","Whole",207456,"2021-06","2021-06"
"Estonia","Whole",9121.333333,"2021-06","2021-06"
"Finland","Buses",321,"2021-06","2021-06"
"Finland","HDV",3559,"2021-06","2021-06"
"Finland","Industry",41617,"2021-06","2021-06"
"Finland","Private",64145,"2021-06","2021-06"
"Finland","Vans",13876,"2021-06","2021-06"
"Finland","Whole",105762,"2021-06","2021-06"
"France","Whole",1908725,"2021-06","2021-06"
"Germany","Whole",3097945,"2021-06","2021-06"
"Greece","Whole",42736,"2021-06","2021-06"
"Hungary","Whole",137012,"2021-06","2021-06"
"Iceland","Whole",11221.999999,"2021-06","2021-06"
"Indonesia","Whole",471068,"2021-06","2021-06"
"Ireland","Buses",252,"2021-06","2021-06"
"Ireland","HDV",2142,"2021-06","2021-06"
"Ireland","Vans",28186,"2021-06","2021-06"
"Ireland","Whole",99293,"2021-06","2021-06"
"Israel","Vans",8265,"2021-06","2021-06"
"Israel","Whole",265246,"2021-06","2021-06"
"Italy","NonRental",1327748,"2021-06","2021-06"
"Italy","Rental",368314,"2021-06","2021-06"
"Italy","Whole",1695543,"2021-06","2021-06"
"Japan","Whole",2591680,"2021-06","2021-06"
"Latvia","Whole",14621,"2021-06","2021-06"
"Lithuania","Whole",13543.333333,"2021-06","2021-06"
"Luxembourg","HDV",1259,"2021-06","2021-06"
"Luxembourg","Vans",5063,"2021-06","2021-06"
"Luxembourg","Whole",49683,"2021-06","2021-06"
"Malaysia","Whole",625602,"2021-06","2021-06"
"Netherlands","HDV",11162,"2021-06","2021-06"
"Netherlands","Used",266323,"2021-06","2021-06"
"Netherlands","Whole",354711,"2021-06","2021-06"
"New Zealand","Whole",272541,"2021-06","2021-06"
"Norway","Whole",169446,"2021-06","2021-06"
"Poland","Whole",491639,"2021-06","2021-06"
"Portugal","Whole",162014,"2021-06","2021-06"
"Romania","Whole",123769.5,"2021-06","2021-06"
"Singapore","Whole",44684,"2021-06","2021-06"
"Slovakia","Whole",28180,"2021-06","2021-06"
"Slovenia","Whole",56338,"2021-06","2021-06"
"South Korea","Whole",1868867,"2021-06","2021-06"
"Spain","2-Wheelers",195120,"2021-06","2021-06"
"Spain","Buses",2020,"2021-06","2021-06"
"Spain","HDV",21493,"2021-06","2021-06"
"Spain","Whole",1009830,"2021-06","2021-06"
"Spain","NonRental",687732,"2021-06","2021-06"
"Spain","Rental",322098,"2021-06","2021-06"
"Spain","Used",82487,"2021-06","2021-06"
"Spain","Vans",100965,"2021-06","2021-06"
"Sweden","Whole",351863,"2021-06","2021-06"
"Switzerland","Whole",261433,"2021-06","2021-06"
"Thailand","3-Wheelers",243,"2021-06","2021-06"
"Thailand","Buses",4689,"2021-06","2021-06"
"Thailand","HDV",77363,"2021-06","2021-06"
"Thailand","Whole",833753,"2021-06","2021-06"
"Türkiye","Whole",729593,"2021-06","2021-06"
"UK","Whole",1887535,"2021-06","2021-06"
"Ukraine","Industry",32294,"2021-06","2021-06"
"Ukraine","Private",67648,"2021-06","2021-06"
"Ukraine","Used",424836,"2021-06","2021-06"
"Ukraine","Vans",6514,"2021-06","2021-06"
"Ukraine","Whole",99942,"2021-06","2021-06"
"USA","Whole",16347523,"2021-06","2021-06"
