"country","variant","weight","data_per","model_date"
"Austria","Whole",352441,"2018-01","2018-01"
"Brazil","Whole",2208313.8982,"2018-01","2018-01"
"Chile","Whole",374748,"2018-01","2018-01"
"China","Whole",23950352,"2018-01","2018-01"
"Czechia","Whole",268733,"2018-01","2018-01"
"Denmark","Whole",221879,"2018-01","2018-01"
"Finland","Buses",509,"2018-01","2018-01"
"Finland","HDV",3531,"2018-01","2018-01"
"Finland","Industry",41851,"2018-01","2018-01"
"Finland","Private",77576,"2018-01","2018-01"
"Finland","Vans",15593,"2018-01","2018-01"
"Finland","Whole",119427,"2018-01","2018-01"
"France","Whole",2161684,"2018-01","2018-01"
"Germany","Whole",3469292,"2018-01","2018-01"
"Indonesia","Whole",845164,"2018-01","2018-01"
"Ireland","Buses",348,"2018-01","2018-01"
"Ireland","HDV",2201,"2018-01","2018-01"
"Ireland","Vans",24640,"2018-01","2018-01"
"Ireland","Whole",129354,"2018-01","2018-01"
"Italy","NonRental",1515938,"2018-01","2018-01"
"Italy","Rental",480375,"2018-01","2018-01"
"Italy","Whole",1996313,"2018-01","2018-01"
"Japan","Whole",866906,"2018-01","2018-01"
"Latvia","Whole",16690,"2018-01","2018-01"
"Luxembourg","HDV",1394,"2018-01","2018-01"
"Luxembourg","Vans",4725,"2018-01","2018-01"
"Luxembourg","Whole",53019,"2018-01","2018-01"
"Netherlands","Whole",425940,"2018-01","2018-01"
"New Zealand","Whole",331608,"2018-01","2018-01"
"Norway","Whole",157565,"2018-01","2018-01"
"Poland","Whole",173832,"2018-01","2018-01"
"Portugal","Whole",221610,"2018-01","2018-01"
"Singapore","Whole",5596.33333333333,"2018-01","2018-01"
"Spain","2-Wheelers",163152,"2018-01","2018-01"
"Spain","Buses",3919,"2018-01","2018-01"
"Spain","HDV",24674,"2018-01","2018-01"
"Spain","Whole",1310041,"2018-01","2018-01"
"Spain","NonRental",936906,"2018-01","2018-01"
"Spain","Rental",373135,"2018-01","2018-01"
"Spain","Used",77354,"2018-01","2018-01"
"Spain","Vans",96952,"2018-01","2018-01"
"Sweden","Whole",392504,"2018-01","2018-01"
"Switzerland","Whole",317296,"2018-01","2018-01"
"Türkiye","Whole",57503,"2018-01","2018-01"
"UK","Whole",2534951,"2018-01","2018-01"
"USA","Whole",17249830,"2018-01","2018-01"
