"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4256,"2022-02","2022-02"
"Albania","Buses",395,"2022-02","2022-02"
"Albania","HDV",606,"2022-02","2022-02"
"Albania","Whole",56767,"2022-02","2022-02"
"Argentina","Industry",28156,"2022-02","2022-02"
"Argentina","Private",206710,"2022-02","2022-02"
"Argentina","Whole",234866,"2022-02","2022-02"
"Australia","Whole",1009974,"2022-02","2022-02"
"Austria","Used",875299,"2022-02","2022-02"
"Austria","Whole",237529,"2022-02","2022-02"
"Belgium","Whole",112518,"2022-02","2022-02"
"Brazil","Whole",1896135,"2022-02","2022-02"
"Bulgaria","Whole",25006.000001,"2022-02","2022-02"
"Canada","Whole",1223317,"2022-02","2022-02"
"Chile","Whole",435132,"2022-02","2022-02"
"China","Whole",20069000,"2022-02","2022-02"
"Colombia","Whole",252887,"2022-02","2022-02"
"Croatia","Whole",45229.666667,"2022-02","2022-02"
"Cyprus","Whole",12028.3333333,"2022-02","2022-02"
"Czechia","Whole",207883,"2022-02","2022-02"
"Denmark","Industry",78958,"2022-02","2022-02"
"Denmark","Private",107046,"2022-02","2022-02"
"Denmark","Vans",31437,"2022-02","2022-02"
"Denmark","Whole",186004,"2022-02","2022-02"
"Estonia","Whole",21648.333333,"2022-02","2022-02"
"Finland","Buses",389,"2022-02","2022-02"
"Finland","HDV",3537,"2022-02","2022-02"
"Finland","Industry",37482,"2022-02","2022-02"
"Finland","Private",57641,"2022-02","2022-02"
"Finland","Vans",12543,"2022-02","2022-02"
"Finland","Whole",95123,"2022-02","2022-02"
"France","Whole",1667801,"2022-02","2022-02"
"Germany","Whole",2642653,"2022-02","2022-02"
"Greece","Whole",99298.000001,"2022-02","2022-02"
"Hungary","Whole",117842,"2022-02","2022-02"
"Iceland","Whole",13172.9999979,"2022-02","2022-02"
"India","Whole",3092820,"2022-02","2022-02"
"Indonesia","Whole",708667,"2022-02","2022-02"
"Ireland","Buses",495,"2022-02","2022-02"
"Ireland","HDV",2229,"2022-02","2022-02"
"Ireland","Vans",27735,"2022-02","2022-02"
"Ireland","Whole",103092,"2022-02","2022-02"
"Israel","Vans",10472,"2022-02","2022-02"
"Israel","Whole",262761,"2022-02","2022-02"
"Italy","NonRental",1088560,"2022-02","2022-02"
"Italy","Rental",328508,"2022-02","2022-02"
"Italy","Whole",1416202,"2022-02","2022-02"
"Japan","Whole",2331284,"2022-02","2022-02"
"Latvia","Whole",14578,"2022-02","2022-02"
"Lithuania","Whole",30420.333333,"2022-02","2022-02"
"Luxembourg","HDV",1242,"2022-02","2022-02"
"Luxembourg","Vans",4378,"2022-02","2022-02"
"Luxembourg","Whole",43892,"2022-02","2022-02"
"Malaysia","Whole",541208,"2022-02","2022-02"
"Netherlands","HDV",11485,"2022-02","2022-02"
"Netherlands","Used",283219,"2022-02","2022-02"
"Netherlands","Whole",311386,"2022-02","2022-02"
"New Zealand","Whole",287187,"2022-02","2022-02"
"Norway","Whole",174427,"2022-02","2022-02"
"Poland","Whole",440134,"2022-02","2022-02"
"Portugal","Whole",149697,"2022-02","2022-02"
"Romania","Whole",118961.49997,"2022-02","2022-02"
"Singapore","Whole",42798,"2022-02","2022-02"
"Slovakia","Whole",77576,"2022-02","2022-02"
"Slovenia","Whole",52364,"2022-02","2022-02"
"South Korea","Whole",1698998,"2022-02","2022-02"
"Spain","2-Wheelers",189566,"2022-02","2022-02"
"Spain","Buses",1991,"2022-02","2022-02"
"Spain","HDV",20409,"2022-02","2022-02"
"Spain","Whole",886588,"2022-02","2022-02"
"Spain","NonRental",567408,"2022-02","2022-02"
"Spain","Rental",319180,"2022-02","2022-02"
"Spain","Used",99982,"2022-02","2022-02"
"Spain","Vans",91166,"2022-02","2022-02"
"Sweden","Whole",311695,"2022-02","2022-02"
"Switzerland","Whole",243421,"2022-02","2022-02"
"Thailand","3-Wheelers",145,"2022-02","2022-02"
"Thailand","Buses",3325,"2022-02","2022-02"
"Thailand","HDV",74665,"2022-02","2022-02"
"Thailand","Whole",777137,"2022-02","2022-02"
"Türkiye","Whole",573063,"2022-02","2022-02"
"UK","Whole",1679701,"2022-02","2022-02"
"USA","Whole",14684048,"2022-02","2022-02"
