"country","variant","weight","data_per","model_date"
"Austria","Whole",341460,"2017-06","2017-06"
"Brazil","Whole",2029551.1171,"2017-06","2017-06"
"Chile","Whole",335167,"2017-06","2017-06"
"China","Whole",25000835.3333333,"2017-06","2017-06"
"Czechia","Whole",265865,"2017-06","2017-06"
"Denmark","Whole",229348,"2017-06","2017-06"
"Finland","Buses",604,"2017-06","2017-06"
"Finland","HDV",3522,"2017-06","2017-06"
"Finland","Industry",39824,"2017-06","2017-06"
"Finland","Private",78149,"2017-06","2017-06"
"Finland","Vans",15201,"2017-06","2017-06"
"Finland","Whole",117973,"2017-06","2017-06"
"France","Whole",2093119,"2017-06","2017-06"
"Germany","Whole",3404794,"2017-06","2017-06"
"Indonesia","Whole",833910,"2017-06","2017-06"
"Ireland","Buses",311,"2017-06","2017-06"
"Ireland","HDV",2392,"2017-06","2017-06"
"Ireland","Vans",25532,"2017-06","2017-06"
"Ireland","Whole",136539,"2017-06","2017-06"
"Italy","NonRental",1509464,"2017-06","2017-06"
"Italy","Rental",430623,"2017-06","2017-06"
"Italy","Whole",1940087,"2017-06","2017-06"
"Japan","Whole",1074857,"2017-06","2017-06"
"Latvia","Whole",16210,"2017-06","2017-06"
"Luxembourg","HDV",1493,"2017-06","2017-06"
"Luxembourg","Vans",4377,"2017-06","2017-06"
"Luxembourg","Whole",51192,"2017-06","2017-06"
"Netherlands","Whole",417685,"2017-06","2017-06"
"New Zealand","Whole",318458,"2017-06","2017-06"
"Norway","Whole",157338,"2017-06","2017-06"
"Poland","Whole",171001,"2017-06","2017-06"
"Portugal","Whole",215890,"2017-06","2017-06"
"Spain","Whole",1244467,"2017-06","2017-06"
"Sweden","Whole",392348,"2017-06","2017-06"
"Switzerland","Whole",319466,"2017-06","2017-06"
"UK","Whole",2675867,"2017-06","2017-06"
"USA","Whole",17357197,"2017-06","2017-06"
