"country","variant","weight","data_per","model_date"
"Austria","Whole",343436,"2017-07","2017-07"
"Brazil","Whole",2033581.7,"2017-07","2017-07"
"Chile","Whole",338715,"2017-07","2017-07"
"China","Whole",24339009,"2017-07","2017-07"
"Czechia","Whole",266234,"2017-07","2017-07"
"Denmark","Whole",228877,"2017-07","2017-07"
"Finland","Buses",587,"2017-07","2017-07"
"Finland","HDV",3473,"2017-07","2017-07"
"Finland","Industry",40143,"2017-07","2017-07"
"Finland","Private",78340,"2017-07","2017-07"
"Finland","Vans",15316,"2017-07","2017-07"
"Finland","Whole",118483,"2017-07","2017-07"
"France","Whole",2108133,"2017-07","2017-07"
"Germany","Whole",3409008,"2017-07","2017-07"
"Indonesia","Whole",852172,"2017-07","2017-07"
"Ireland","Buses",297,"2017-07","2017-07"
"Ireland","HDV",2305,"2017-07","2017-07"
"Ireland","Vans",25140,"2017-07","2017-07"
"Ireland","Whole",134372,"2017-07","2017-07"
"Italy","NonRental",1511045,"2017-07","2017-07"
"Italy","Rental",437693,"2017-07","2017-07"
"Italy","Whole",1948738,"2017-07","2017-07"
"Japan","Whole",917936,"2017-07","2017-07"
"Latvia","Whole",16346,"2017-07","2017-07"
"Luxembourg","HDV",1443,"2017-07","2017-07"
"Luxembourg","Vans",4423,"2017-07","2017-07"
"Luxembourg","Whole",51580,"2017-07","2017-07"
"Netherlands","Whole",419370,"2017-07","2017-07"
"New Zealand","Whole",319885,"2017-07","2017-07"
"Norway","Whole",157873,"2017-07","2017-07"
"Poland","Whole",158297,"2017-07","2017-07"
"Portugal","Whole",217830,"2017-07","2017-07"
"Spain","Whole",1248362,"2017-07","2017-07"
"Sweden","Whole",392862,"2017-07","2017-07"
"Switzerland","Whole",318075,"2017-07","2017-07"
"UK","Whole",2659341,"2017-07","2017-07"
"USA","Whole",17252695,"2017-07","2017-07"
