"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-12","2015-12"
"Brazil","Whole",2480591.8834,"2015-12","2015-12"
"China","Whole",2347600,"2015-12","2015-12"
"Czechia","Whole",230857,"2015-12","2015-12"
"Denmark","Whole",206653,"2015-12","2015-12"
"Finland","Buses",526,"2015-12","2015-12"
"Finland","HDV",2707,"2015-12","2015-12"
"Finland","Industry",37896,"2015-12","2015-12"
"Finland","Private",70923,"2015-12","2015-12"
"Finland","Vans",11430,"2015-12","2015-12"
"Finland","Whole",108819,"2015-12","2015-12"
"France","Whole",1955937,"2015-12","2015-12"
"Germany","Whole",3206042,"2015-12","2015-12"
"Indonesia","Whole",736797,"2015-12","2015-12"
"Ireland","Buses",324,"2015-12","2015-12"
"Ireland","HDV",1875,"2015-12","2015-12"
"Ireland","Vans",23829,"2015-12","2015-12"
"Ireland","Whole",124804,"2015-12","2015-12"
"Japan","Whole",873762,"2015-12","2015-12"
"Luxembourg","HDV",1327,"2015-12","2015-12"
"Luxembourg","Vans",3807,"2015-12","2015-12"
"Luxembourg","Whole",46473,"2015-12","2015-12"
"Netherlands","Whole",452207,"2015-12","2015-12"
"New Zealand","Whole",299101,"2015-12","2015-12"
"Norway","Whole",151854,"2015-12","2015-12"
"Poland","Whole",152147,"2015-12","2015-12"
"Portugal","Whole",178503,"2015-12","2015-12"
"Sweden","Whole",361932,"2015-12","2015-12"
"Switzerland","Whole",327143,"2015-12","2015-12"
"USA","Whole",17368945,"2015-12","2015-12"
