"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",5778,"2024-03","2024-03"
"Albania","Buses",427,"2024-03","2024-03"
"Albania","HDV",814,"2024-03","2024-03"
"Albania","Whole",71564,"2024-03","2024-03"
"Australia","Whole",1193214,"2024-03","2024-03"
"Austria","Used",774741,"2024-03","2024-03"
"Austria","Whole",239361,"2024-03","2024-03"
"Belgium","Whole",444390,"2024-03","2024-03"
"Brazil","Whole",2227278,"2024-03","2024-03"
"Bulgaria","Whole",41378,"2024-03","2024-03"
"Canada","Pickups",363704,"2024-02","2024-03"
"Canada","Vans",63311,"2024-02","2024-03"
"Canada","Whole",1347018,"2024-02","2024-03"
"Chile","Whole",293560,"2024-03","2024-03"
"China","Whole",22262000,"2024-03","2024-03"
"Colombia","Whole",179889,"2024-03","2024-03"
"Croatia","Whole",59545,"2024-03","2024-03"
"Cyprus","Whole",15168,"2024-03","2024-03"
"Czechia","Whole",222683,"2024-03","2024-03"
"Denmark","HDV",2073,"2024-03","2024-03"
"Denmark","Industry",70918,"2024-03","2024-03"
"Denmark","Private",99582,"2024-03","2024-03"
"Denmark","Vans",26727,"2024-03","2024-03"
"Denmark","Whole",170500,"2024-03","2024-03"
"Estonia","Whole",21878,"2024-03","2024-03"
"Finland","Buses",256,"2024-03","2024-03"
"Finland","HDV",3908,"2024-03","2024-03"
"Finland","Industry",41028,"2024-03","2024-03"
"Finland","Private",43964,"2024-03","2024-03"
"Finland","Vans",10940,"2024-03","2024-03"
"Finland","Whole",84992,"2024-03","2024-03"
"France","Whole",1839966,"2024-03","2024-03"
"Georgia","Whole",154685,"2024-02","2024-03"
"Germany","Whole",2872576,"2024-03","2024-03"
"Greece","Whole",133342,"2024-03","2024-03"
"Hungary","Whole",109863,"2024-03","2024-03"
"Iceland","Whole",15434,"2024-03","2024-03"
"India","Whole",4087356,"2024-03","2024-03"
"Indonesia","Whole",738373,"2024-03","2024-03"
"Ireland","Buses",425,"2024-03","2024-03"
"Ireland","HDV",2793,"2024-03","2024-03"
"Ireland","Vans",32656,"2024-03","2024-03"
"Ireland","Whole",126831,"2024-03","2024-03"
"Israel","Vans",8723,"2024-03","2024-03"
"Israel","Whole",242174,"2024-03","2024-03"
"Italy","NonRental",1152660,"2024-03","2024-03"
"Italy","Rental",462491,"2024-03","2024-03"
"Italy","Whole",1615151,"2024-03","2024-03"
"Japan","Whole",2546921,"2024-03","2024-03"
"Latvia","Whole",17845,"2024-03","2024-03"
"Lithuania","Whole",27427,"2024-03","2024-03"
"Luxembourg","HDV",1642,"2024-03","2024-03"
"Luxembourg","Vans",5160,"2024-03","2024-03"
"Luxembourg","Whole",48506,"2024-03","2024-03"
"Malaysia","Whole",844733,"2024-03","2024-03"
"Malta","Whole",7992,"2024-03","2024-03"
"Nepal","3-Wheelers",11392,"2024-03","2024-03"
"Nepal","Whole",12671,"2024-03","2024-03"
"Netherlands","HDV",14859,"2024-03","2024-03"
"Netherlands","Used",246174,"2024-03","2024-03"
"Netherlands","Whole",366300,"2024-03","2024-03"
"New Zealand","Whole",258492,"2024-03","2024-03"
"Norway","Whole",122186,"2024-03","2024-03"
"Poland","Whole",490695,"2024-03","2024-03"
"Portugal","Whole",206477,"2024-03","2024-03"
"Romania","Whole",140873,"2024-03","2024-03"
"Singapore","Whole",31894,"2024-03","2024-03"
"Slovakia","Whole",91647,"2024-03","2024-03"
"Slovenia","Whole",49466,"2024-03","2024-03"
"South Korea","Whole",1687772,"2024-03","2024-03"
"Spain","2-Wheelers",215351,"2024-03","2024-03"
"Spain","Buses",3269,"2024-03","2024-03"
"Spain","HDV",25983,"2024-03","2024-03"
"Spain","Whole",968636,"2024-03","2024-03"
"Spain","NonRental",612214,"2024-03","2024-03"
"Spain","Rental",356422,"2024-03","2024-03"
"Spain","Used",103229,"2024-03","2024-03"
"Spain","Vans",114980,"2024-03","2024-03"
"Sweden","Whole",294365,"2024-03","2024-03"
"Switzerland","Whole",253714,"2024-03","2024-03"
"Thailand","3-Wheelers",711,"2024-03","2024-03"
"Thailand","Buses",7693,"2024-03","2024-03"
"Thailand","HDV",69471,"2024-03","2024-03"
"Thailand","Whole",792673,"2024-03","2024-03"
"Türkiye","Whole",1019993,"2024-03","2024-03"
"UK","Whole",1954342,"2024-03","2024-03"
"USA","Whole",15668790,"2024-03","2024-03"
