"country","variant","weight","data_per","model_date"
"Austria","Whole",334898,"2019-02","2019-02"
"Brazil","Whole",2529259.2386,"2019-02","2019-02"
"Chile","Whole",416744,"2019-02","2019-02"
"China","Whole",22023678,"2019-02","2019-02"
"Czechia","Whole",256142,"2019-02","2019-02"
"Denmark","Whole",221192,"2019-02","2019-02"
"Finland","Buses",471,"2019-02","2019-02"
"Finland","HDV",3925,"2019-02","2019-02"
"Finland","Industry",40893,"2019-02","2019-02"
"Finland","Private",76741,"2019-02","2019-02"
"Finland","Vans",15352,"2019-02","2019-02"
"Finland","Whole",117634,"2019-02","2019-02"
"France","Whole",2226772,"2019-02","2019-02"
"Germany","Whole",3439169,"2019-02","2019-02"
"Indonesia","Whole",849897,"2019-02","2019-02"
"Ireland","Buses",442,"2019-02","2019-02"
"Ireland","HDV",2119,"2019-02","2019-02"
"Ireland","Vans",24075,"2019-02","2019-02"
"Ireland","Whole",119074,"2019-02","2019-02"
"Israel","Vans",7374,"2019-02","2019-02"
"Israel","Whole",238831,"2019-02","2019-02"
"Italy","NonRental",1472991,"2019-02","2019-02"
"Italy","Rental",427481,"2019-02","2019-02"
"Italy","Whole",1900472,"2019-02","2019-02"
"Japan","Whole",934741,"2019-02","2019-02"
"Latvia","Whole",16830,"2019-02","2019-02"
"Lithuania","Whole",12242,"2019-02","2019-02"
"Luxembourg","HDV",1213,"2019-02","2019-02"
"Luxembourg","Vans",4997,"2019-02","2019-02"
"Luxembourg","Whole",53140,"2019-02","2019-02"
"Netherlands","Whole",425396,"2019-02","2019-02"
"New Zealand","Whole",308244,"2019-02","2019-02"
"Norway","Whole",152224,"2019-02","2019-02"
"Poland","Whole",178329,"2019-02","2019-02"
"Portugal","Whole",227551,"2019-02","2019-02"
"Singapore","Whole",83185.5833333333,"2019-01","2019-02"
"South Korea","Whole",1805119,"2019-02","2019-02"
"Spain","2-Wheelers",176963,"2019-02","2019-02"
"Spain","Buses",3601,"2019-02","2019-02"
"Spain","HDV",24194,"2019-02","2019-02"
"Spain","Whole",1364688,"2019-02","2019-02"
"Spain","NonRental",970932,"2019-02","2019-02"
"Spain","Rental",393756,"2019-02","2019-02"
"Spain","Used",79818,"2019-02","2019-02"
"Spain","Vans",107883,"2019-02","2019-02"
"Sweden","Whole",358811,"2019-02","2019-02"
"Switzerland","Whole",299956,"2019-02","2019-02"
"Türkiye","Whole",637900,"2019-02","2019-02"
"UK","Whole",2365709,"2019-02","2019-02"
"USA","Whole",17153442,"2019-02","2019-02"
