"country","variant","weight","data_per","model_date"
"Austria","Whole",341068,"2018-12","2018-12"
"Brazil","Whole",2475618.5664,"2018-12","2018-12"
"Chile","Whole",417038,"2018-12","2018-12"
"China","Whole",22589423,"2018-12","2018-12"
"Czechia","Whole",261437,"2018-12","2018-12"
"Denmark","Whole",218473,"2018-12","2018-12"
"Finland","Buses",475,"2018-12","2018-12"
"Finland","HDV",3898,"2018-12","2018-12"
"Finland","Industry",41189,"2018-12","2018-12"
"Finland","Private",79316,"2018-12","2018-12"
"Finland","Vans",15515,"2018-12","2018-12"
"Finland","Whole",120505,"2018-12","2018-12"
"France","Whole",2223581,"2018-12","2018-12"
"Germany","Whole",3435778,"2018-12","2018-12"
"Indonesia","Whole",874677,"2018-12","2018-12"
"Ireland","Buses",446,"2018-12","2018-12"
"Ireland","HDV",2144,"2018-12","2018-12"
"Ireland","Vans",25447,"2018-12","2018-12"
"Ireland","Whole",125671,"2018-12","2018-12"
"Israel","Vans",7155,"2018-12","2018-12"
"Israel","Whole",239566,"2018-12","2018-12"
"Italy","NonRental",1478027,"2018-12","2018-12"
"Italy","Rental",440761,"2018-12","2018-12"
"Italy","Whole",1918788,"2018-12","2018-12"
"Japan","Whole",948202,"2018-12","2018-12"
"Latvia","Whole",16768,"2018-12","2018-12"
"Lithuania","Whole",10905,"2018-12","2018-12"
"Luxembourg","HDV",1260,"2018-12","2018-12"
"Luxembourg","Vans",4855,"2018-12","2018-12"
"Luxembourg","Whole",52811,"2018-12","2018-12"
"Netherlands","Whole",442089,"2018-12","2018-12"
"New Zealand","Whole",312126,"2018-12","2018-12"
"Norway","Whole",151558,"2018-12","2018-12"
"Poland","Whole",155858,"2018-12","2018-12"
"Portugal","Whole",228327,"2018-12","2018-12"
"Singapore","Whole",6722.33333333333,"2018-12","2018-12"
"South Korea","Whole",1812942,"2018-12","2018-12"
"Spain","2-Wheelers",173902,"2018-12","2018-12"
"Spain","Buses",3664,"2018-12","2018-12"
"Spain","HDV",24050,"2018-12","2018-12"
"Spain","Whole",1382161,"2018-12","2018-12"
"Spain","NonRental",982845,"2018-12","2018-12"
"Spain","Rental",399316,"2018-12","2018-12"
"Spain","Used",79697,"2018-12","2018-12"
"Spain","Vans",106330,"2018-12","2018-12"
"Sweden","Whole",365535,"2018-12","2018-12"
"Switzerland","Whole",300887,"2018-12","2018-12"
"Türkiye","Whole",57503,"2018-12","2018-12"
"UK","Whole",2367147,"2018-12","2018-12"
"USA","Whole",17213546,"2018-12","2018-12"
