"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-05","2015-05"
"Brazil","Whole",3066740.2547,"2015-05","2015-05"
"China","Whole",1670599.9652592,"2015-05","2015-05"
"Czechia","Whole",208373,"2015-05","2015-05"
"France","Whole",1859067,"2015-05","2015-05"
"Germany","Whole",3081529,"2015-05","2015-05"
"Indonesia","Whole",811590,"2015-05","2015-05"
"Ireland","Buses",269,"2015-05","2015-05"
"Ireland","HDV",1701,"2015-05","2015-05"
"Ireland","Vans",21781,"2015-05","2015-05"
"Ireland","Whole",113085,"2015-05","2015-05"
"Japan","Whole",956976,"2015-05","2015-05"
"Luxembourg","HDV",1196,"2015-05","2015-05"
"Luxembourg","Vans",3404,"2015-05","2015-05"
"Luxembourg","Whole",48197,"2015-05","2015-05"
"Netherlands","Whole",424034,"2015-05","2015-05"
"New Zealand","Whole",288964,"2015-05","2015-05"
"Norway","Whole",144072,"2015-05","2015-05"
"Poland","Whole",145071,"2015-05","2015-05"
"Portugal","Whole",162359,"2015-05","2015-05"
"Sweden","Whole",334700,"2015-05","2015-05"
"Switzerland","Whole",311524,"2015-05","2015-05"
"USA","Whole",16828607,"2015-05","2015-05"
