"country","variant","weight","data_per","model_date"
"Austria","Whole",331580,"2017-01","2017-01"
"Brazil","Whole",1982614.7155,"2017-01","2017-01"
"Chile","Whole",309598,"2017-01","2017-01"
"China","Whole",28177785,"2017-01","2017-01"
"Czechia","Whole",260616,"2017-01","2017-01"
"Denmark","Whole",225580,"2017-01","2017-01"
"Finland","Buses",610,"2017-01","2017-01"
"Finland","HDV",3400,"2017-01","2017-01"
"Finland","Industry",39860,"2017-01","2017-01"
"Finland","Private",80090,"2017-01","2017-01"
"Finland","Vans",13816,"2017-01","2017-01"
"Finland","Whole",119950,"2017-01","2017-01"
"France","Whole",2074583,"2017-01","2017-01"
"Germany","Whole",3374641,"2017-01","2017-01"
"Indonesia","Whole",824268,"2017-01","2017-01"
"Ireland","Buses",400,"2017-01","2017-01"
"Ireland","HDV",2508,"2017-01","2017-01"
"Ireland","Vans",27977,"2017-01","2017-01"
"Ireland","Whole",145931,"2017-01","2017-01"
"Italy","NonRental",1485381,"2017-01","2017-01"
"Italy","Rental",378255,"2017-01","2017-01"
"Italy","Whole",1863636,"2017-01","2017-01"
"Japan","Whole",902573,"2017-01","2017-01"
"Latvia","Whole",16670,"2017-01","2017-01"
"Luxembourg","HDV",1409,"2017-01","2017-01"
"Luxembourg","Vans",4459,"2017-01","2017-01"
"Luxembourg","Whole",51192,"2017-01","2017-01"
"Netherlands","Whole",395798,"2017-01","2017-01"
"New Zealand","Whole",303497,"2017-01","2017-01"
"Norway","Whole",158815,"2017-01","2017-01"
"Poland","Whole",151389,"2017-01","2017-01"
"Portugal","Whole",208418,"2017-01","2017-01"
"Spain","Whole",1203309,"2017-01","2017-01"
"Sweden","Whole",389670,"2017-01","2017-01"
"Switzerland","Whole",318364,"2017-01","2017-01"
"UK","Whole",2699578,"2017-01","2017-01"
"USA","Whole",17541479,"2017-01","2017-01"
