"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7391,"2024-12","2025-04"
"Albania","Buses",412,"2024-12","2025-04"
"Albania","HDV",966,"2024-12","2025-04"
"Albania","Whole",80963,"2025-04","2025-04"
"Argentina","Industry",43539,"2025-04","2025-04"
"Argentina","Private",285870,"2025-04","2025-04"
"Argentina","Whole",329409,"2025-04","2025-04"
"Australia","Whole",1174647,"2025-04","2025-04"
"Austria","Used",825868,"2025-04","2025-04"
"Austria","Whole",260061,"2025-04","2025-04"
"Belgium","Whole",432189,"2025-04","2025-04"
"Brazil","Whole",2510825,"2025-04","2025-04"
"Bulgaria","Whole",41644,"2025-04","2025-04"
"Canada","Pickups",373730,"2025-02","2025-04"
"Canada","Vans",71853,"2025-02","2025-04"
"Canada","Whole",1419810,"2025-02","2025-04"
"Chile","Whole",302524,"2025-04","2025-04"
"China","Whole",23402000,"2025-04","2025-04"
"Colombia","Whole",212399,"2025-04","2025-04"
"Croatia","Whole",66537,"2025-04","2025-04"
"Cyprus","Whole",14531,"2025-04","2025-04"
"Czechia","Whole",235360,"2025-04","2025-04"
"Denmark","HDV",2351,"2025-04","2025-04"
"Denmark","Industry",70058,"2025-04","2025-04"
"Denmark","Private",103763,"2025-04","2025-04"
"Denmark","Vans",26027,"2025-04","2025-04"
"Denmark","Whole",173821,"2025-04","2025-04"
"Estonia","Whole",22132,"2025-04","2025-04"
"Finland","Buses",560,"2025-04","2025-04"
"Finland","HDV",3109,"2025-04","2025-04"
"Finland","Industry",34683,"2025-04","2025-04"
"Finland","Private",37736,"2025-04","2025-04"
"Finland","Vans",10030,"2025-04","2025-04"
"Finland","Whole",72419,"2025-04","2025-04"
"France","Whole",1711032,"2025-04","2025-04"
"Georgia","Whole",143068,"2025-02","2025-04"
"Germany","Whole",2786743,"2025-04","2025-04"
"Greece","Whole",134807,"2025-04","2025-04"
"Hong Kong","Used",6160,"2025-04","2025-04"
"Hong Kong","Vans",1238,"2025-04","2025-04"
"Hong Kong","Whole",32337,"2025-04","2025-04"
"Hungary","Whole",123207,"2025-04","2025-04"
"Iceland","Whole",10741,"2025-04","2025-04"
"India","Whole",4296561,"2025-04","2025-04"
"Indonesia","Whole",668206,"2025-04","2025-04"
"Ireland","Buses",449,"2025-04","2025-04"
"Ireland","HDV",2748,"2025-04","2025-04"
"Ireland","Vans",28991,"2025-04","2025-04"
"Ireland","Whole",123705,"2025-04","2025-04"
"Israel","Vans",9010,"2025-04","2025-04"
"Israel","Whole",276410,"2025-04","2025-04"
"Italy","NonRental",1147341,"2025-04","2025-04"
"Italy","Rental",423128,"2025-04","2025-04"
"Italy","Whole",1570469,"2025-04","2025-04"
"Japan","Whole",2607048,"2025-04","2025-04"
"Latvia","Whole",18571,"2025-04","2025-04"
"Lithuania","Whole",33955,"2025-04","2025-04"
"Luxembourg","HDV",1230,"2025-04","2025-04"
"Luxembourg","Vans",4037,"2025-04","2025-04"
"Luxembourg","Whole",46744,"2025-04","2025-04"
"Malaysia","Whole",844116,"2025-04","2025-04"
"Malta","Whole",6910,"2025-04","2025-04"
"Nepal","3-Wheelers",18937,"2025-04","2025-04"
"Nepal","Whole",16772.98,"2025-04","2025-04"
"Netherlands","HDV",15094,"2025-04","2025-04"
"Netherlands","Used",280785,"2025-04","2025-04"
"Netherlands","Whole",365132,"2025-04","2025-04"
"New Zealand","Whole",214629,"2025-04","2025-04"
"Norway","Whole",138927,"2025-04","2025-04"
"Poland","Whole",557563,"2025-04","2025-04"
"Portugal","Whole",210637,"2025-04","2025-04"
"Romania","Whole",148289,"2025-04","2025-04"
"Singapore","Whole",46271,"2025-04","2025-04"
"Slovakia","Whole",91848,"2025-04","2025-04"
"Slovenia","Whole",54195,"2025-04","2025-04"
"South Korea","Whole",1645428,"2025-04","2025-04"
"Spain","2-Wheelers",236303,"2025-04","2025-04"
"Spain","Buses",4329,"2025-04","2025-04"
"Spain","HDV",30096,"2025-04","2025-04"
"Spain","Whole",1081738,"2025-04","2025-04"
"Spain","NonRental",672666,"2025-04","2025-04"
"Spain","Rental",409072,"2025-04","2025-04"
"Spain","Used",126829,"2025-04","2025-04"
"Spain","Vans",115374,"2025-04","2025-04"
"Sweden","Whole",283780,"2025-04","2025-04"
"Switzerland","Whole",240780,"2025-04","2025-04"
"Thailand","3-Wheelers",316,"2025-04","2025-04"
"Thailand","Buses",4942,"2025-04","2025-04"
"Thailand","HDV",46820,"2025-04","2025-04"
"Thailand","Whole",609304,"2025-04","2025-04"
"Türkiye","Whole",1019619,"2025-04","2025-04"
"UK","Whole",1973789,"2025-04","2025-04"
"Ukraine","Industry",21298,"2025-04","2025-04"
"Ukraine","Private",44802,"2025-04","2025-04"
"Ukraine","Used",223689,"2025-04","2025-04"
"Ukraine","Vans",6012,"2025-04","2025-04"
"Ukraine","Whole",66100,"2025-04","2025-04"
"Uruguay","Whole",44393,"2025-04","2025-04"
"USA","Whole",16211811,"2025-04","2025-04"
