"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7391,"2024-12","2025-05"
"Albania","Buses",412,"2024-12","2025-05"
"Albania","HDV",966,"2024-12","2025-05"
"Albania","Whole",79362,"2025-05","2025-05"
"Australia","Whole",1173723,"2025-05","2025-05"
"Austria","Used",828458,"2025-05","2025-05"
"Austria","Whole",264552,"2025-05","2025-05"
"Belgium","Whole",427620,"2025-05","2025-05"
"Brazil","Whole",2542016,"2025-05","2025-05"
"Bulgaria","Whole",42272,"2025-05","2025-05"
"Canada","Pickups",376378,"2025-05","2025-05"
"Canada","Vans",77210,"2025-05","2025-05"
"Canada","Whole",1442323,"2025-05","2025-05"
"Chile","Whole",303524,"2025-05","2025-05"
"China","Whole",23624000,"2025-05","2025-05"
"Colombia","Whole",217299,"2025-05","2025-05"
"Croatia","Whole",66805,"2025-05","2025-05"
"Cyprus","Whole",14558,"2025-05","2025-05"
"Czechia","Whole",235143,"2025-05","2025-05"
"Denmark","HDV",2353,"2025-05","2025-05"
"Denmark","Industry",71808,"2025-05","2025-05"
"Denmark","Private",105427,"2025-05","2025-05"
"Denmark","Vans",25443,"2025-05","2025-05"
"Denmark","Whole",177235,"2025-05","2025-05"
"Estonia","Whole",21638,"2025-05","2025-05"
"Finland","Buses",503,"2025-05","2025-05"
"Finland","HDV",3051,"2025-05","2025-05"
"Finland","Industry",34315,"2025-05","2025-05"
"Finland","Private",37175,"2025-05","2025-05"
"Finland","Vans",10099,"2025-05","2025-05"
"Finland","Whole",71490,"2025-05","2025-05"
"France","Whole",1692931,"2025-05","2025-05"
"Georgia","Whole",150755,"2025-05","2025-05"
"Germany","Whole",2789615,"2025-05","2025-05"
"Greece","Whole",136717,"2025-05","2025-05"
"Hungary","Whole",124574,"2025-05","2025-05"
"Iceland","Whole",11322,"2025-05","2025-05"
"India","Whole",4297488,"2025-05","2025-05"
"Indonesia","Whole",660733,"2025-05","2025-05"
"Ireland","Buses",409,"2025-05","2025-05"
"Ireland","HDV",2691,"2025-05","2025-05"
"Ireland","Vans",28952,"2025-05","2025-05"
"Ireland","Whole",123124,"2025-05","2025-05"
"Israel","Vans",9350,"2025-05","2025-05"
"Israel","Whole",279379,"2025-05","2025-05"
"Italy","NonRental",1143368,"2025-05","2025-05"
"Italy","Rental",426124,"2025-05","2025-05"
"Italy","Whole",1569492,"2025-05","2025-05"
"Japan","Whole",2608335,"2025-05","2025-05"
"Latvia","Whole",19088,"2025-05","2025-05"
"Lithuania","Whole",35203,"2025-05","2025-05"
"Luxembourg","HDV",1254,"2025-05","2025-05"
"Luxembourg","Vans",4053,"2025-05","2025-05"
"Luxembourg","Whole",46956,"2025-05","2025-05"
"Malaysia","Whole",844596,"2025-05","2025-05"
"Malta","Whole",6780,"2025-05","2025-05"
"Nepal","3-Wheelers",19575,"2025-05","2025-05"
"Nepal","Whole",17442.64,"2025-05","2025-05"
"Netherlands","HDV",14621,"2025-05","2025-05"
"Netherlands","Used",282572,"2025-05","2025-05"
"Netherlands","Whole",367048,"2025-05","2025-05"
"New Zealand","Whole",213133,"2025-05","2025-05"
"Norway","Whole",142661,"2025-05","2025-05"
"Poland","Whole",560550,"2025-05","2025-05"
"Portugal","Whole",214332,"2025-05","2025-05"
"Romania","Whole",143167,"2025-05","2025-05"
"Singapore","Whole",47538,"2025-05","2025-05"
"Slovakia","Whole",92205,"2025-05","2025-05"
"Slovenia","Whole",54446,"2025-05","2025-05"
"South Korea","Whole",1645980,"2025-05","2025-05"
"Spain","2-Wheelers",238300,"2025-05","2025-05"
"Spain","Buses",4152,"2025-05","2025-05"
"Spain","HDV",29808,"2025-05","2025-05"
"Spain","Whole",1099712,"2025-05","2025-05"
"Spain","NonRental",684166,"2025-05","2025-05"
"Spain","Rental",415546,"2025-05","2025-05"
"Spain","Used",129826,"2025-05","2025-05"
"Spain","Vans",117061,"2025-05","2025-05"
"Sweden","Whole",284440,"2025-05","2025-05"
"Switzerland","Whole",240059,"2025-05","2025-05"
"Thailand","3-Wheelers",278,"2025-05","2025-05"
"Thailand","Buses",4504,"2025-05","2025-05"
"Thailand","HDV",43665,"2025-05","2025-05"
"Thailand","Whole",607052,"2025-05","2025-05"
"Türkiye","Whole",1017306,"2025-05","2025-05"
"UK","Whole",1976181,"2025-05","2025-05"
"Uruguay","Whole",45112,"2025-05","2025-05"
"USA","Whole",16238300,"2025-05","2025-05"
