"country","variant","weight","data_per","model_date"
"Austria","Whole",314274,"2016-05","2016-05"
"Brazil","Whole",2199141.7227,"2016-05","2016-05"
"China","Whole",2335833.33333333,"2016-05","2016-05"
"Czechia","Whole",245975,"2016-05","2016-05"
"Denmark","Whole",216770,"2016-05","2016-05"
"Finland","Buses",501,"2016-05","2016-05"
"Finland","HDV",3022,"2016-05","2016-05"
"Finland","Industry",38609,"2016-05","2016-05"
"Finland","Private",76825,"2016-05","2016-05"
"Finland","Vans",12089,"2016-05","2016-05"
"Finland","Whole",115434,"2016-05","2016-05"
"France","Whole",2043374,"2016-05","2016-05"
"Germany","Whole",3294908,"2016-05","2016-05"
"Indonesia","Whole",746968,"2016-05","2016-05"
"Ireland","Buses",416,"2016-05","2016-05"
"Ireland","HDV",2363,"2016-05","2016-05"
"Ireland","Vans",27418,"2016-05","2016-05"
"Ireland","Whole",143713,"2016-05","2016-05"
"Japan","Whole",964656,"2016-05","2016-05"
"Luxembourg","HDV",1412,"2016-05","2016-05"
"Luxembourg","Vans",4163,"2016-05","2016-05"
"Luxembourg","Whole",48549,"2016-05","2016-05"
"Netherlands","Whole",442009,"2016-05","2016-05"
"New Zealand","Whole",296339,"2016-05","2016-05"
"Norway","Whole",156140,"2016-05","2016-05"
"Poland","Whole",140347,"2016-05","2016-05"
"Portugal","Whole",194171,"2016-05","2016-05"
"Sweden","Whole",377187,"2016-05","2016-05"
"Switzerland","Whole",324317,"2016-05","2016-05"
"USA","Whole",17451156,"2016-05","2016-05"
