"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7500,"2026-01","2026-01"
"Albania","Buses",406,"2026-01","2026-01"
"Albania","HDV",975,"2026-01","2026-01"
"Albania","Whole",80057,"2026-01","2026-01"
"Australia","Whole",1196159,"2026-01","2026-01"
"Austria","Used",818132,"2026-01","2026-01"
"Austria","Whole",287459,"2026-01","2026-01"
"Belgium","Whole",407174,"2026-01","2026-01"
"Brazil","Whole",2555004,"2026-01","2026-01"
"Bulgaria","Whole",48711,"2026-01","2026-01"
"Canada","Pickups",369139,"2025-11","2026-01"
"Canada","Vans",82610,"2025-11","2026-01"
"Canada","Whole",1416048,"2025-11","2026-01"
"Chile","Whole",310065,"2026-01","2026-01"
"China","Whole",23428000,"2026-01","2026-01"
"Colombia","Whole",259778,"2026-01","2026-01"
"Croatia","Whole",69331,"2026-01","2026-01"
"Cyprus","Whole",14363,"2026-01","2026-01"
"Czechia","Whole",247415,"2026-01","2026-01"
"Denmark","HDV",2276,"2026-01","2026-01"
"Denmark","Industry",73148,"2026-01","2026-01"
"Denmark","Private",114267,"2026-01","2026-01"
"Denmark","Vans",25570,"2026-01","2026-01"
"Denmark","Whole",187415,"2026-01","2026-01"
"Estonia","Whole",13883,"2026-01","2026-01"
"Finland","Buses",406,"2026-01","2026-01"
"Finland","HDV",2956,"2026-01","2026-01"
"Finland","Industry",34383,"2026-01","2026-01"
"Finland","Private",37226,"2026-01","2026-01"
"Finland","Vans",10192,"2026-01","2026-01"
"Finland","Whole",71609,"2026-01","2026-01"
"France","Whole",1656928,"2026-01","2026-01"
"Georgia","Whole",161132,"2025-11","2026-01"
"Germany","Whole",2843932,"2026-01","2026-01"
"Greece","Whole",143627,"2026-01","2026-01"
"Hungary","Whole",128582,"2026-01","2026-01"
"Iceland","Whole",15332,"2026-01","2026-01"
"India","Whole",4648640,"2026-01","2026-01"
"Indonesia","Whole",604990,"2026-01","2026-01"
"Ireland","Buses",453,"2026-01","2026-01"
"Ireland","HDV",2642,"2026-01","2026-01"
"Ireland","Vans",34082,"2026-01","2026-01"
"Ireland","Whole",125991,"2026-01","2026-01"
"Israel","Vans",10223,"2026-01","2026-01"
"Israel","Whole",284015,"2026-01","2026-01"
"Italy","NonRental",1080895,"2026-01","2026-01"
"Italy","Rental",466234,"2026-01","2026-01"
"Italy","Whole",1547129,"2026-01","2026-01"
"Japan","Whole",2516906,"2026-01","2026-01"
"Latvia","Whole",22729,"2026-01","2026-01"
"Lithuania","Whole",41967,"2026-01","2026-01"
"Luxembourg","HDV",1200,"2026-01","2026-01"
"Luxembourg","Vans",4742,"2026-01","2026-01"
"Luxembourg","Whole",46776,"2026-01","2026-01"
"Malaysia","Whole",884251,"2026-01","2026-01"
"Malta","Whole",6547,"2025-06","2026-01"
"Nepal","3-Wheelers",22306,"2026-01","2026-01"
"Nepal","Whole",19378.75,"2026-01","2026-01"
"Netherlands","HDV",10179,"2026-01","2026-01"
"Netherlands","Used",307860,"2026-01","2026-01"
"Netherlands","Whole",376930,"2026-01","2026-01"
"New Zealand","Whole",221253,"2026-01","2026-01"
"Norway","Whole",172506,"2026-01","2026-01"
"Poland","Whole",593467,"2026-01","2026-01"
"Portugal","Whole",227375,"2026-01","2026-01"
"Romania","Whole",152810,"2026-01","2026-01"
"Singapore","Whole",54241,"2026-01","2026-01"
"Slovakia","Whole",92029,"2026-01","2026-01"
"Slovenia","Whole",57682,"2026-01","2026-01"
"South Korea","Whole",1695002,"2026-01","2026-01"
"Spain","2-Wheelers",255109,"2026-01","2026-01"
"Spain","Buses",4294,"2026-01","2026-01"
"Spain","HDV",30467,"2026-01","2026-01"
"Spain","Whole",1174399,"2026-01","2026-01"
"Spain","NonRental",748674,"2026-01","2026-01"
"Spain","Rental",425725,"2026-01","2026-01"
"Spain","Used",150710,"2026-01","2026-01"
"Spain","Vans",128170,"2026-01","2026-01"
"Sweden","Whole",279635,"2026-01","2026-01"
"Switzerland","Whole",240235,"2026-01","2026-01"
"Thailand","3-Wheelers",88,"2026-01","2026-01"
"Thailand","Buses",2790,"2026-01","2026-01"
"Thailand","HDV",27745,"2026-01","2026-01"
"Thailand","Whole",637501,"2026-01","2026-01"
"Türkiye","Whole",1097200,"2026-01","2026-01"
"UK","Whole",2025305,"2026-01","2026-01"
"Uruguay","Whole",49632,"2026-01","2026-01"
"USA","Whole",16210996,"2026-01","2026-01"
