"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",6135,"2024-04","2024-04"
"Albania","Buses",436,"2024-04","2024-04"
"Albania","HDV",864,"2024-04","2024-04"
"Albania","Whole",74974,"2024-04","2024-04"
"Argentina","Industry",41771,"2024-04","2024-04"
"Argentina","Private",210755,"2024-04","2024-04"
"Argentina","Whole",252526,"2024-04","2024-04"
"Australia","Whole",1207839,"2024-04","2024-04"
"Austria","Used",787303,"2024-04","2024-04"
"Austria","Whole",242194,"2024-04","2024-04"
"Belgium","Whole",444217,"2024-04","2024-04"
"Brazil","Whole",2284129,"2024-04","2024-04"
"Bulgaria","Whole",42774,"2024-04","2024-04"
"Canada","Pickups",363704,"2024-02","2024-04"
"Canada","Vans",63311,"2024-02","2024-04"
"Canada","Whole",1347018,"2024-02","2024-04"
"Chile","Whole",299528,"2024-04","2024-04"
"China","Whole",22164000,"2024-04","2024-04"
"Colombia","Whole",181440,"2024-04","2024-04"
"Croatia","Whole",60439,"2024-04","2024-04"
"Cyprus","Whole",15993,"2024-04","2024-04"
"Czechia","Whole",223800,"2024-04","2024-04"
"Denmark","HDV",2146,"2024-04","2024-04"
"Denmark","Industry",70584,"2024-04","2024-04"
"Denmark","Private",103142,"2024-04","2024-04"
"Denmark","Vans",27967,"2024-04","2024-04"
"Denmark","Whole",173726,"2024-04","2024-04"
"Estonia","Whole",21689,"2024-04","2024-04"
"Finland","Buses",265,"2024-04","2024-04"
"Finland","HDV",3931,"2024-04","2024-04"
"Finland","Industry",40603,"2024-04","2024-04"
"Finland","Private",43243,"2024-04","2024-04"
"Finland","Vans",11024,"2024-04","2024-04"
"Finland","Whole",83846,"2024-04","2024-04"
"France","Whole",1854477,"2024-04","2024-04"
"Georgia","Whole",154685,"2024-02","2024-04"
"Germany","Whole",2912731,"2024-04","2024-04"
"Greece","Whole",136548,"2024-04","2024-04"
"Hungary","Whole",111700,"2024-04","2024-04"
"Iceland","Whole",15214,"2024-04","2024-04"
"India","Whole",4140930,"2024-04","2024-04"
"Indonesia","Whole",729727,"2024-04","2024-04"
"Ireland","Buses",502,"2024-04","2024-04"
"Ireland","HDV",2878,"2024-04","2024-04"
"Ireland","Vans",32731,"2024-04","2024-04"
"Ireland","Whole",126487,"2024-04","2024-04"
"Israel","Vans",8881,"2024-04","2024-04"
"Israel","Whole",241969,"2024-04","2024-04"
"Italy","NonRental",1166170,"2024-04","2024-04"
"Italy","Rental",458572,"2024-04","2024-04"
"Italy","Whole",1624742,"2024-04","2024-04"
"Japan","Whole",2535512,"2024-04","2024-04"
"Latvia","Whole",17731,"2024-04","2024-04"
"Lithuania","Whole",27790,"2024-04","2024-04"
"Luxembourg","HDV",1554,"2024-04","2024-04"
"Luxembourg","Vans",4902,"2024-04","2024-04"
"Luxembourg","Whole",48744,"2024-04","2024-04"
"Malaysia","Whole",856780,"2024-04","2024-04"
"Malta","Whole",7644,"2024-04","2024-04"
"Nepal","3-Wheelers",12378,"2024-04","2024-04"
"Nepal","Whole",13080,"2024-04","2024-04"
"Netherlands","HDV",15122,"2024-04","2024-04"
"Netherlands","Used",249989,"2024-04","2024-04"
"Netherlands","Whole",365161,"2024-04","2024-04"
"New Zealand","Whole",258330,"2024-04","2024-04"
"Norway","Whole",124425,"2024-04","2024-04"
"Poland","Whole",499596,"2024-04","2024-04"
"Portugal","Whole",207699,"2024-04","2024-04"
"Romania","Whole",144284,"2024-04","2024-04"
"Singapore","Whole",33161,"2024-04","2024-04"
"Slovakia","Whole",92466,"2024-04","2024-04"
"Slovenia","Whole",49822,"2024-04","2024-04"
"South Korea","Whole",1679508,"2024-04","2024-04"
"Spain","2-Wheelers",218973,"2024-04","2024-04"
"Spain","Buses",3469,"2024-04","2024-04"
"Spain","HDV",26888,"2024-04","2024-04"
"Spain","Whole",987202,"2024-04","2024-04"
"Spain","NonRental",620746,"2024-04","2024-04"
"Spain","Rental",366456,"2024-04","2024-04"
"Spain","Used",105903,"2024-04","2024-04"
"Spain","Vans",117666,"2024-04","2024-04"
"Sweden","Whole",295678,"2024-04","2024-04"
"Switzerland","Whole",255681,"2024-04","2024-04"
"Thailand","3-Wheelers",728,"2024-04","2024-04"
"Thailand","Buses",7590,"2024-04","2024-04"
"Thailand","HDV",68824,"2024-04","2024-04"
"Thailand","Whole",779039,"2024-04","2024-04"
"Türkiye","Whole",1016975,"2024-04","2024-04"
"UK","Whole",1955626,"2024-04","2024-04"
"USA","Whole",15632977,"2024-04","2024-04"
