"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",4768,"2022-12","2022-12"
"Albania","Buses",373,"2022-12","2022-12"
"Albania","HDV",567,"2022-12","2022-12"
"Albania","Whole",49263,"2022-12","2022-12"
"Australia","Whole",1027938,"2022-12","2022-12"
"Austria","Used",751011,"2022-12","2022-12"
"Austria","Whole",215050,"2022-12","2022-12"
"Belgium","Whole",114331,"2022-12","2022-12"
"Brazil","Whole",1960461,"2022-12","2022-12"
"Bulgaria","Whole",28203,"2022-12","2022-12"
"Canada","Pickups",348192,"2022-11","2022-12"
"Canada","Vans",48283,"2022-11","2022-12"
"Canada","Whole",1116630,"2022-11","2022-12"
"Chile","Whole",426777,"2022-12","2022-12"
"China","Whole",20525000,"2022-12","2022-12"
"Colombia","Whole",262338,"2022-12","2022-12"
"Croatia","Whole",42892,"2022-12","2022-12"
"Cyprus","Whole",12739,"2022-12","2022-12"
"Czechia","Whole",192086,"2022-12","2022-12"
"Denmark","HDV",2078,"2022-12","2022-12"
"Denmark","Industry",73812,"2022-12","2022-12"
"Denmark","Private",75463,"2022-12","2022-12"
"Denmark","Vans",27169,"2022-12","2022-12"
"Denmark","Whole",149275,"2022-12","2022-12"
"Estonia","Whole",20467,"2022-12","2022-12"
"Finland","Buses",417,"2022-12","2022-12"
"Finland","HDV",3341,"2022-12","2022-12"
"Finland","Industry",36454,"2022-12","2022-12"
"Finland","Private",45246,"2022-12","2022-12"
"Finland","Vans",11193,"2022-12","2022-12"
"Finland","Whole",81700,"2022-12","2022-12"
"France","Whole",1576950,"2022-12","2022-12"
"Georgia","Whole",110077,"2022-11","2022-12"
"Germany","Whole",2651357,"2022-12","2022-12"
"Greece","Whole",106798,"2022-12","2022-12"
"Hungary","Whole",112108,"2022-12","2022-12"
"Iceland","Whole",16675,"2022-12","2022-12"
"India","Whole",3636919,"2022-12","2022-12"
"Indonesia","Whole",783571,"2022-12","2022-12"
"Ireland","Buses",287,"2022-12","2022-12"
"Ireland","HDV",2205,"2022-12","2022-12"
"Ireland","Vans",23510,"2022-12","2022-12"
"Ireland","Whole",105398,"2022-12","2022-12"
"Israel","Vans",9709,"2022-12","2022-12"
"Israel","Whole",253603,"2022-12","2022-12"
"Italy","NonRental",965685,"2022-12","2022-12"
"Italy","Rental",369511,"2022-12","2022-12"
"Italy","Whole",1335196,"2022-12","2022-12"
"Japan","Whole",2223303,"2022-12","2022-12"
"Latvia","Whole",16716,"2022-12","2022-12"
"Lithuania","Whole",25431,"2022-12","2022-12"
"Luxembourg","HDV",1389,"2022-12","2022-12"
"Luxembourg","Vans",4004,"2022-12","2022-12"
"Luxembourg","Whole",42094,"2022-12","2022-12"
"Malaysia","Whole",744762,"2022-12","2022-12"
"Nepal","3-Wheelers",10204,"2022-12","2022-12"
"Nepal","Whole",9366,"2022-12","2022-12"
"Netherlands","HDV",12829,"2022-12","2022-12"
"Netherlands","Used",235744,"2022-12","2022-12"
"Netherlands","Whole",304259,"2022-12","2022-12"
"New Zealand","Whole",273316,"2022-12","2022-12"
"Norway","Whole",176352,"2022-12","2022-12"
"Poland","Whole",419749,"2022-12","2022-12"
"Portugal","Whole",156831,"2022-12","2022-12"
"Romania","Whole",129328,"2022-12","2022-12"
"Singapore","Whole",31768.3333333333,"2022-12","2022-12"
"Slovakia","Whole",79242,"2022-12","2022-12"
"Slovenia","Whole",46373,"2022-12","2022-12"
"South Korea","Whole",1687063,"2022-12","2022-12"
"Spain","2-Wheelers",191295,"2022-12","2022-12"
"Spain","Buses",2416,"2022-12","2022-12"
"Spain","HDV",22785,"2022-12","2022-12"
"Spain","Whole",829660,"2022-12","2022-12"
"Spain","NonRental",545898,"2022-12","2022-12"
"Spain","Rental",283762,"2022-12","2022-12"
"Spain","Used",109013,"2022-12","2022-12"
"Spain","Vans",81418,"2022-12","2022-12"
"Sweden","Whole",299220,"2022-12","2022-12"
"Switzerland","Whole",229403,"2022-12","2022-12"
"Thailand","3-Wheelers",378,"2022-12","2022-12"
"Thailand","Buses",5015,"2022-12","2022-12"
"Thailand","HDV",76224,"2022-12","2022-12"
"Thailand","Whole",890615,"2022-12","2022-12"
"Türkiye","Whole",566280,"2022-12","2022-12"
"UK","Whole",1614090,"2022-12","2022-12"
"USA","Whole",13754339,"2022-12","2022-12"
