"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7391,"2024-12","2025-10"
"Albania","Buses",412,"2024-12","2025-10"
"Albania","HDV",966,"2024-12","2025-10"
"Albania","Whole",80191,"2025-10","2025-10"
"Australia","Whole",1194631,"2025-10","2025-10"
"Austria","Used",828927,"2025-10","2025-10"
"Austria","Whole",280379,"2025-10","2025-10"
"Belgium","Whole",413085,"2025-10","2025-10"
"Brazil","Whole",2542479,"2025-10","2025-10"
"Bulgaria","Whole",46679,"2025-10","2025-10"
"Canada","Pickups",376453,"2025-08","2025-10"
"Canada","Vans",81740,"2025-08","2025-10"
"Canada","Whole",1440413,"2025-08","2025-10"
"Chile","Whole",308195,"2025-10","2025-10"
"China","Whole",24250000,"2025-10","2025-10"
"Colombia","Whole",247434,"2025-10","2025-10"
"Croatia","Whole",69728,"2025-10","2025-10"
"Cyprus","Whole",14702,"2025-10","2025-10"
"Czechia","Whole",244265,"2025-10","2025-10"
"Denmark","HDV",2270,"2025-10","2025-10"
"Denmark","Industry",74091,"2025-10","2025-10"
"Denmark","Private",109205,"2025-10","2025-10"
"Denmark","Vans",25716,"2025-10","2025-10"
"Denmark","Whole",183296,"2025-10","2025-10"
"Estonia","Whole",17574,"2025-10","2025-10"
"Finland","Buses",420,"2025-10","2025-10"
"Finland","HDV",2977,"2025-10","2025-10"
"Finland","Industry",34829,"2025-10","2025-10"
"Finland","Private",37965,"2025-10","2025-10"
"Finland","Vans",10225,"2025-10","2025-10"
"Finland","Whole",72794,"2025-10","2025-10"
"France","Whole",1675491,"2025-10","2025-10"
"Georgia","Whole",158038,"2025-08","2025-10"
"Germany","Whole",2829746,"2025-10","2025-10"
"Greece","Whole",142365,"2025-10","2025-10"
"Hungary","Whole",129262,"2025-10","2025-10"
"Iceland","Whole",12771,"2025-10","2025-10"
"India","Whole",4436106,"2025-10","2025-10"
"Indonesia","Whole",605700,"2025-10","2025-10"
"Ireland","Buses",377,"2025-10","2025-10"
"Ireland","HDV",2659,"2025-10","2025-10"
"Ireland","Vans",32037,"2025-10","2025-10"
"Ireland","Whole",125399,"2025-10","2025-10"
"Israel","Vans",10084,"2025-10","2025-10"
"Israel","Whole",286977,"2025-10","2025-10"
"Italy","NonRental",1087477,"2025-10","2025-10"
"Italy","Rental",449136,"2025-10","2025-10"
"Italy","Whole",1536613,"2025-10","2025-10"
"Japan","Whole",2556958,"2025-10","2025-10"
"Latvia","Whole",22078,"2025-10","2025-10"
"Lithuania","Whole",40512,"2025-10","2025-10"
"Luxembourg","HDV",1181,"2025-10","2025-10"
"Luxembourg","Vans",4615,"2025-10","2025-10"
"Luxembourg","Whole",46859,"2025-10","2025-10"
"Malaysia","Whole",851603,"2025-10","2025-10"
"Malta","Whole",6547,"2025-06","2025-10"
"Nepal","3-Wheelers",20620,"2025-10","2025-10"
"Nepal","Whole",19541.73,"2025-10","2025-10"
"Netherlands","HDV",13425,"2025-10","2025-10"
"Netherlands","Used",293574,"2025-10","2025-10"
"Netherlands","Whole",370745,"2025-10","2025-10"
"New Zealand","Whole",220220,"2025-10","2025-10"
"Norway","Whole",149964,"2025-10","2025-10"
"Poland","Whole",585475,"2025-10","2025-10"
"Portugal","Whole",224283,"2025-10","2025-10"
"Romania","Whole",145653,"2025-10","2025-10"
"Singapore","Whole",50941,"2025-10","2025-10"
"Slovakia","Whole",93368,"2025-10","2025-10"
"Slovenia","Whole",56805,"2025-10","2025-10"
"South Korea","Whole",1679257,"2025-10","2025-10"
"Spain","2-Wheelers",257071,"2025-10","2025-10"
"Spain","Buses",4165,"2025-10","2025-10"
"Spain","HDV",29777,"2025-10","2025-10"
"Spain","Whole",1165383,"2025-10","2025-10"
"Spain","NonRental",740472,"2025-10","2025-10"
"Spain","Rental",424911,"2025-10","2025-10"
"Spain","Used",144403,"2025-10","2025-10"
"Spain","Vans",125143,"2025-10","2025-10"
"Sweden","Whole",289002,"2025-10","2025-10"
"Switzerland","Whole",240754,"2025-10","2025-10"
"Thailand","3-Wheelers",109,"2025-10","2025-10"
"Thailand","Buses",3038,"2025-10","2025-10"
"Thailand","HDV",29873,"2025-10","2025-10"
"Thailand","Whole",597419,"2025-10","2025-10"
"Türkiye","Whole",1070850,"2025-10","2025-10"
"UK","Whole",2017516,"2025-10","2025-10"
"Uruguay","Whole",48071,"2025-10","2025-10"
"USA","Whole",16338213,"2025-10","2025-10"
