"country","variant","weight","data_per","model_date"
"Austria","Whole",303324,"2015-09","2015-09"
"Brazil","Whole",2810714.9976,"2015-09","2015-09"
"China","Whole",1670091.35987979,"2015-09","2015-09"
"Czechia","Whole",221854,"2015-09","2015-09"
"France","Whole",1914691,"2015-09","2015-09"
"Germany","Whole",3163040,"2015-09","2015-09"
"Indonesia","Whole",750686,"2015-09","2015-09"
"Ireland","Buses",330,"2015-09","2015-09"
"Ireland","HDV",1879,"2015-09","2015-09"
"Ireland","Vans",23928,"2015-09","2015-09"
"Ireland","Whole",124093,"2015-09","2015-09"
"Japan","Whole",925925,"2015-09","2015-09"
"Luxembourg","HDV",1262,"2015-09","2015-09"
"Luxembourg","Vans",3645,"2015-09","2015-09"
"Luxembourg","Whole",47673,"2015-09","2015-09"
"Netherlands","Whole",422657,"2015-09","2015-09"
"New Zealand","Whole",296691,"2015-09","2015-09"
"Norway","Whole",149895,"2015-09","2015-09"
"Poland","Whole",135514,"2015-09","2015-09"
"Portugal","Whole",173684,"2015-09","2015-09"
"Sweden","Whole",347250,"2015-09","2015-09"
"Switzerland","Whole",325850,"2015-09","2015-09"
"USA","Whole",17045384,"2015-09","2015-09"
