"country","variant","weight","data_per","model_date"
"Austria","Whole",337508,"2017-04","2017-04"
"Brazil","Whole",1978618.8778,"2017-04","2017-04"
"Chile","Whole",324095,"2017-04","2017-04"
"China","Whole",26186519,"2017-04","2017-04"
"Czechia","Whole",263696,"2017-04","2017-04"
"Denmark","Whole",227800,"2017-04","2017-04"
"Finland","Buses",606,"2017-04","2017-04"
"Finland","HDV",3454,"2017-04","2017-04"
"Finland","Industry",39176,"2017-04","2017-04"
"Finland","Private",78147,"2017-04","2017-04"
"Finland","Vans",14592,"2017-04","2017-04"
"Finland","Whole",117323,"2017-04","2017-04"
"France","Whole",2072779,"2017-04","2017-04"
"Germany","Whole",3379643,"2017-04","2017-04"
"Indonesia","Whole",853185,"2017-04","2017-04"
"Ireland","Buses",370,"2017-04","2017-04"
"Ireland","HDV",2456,"2017-04","2017-04"
"Ireland","Vans",26077,"2017-04","2017-04"
"Ireland","Whole",137268,"2017-04","2017-04"
"Italy","NonRental",1493992,"2017-04","2017-04"
"Italy","Rental",407417,"2017-04","2017-04"
"Italy","Whole",1901409,"2017-04","2017-04"
"Japan","Whole",1096882,"2017-04","2017-04"
"Latvia","Whole",16439,"2017-04","2017-04"
"Luxembourg","HDV",1419,"2017-04","2017-04"
"Luxembourg","Vans",4405,"2017-04","2017-04"
"Luxembourg","Whole",50568,"2017-04","2017-04"
"Netherlands","Whole",408216,"2017-04","2017-04"
"New Zealand","Whole",310874,"2017-04","2017-04"
"Norway","Whole",155154,"2017-04","2017-04"
"Poland","Whole",165928,"2017-04","2017-04"
"Portugal","Whole",211623,"2017-04","2017-04"
"Spain","Whole",1221281,"2017-04","2017-04"
"Sweden","Whole",390163,"2017-04","2017-04"
"Switzerland","Whole",316591,"2017-04","2017-04"
"UK","Whole",2705499,"2017-04","2017-04"
"USA","Whole",17411070,"2017-04","2017-04"
