"country","variant","weight","data_per","model_date"
"Austria","Whole",331449,"2019-03","2019-03"
"Brazil","Whole",2528838.4244,"2019-03","2019-03"
"Chile","Whole",413588,"2019-03","2019-03"
"China","Whole",21830944,"2019-03","2019-03"
"Czechia","Whole",253180,"2019-03","2019-03"
"Denmark","Whole",227596,"2019-03","2019-03"
"Finland","Buses",462,"2019-03","2019-03"
"Finland","HDV",3908,"2019-03","2019-03"
"Finland","Industry",40924,"2019-03","2019-03"
"Finland","Private",74266,"2019-03","2019-03"
"Finland","Vans",15234,"2019-03","2019-03"
"Finland","Whole",115190,"2019-03","2019-03"
"France","Whole",2220687,"2019-03","2019-03"
"Germany","Whole",3437259,"2019-03","2019-03"
"Greece","Whole",32713,"2019-03","2019-03"
"Indonesia","Whole",845210,"2019-03","2019-03"
"Ireland","Buses",462,"2019-03","2019-03"
"Ireland","HDV",2096,"2019-03","2019-03"
"Ireland","Vans",23982,"2019-03","2019-03"
"Ireland","Whole",118033,"2019-03","2019-03"
"Israel","Vans",7510,"2019-03","2019-03"
"Israel","Whole",239279,"2019-03","2019-03"
"Italy","NonRental",1461600,"2019-03","2019-03"
"Italy","Rental",419300,"2019-03","2019-03"
"Italy","Whole",1880900,"2019-03","2019-03"
"Japan","Whole",1051176,"2019-03","2019-03"
"Latvia","Whole",17043,"2019-03","2019-03"
"Lithuania","Whole",12951,"2019-03","2019-03"
"Luxembourg","HDV",1241,"2019-03","2019-03"
"Luxembourg","Vans",5148,"2019-03","2019-03"
"Luxembourg","Whole",53382,"2019-03","2019-03"
"Netherlands","Whole",422735,"2019-03","2019-03"
"New Zealand","Whole",307498,"2019-03","2019-03"
"Norway","Whole",156121,"2019-03","2019-03"
"Poland","Whole",185199,"2019-03","2019-03"
"Portugal","Whole",224543,"2019-03","2019-03"
"Singapore","Whole",83185.5833333333,"2019-01","2019-03"
"South Korea","Whole",1738555,"2019-03","2019-03"
"Spain","2-Wheelers",180380,"2019-03","2019-03"
"Spain","Buses",3582,"2019-03","2019-03"
"Spain","HDV",23922,"2019-03","2019-03"
"Spain","Whole",1359851,"2019-03","2019-03"
"Spain","NonRental",969074,"2019-03","2019-03"
"Spain","Rental",390777,"2019-03","2019-03"
"Spain","Used",80076,"2019-03","2019-03"
"Spain","Vans",109574,"2019-03","2019-03"
"Sweden","Whole",351933,"2019-03","2019-03"
"Switzerland","Whole",300790,"2019-03","2019-03"
"Türkiye","Whole",613110,"2019-03","2019-03"
"UK","Whole",2349694,"2019-03","2019-03"
"USA","Whole",17105163,"2019-03","2019-03"
