"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",6833,"2024-06","2024-06"
"Albania","Buses",460,"2024-06","2024-06"
"Albania","HDV",916,"2024-06","2024-06"
"Albania","Whole",78842,"2024-06","2024-06"
"Australia","Whole",1209500,"2024-06","2024-06"
"Austria","Used",788387,"2024-06","2024-06"
"Austria","Whole",247573,"2024-06","2024-06"
"Belgium","Whole",439667,"2024-06","2024-06"
"Brazil","Whole",2323888,"2024-06","2024-06"
"Bulgaria","Whole",43141,"2024-06","2024-06"
"Canada","Pickups",367408,"2024-05","2024-06"
"Canada","Vans",63275,"2024-05","2024-06"
"Canada","Whole",1381126,"2024-05","2024-06"
"Chile","Whole",297140,"2024-06","2024-06"
"China","Whole",22005000,"2024-06","2024-06"
"Colombia","Whole",180752,"2024-06","2024-06"
"Croatia","Whole",62714,"2024-06","2024-06"
"Cyprus","Whole",15889,"2024-06","2024-06"
"Czechia","Whole",225092,"2024-06","2024-06"
"Denmark","HDV",2256,"2024-06","2024-06"
"Denmark","Industry",70166,"2024-06","2024-06"
"Denmark","Private",105211,"2024-06","2024-06"
"Denmark","Vans",28556,"2024-06","2024-06"
"Denmark","Whole",175377,"2024-06","2024-06"
"Estonia","Whole",20856,"2024-06","2024-06"
"Finland","Buses",394,"2024-06","2024-06"
"Finland","HDV",3818,"2024-06","2024-06"
"Finland","Industry",38548,"2024-06","2024-06"
"Finland","Private",41246,"2024-06","2024-06"
"Finland","Vans",10589,"2024-06","2024-06"
"Finland","Whole",79794,"2024-06","2024-06"
"France","Whole",1841179,"2024-06","2024-06"
"Georgia","Whole",152527,"2024-05","2024-06"
"Germany","Whole",2919380,"2024-06","2024-06"
"Greece","Whole",138105,"2024-06","2024-06"
"Hungary","Whole",114470,"2024-06","2024-06"
"Iceland","Whole",13213,"2024-06","2024-06"
"India","Whole",4132663,"2024-06","2024-06"
"Indonesia","Whole",714566,"2024-06","2024-06"
"Ireland","Buses",597,"2024-06","2024-06"
"Ireland","HDV",2924,"2024-06","2024-06"
"Ireland","Vans",31781,"2024-06","2024-06"
"Ireland","Whole",123838,"2024-06","2024-06"
"Israel","Vans",8682,"2024-06","2024-06"
"Israel","Whole",243134,"2024-06","2024-06"
"Italy","NonRental",1191647,"2024-06","2024-06"
"Italy","Rental",443191,"2024-06","2024-06"
"Italy","Whole",1634838,"2024-06","2024-06"
"Japan","Whole",2516772,"2024-06","2024-06"
"Latvia","Whole",17244,"2024-06","2024-06"
"Lithuania","Whole",27679,"2024-06","2024-06"
"Luxembourg","HDV",1460,"2024-06","2024-06"
"Luxembourg","Vans",4539,"2024-06","2024-06"
"Luxembourg","Whole",47745,"2024-06","2024-06"
"Malaysia","Whole",861317,"2024-06","2024-06"
"Malta","Whole",7609,"2024-06","2024-06"
"Nepal","3-Wheelers",13337,"2024-06","2024-06"
"Nepal","Whole",15927,"2024-06","2024-06"
"Netherlands","HDV",15195,"2024-06","2024-06"
"Netherlands","Used",255566,"2024-06","2024-06"
"Netherlands","Whole",354432,"2024-06","2024-06"
"New Zealand","Whole",230994,"2024-06","2024-06"
"Norway","Whole",122985,"2024-06","2024-06"
"Poland","Whole",513315,"2024-06","2024-06"
"Portugal","Whole",205885,"2024-06","2024-06"
"Romania","Whole",154471,"2024-06","2024-06"
"Singapore","Whole",35577,"2024-06","2024-06"
"Slovakia","Whole",92096,"2024-06","2024-06"
"Slovenia","Whole",49950,"2024-06","2024-06"
"South Korea","Whole",1643823,"2024-06","2024-06"
"Spain","2-Wheelers",217303,"2024-06","2024-06"
"Spain","Buses",3687,"2024-06","2024-06"
"Spain","HDV",27756,"2024-06","2024-06"
"Spain","Whole",994864,"2024-06","2024-06"
"Spain","NonRental",619202,"2024-06","2024-06"
"Spain","Rental",375662,"2024-06","2024-06"
"Spain","Used",107378,"2024-06","2024-06"
"Spain","Vans",117582,"2024-06","2024-06"
"Sweden","Whole",289205,"2024-06","2024-06"
"Switzerland","Whole",254007,"2024-06","2024-06"
"Thailand","3-Wheelers",688,"2024-06","2024-06"
"Thailand","Buses",6967,"2024-06","2024-06"
"Thailand","HDV",65904,"2024-06","2024-06"
"Thailand","Whole",738339,"2024-06","2024-06"
"Türkiye","Whole",1019751,"2024-06","2024-06"
"UK","Whole",1960097,"2024-06","2024-06"
"USA","Whole",15649537,"2024-06","2024-06"
