"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7391,"2024-12","2025-02"
"Albania","Buses",412,"2024-12","2025-02"
"Albania","HDV",966,"2024-12","2025-02"
"Albania","Whole",82824,"2025-02","2025-02"
"Argentina","Industry",41597,"2025-02","2025-02"
"Argentina","Private",257116,"2025-02","2025-02"
"Argentina","Whole",298713,"2025-02","2025-02"
"Australia","Whole",1177641,"2025-02","2025-02"
"Austria","Used",822664,"2025-02","2025-02"
"Austria","Whole",256294,"2025-02","2025-02"
"Belgium","Whole",438643,"2025-02","2025-02"
"Brazil","Whole",2513874,"2025-02","2025-02"
"Bulgaria","Whole",41543,"2025-02","2025-02"
"Canada","Pickups",373730,"2025-02","2025-02"
"Canada","Vans",71853,"2025-02","2025-02"
"Canada","Whole",1419810,"2025-02","2025-02"
"Chile","Whole",301407,"2025-02","2025-02"
"China","Whole",22929000,"2025-02","2025-02"
"Colombia","Whole",205274,"2025-02","2025-02"
"Croatia","Whole",64715,"2025-02","2025-02"
"Cyprus","Whole",14878,"2025-02","2025-02"
"Czechia","Whole",230030,"2025-02","2025-02"
"Denmark","HDV",2367,"2025-02","2025-02"
"Denmark","Industry",70420,"2025-02","2025-02"
"Denmark","Private",105411,"2025-02","2025-02"
"Denmark","Vans",27609,"2025-02","2025-02"
"Denmark","Whole",175831,"2025-02","2025-02"
"Estonia","Whole",23524,"2025-02","2025-02"
"Finland","Buses",560,"2025-02","2025-02"
"Finland","HDV",3281,"2025-02","2025-02"
"Finland","Industry",34815,"2025-02","2025-02"
"Finland","Private",37824,"2025-02","2025-02"
"Finland","Vans",9908,"2025-02","2025-02"
"Finland","Whole",72639,"2025-02","2025-02"
"France","Whole",1746538,"2025-02","2025-02"
"Georgia","Whole",143068,"2025-02","2025-02"
"Germany","Whole",2797464,"2025-02","2025-02"
"Greece","Whole",133349,"2025-02","2025-02"
"Hungary","Whole",122521,"2025-02","2025-02"
"Iceland","Whole",10214,"2025-02","2025-02"
"India","Whole",4251072,"2025-02","2025-02"
"Indonesia","Whole",665470,"2025-02","2025-02"
"Ireland","Buses",521,"2025-02","2025-02"
"Ireland","HDV",2872,"2025-02","2025-02"
"Ireland","Vans",29125,"2025-02","2025-02"
"Ireland","Whole",120940,"2025-02","2025-02"
"Israel","Vans",8844,"2025-02","2025-02"
"Israel","Whole",273249,"2025-02","2025-02"
"Italy","NonRental",1157983,"2025-02","2025-02"
"Italy","Rental",400092,"2025-02","2025-02"
"Italy","Whole",1558075,"2025-02","2025-02"
"Japan","Whole",2578224,"2025-02","2025-02"
"Latvia","Whole",17456,"2025-02","2025-02"
"Lithuania","Whole",31343,"2025-02","2025-02"
"Luxembourg","HDV",1155,"2025-02","2025-02"
"Luxembourg","Vans",4036,"2025-02","2025-02"
"Luxembourg","Whole",46540,"2025-02","2025-02"
"Malaysia","Whole",840417,"2025-02","2025-02"
"Malta","Whole",7409,"2025-02","2025-02"
"Nepal","3-Wheelers",18191,"2025-02","2025-02"
"Nepal","Whole",16101.57,"2025-02","2025-02"
"Netherlands","HDV",16267,"2025-02","2025-02"
"Netherlands","Used",278282,"2025-02","2025-02"
"Netherlands","Whole",372060,"2025-02","2025-02"
"New Zealand","Whole",218506,"2025-02","2025-02"
"Norway","Whole",135639,"2025-02","2025-02"
"Poland","Whole",551836,"2025-02","2025-02"
"Portugal","Whole",207432,"2025-02","2025-02"
"Romania","Whole",150803,"2025-02","2025-02"
"Singapore","Whole",44949,"2025-02","2025-02"
"Slovakia","Whole",91484,"2025-02","2025-02"
"Slovenia","Whole",53684,"2025-02","2025-02"
"South Korea","Whole",1632418,"2025-02","2025-02"
"Spain","2-Wheelers",234717,"2025-02","2025-02"
"Spain","Buses",4392,"2025-02","2025-02"
"Spain","HDV",31226,"2025-02","2025-02"
"Spain","Whole",1051721,"2025-02","2025-02"
"Spain","NonRental",657280,"2025-02","2025-02"
"Spain","Rental",394441,"2025-02","2025-02"
"Spain","Used",122196,"2025-02","2025-02"
"Spain","Vans",115174,"2025-02","2025-02"
"Sweden","Whole",280796,"2025-02","2025-02"
"Switzerland","Whole",243360,"2025-02","2025-02"
"Thailand","3-Wheelers",375,"2025-02","2025-02"
"Thailand","Buses",5358,"2025-02","2025-02"
"Thailand","HDV",52266,"2025-02","2025-02"
"Thailand","Whole",619862,"2025-02","2025-02"
"Türkiye","Whole",997723,"2025-02","2025-02"
"UK","Whole",1948415,"2025-02","2025-02"
"Uruguay","Whole",43271,"2025-02","2025-02"
"USA","Whole",15915150,"2025-02","2025-02"
