"country","variant","weight","data_per","model_date"
"Albania","Whole",57724,"2021-09","2021-09"
"Argentina","Industry",27455,"2021-09","2021-09"
"Argentina","Private",233560,"2021-09","2021-09"
"Argentina","Whole",261015,"2021-09","2021-09"
"Austria","Used",881928,"2021-09","2021-09"
"Austria","Whole",257982,"2021-09","2021-09"
"Belgium","Whole",118889,"2021-09","2021-09"
"Brazil","Whole",2124954.4076,"2021-09","2021-09"
"Bulgaria","Whole",25003,"2021-09","2021-09"
"Canada","Whole",1279867,"2021-08","2021-09"
"Chile","Whole",390964,"2021-09","2021-09"
"China","Whole",20791000,"2021-09","2021-09"
"Colombia","Whole",248046,"2021-09","2021-09"
"Croatia","Whole",46160.000001,"2021-09","2021-09"
"Czechia","Whole",216476,"2021-09","2021-09"
"Denmark","Industry",83241,"2021-09","2021-09"
"Denmark","Private",113962,"2021-09","2021-09"
"Denmark","Vans",33490,"2021-09","2021-09"
"Denmark","Whole",197203,"2021-09","2021-09"
"Estonia","Whole",7997,"2021-09","2021-09"
"Finland","Buses",378,"2021-09","2021-09"
"Finland","HDV",3653,"2021-09","2021-09"
"Finland","Industry",39584,"2021-09","2021-09"
"Finland","Private",62090,"2021-09","2021-09"
"Finland","Vans",13720,"2021-09","2021-09"
"Finland","Whole",101674,"2021-09","2021-09"
"France","Whole",1793544,"2021-09","2021-09"
"Germany","Whole",2893408,"2021-09","2021-09"
"Greece","Whole",35031.000001,"2021-09","2021-09"
"Hungary","Whole",132090,"2021-09","2021-09"
"Iceland","Whole",11909.999998,"2021-09","2021-09"
"India","Whole",3269925,"2021-09","2021-09"
"Indonesia","Whole",576356,"2021-09","2021-09"
"Ireland","Buses",328,"2021-09","2021-09"
"Ireland","HDV",2199,"2021-09","2021-09"
"Ireland","Vans",29171,"2021-09","2021-09"
"Ireland","Whole",104555,"2021-09","2021-09"
"Israel","Vans",8774,"2021-09","2021-09"
"Israel","Whole",266581,"2021-09","2021-09"
"Italy","NonRental",1241204,"2021-09","2021-09"
"Italy","Rental",354835,"2021-09","2021-09"
"Italy","Whole",1595520,"2021-09","2021-09"
"Japan","Whole",2520455,"2021-09","2021-09"
"Latvia","Whole",14721,"2021-09","2021-09"
"Lithuania","Whole",11314,"2021-09","2021-09"
"Luxembourg","HDV",1242,"2021-09","2021-09"
"Luxembourg","Vans",4730,"2021-09","2021-09"
"Luxembourg","Whole",46154,"2021-09","2021-09"
"Malaysia","Whole",520906,"2021-09","2021-09"
"Netherlands","HDV",11211,"2021-09","2021-09"
"Netherlands","Used",276040,"2021-09","2021-09"
"Netherlands","Whole",336116,"2021-09","2021-09"
"New Zealand","Whole",272226,"2021-09","2021-09"
"Norway","Whole",178011,"2021-09","2021-09"
"Poland","Whole",481511,"2021-09","2021-09"
"Portugal","Whole",152282,"2021-09","2021-09"
"Romania","Whole",122489.74998,"2021-09","2021-09"
"Singapore","Whole",46415.5,"2021-09","2021-09"
"Slovakia","Whole",27952,"2021-09","2021-09"
"Slovenia","Whole",53180,"2021-09","2021-09"
"South Korea","Whole",1798289,"2021-09","2021-09"
"Spain","2-Wheelers",181969,"2021-09","2021-09"
"Spain","Buses",2068,"2021-09","2021-09"
"Spain","HDV",21072,"2021-09","2021-09"
"Spain","Whole",937931,"2021-09","2021-09"
"Spain","NonRental",617900,"2021-09","2021-09"
"Spain","Rental",320031,"2021-09","2021-09"
"Spain","Used",85301,"2021-09","2021-09"
"Spain","Vans",96518,"2021-09","2021-09"
"Sweden","Whole",334503,"2021-09","2021-09"
"Switzerland","Whole",256789,"2021-09","2021-09"
"Thailand","3-Wheelers",178,"2021-09","2021-09"
"Thailand","Buses",3795,"2021-09","2021-09"
"Thailand","HDV",78478,"2021-09","2021-09"
"Thailand","Whole",806806,"2021-09","2021-09"
"Türkiye","Whole",689091,"2021-09","2021-09"
"UK","Whole",1704022,"2021-09","2021-09"
"USA","Whole",15841110,"2021-09","2021-09"
