"country","variant","weight","data_per","model_date"
"Albania","2-Wheelers",7272,"2024-10","2024-10"
"Albania","Buses",449,"2024-10","2024-10"
"Albania","HDV",952,"2024-10","2024-10"
"Albania","Whole",82945,"2024-10","2024-10"
"Australia","Whole",1201014,"2024-10","2024-10"
"Austria","Used",813255,"2024-10","2024-10"
"Austria","Whole",250401,"2024-10","2024-10"
"Belgium","Whole",456282,"2024-10","2024-10"
"Brazil","Whole",2440891,"2024-10","2024-10"
"Bulgaria","Whole",42856,"2024-10","2024-10"
"Canada","Pickups",368944,"2024-08","2024-10"
"Canada","Vans",64550,"2024-08","2024-10"
"Canada","Whole",1404535,"2024-08","2024-10"
"Chile","Whole",302035,"2024-10","2024-10"
"China","Whole",22254000,"2024-10","2024-10"
"Colombia","Whole",192151,"2024-10","2024-10"
"Croatia","Whole",64095,"2024-10","2024-10"
"Cyprus","Whole",15294,"2024-10","2024-10"
"Czechia","Whole",227604,"2024-10","2024-10"
"Denmark","HDV",2259,"2024-10","2024-10"
"Denmark","Industry",70515,"2024-10","2024-10"
"Denmark","Private",106117,"2024-10","2024-10"
"Denmark","Vans",28280,"2024-10","2024-10"
"Denmark","Whole",176632,"2024-10","2024-10"
"Estonia","Whole",22140,"2024-10","2024-10"
"Finland","Buses",529,"2024-10","2024-10"
"Finland","HDV",3453,"2024-10","2024-10"
"Finland","Industry",35802,"2024-10","2024-10"
"Finland","Private",38122,"2024-10","2024-10"
"Finland","Vans",9992,"2024-10","2024-10"
"Finland","Whole",73924,"2024-10","2024-10"
"France","Whole",1775011,"2024-10","2024-10"
"Georgia","Whole",146863,"2024-08","2024-10"
"Germany","Whole",2835650,"2024-10","2024-10"
"Greece","Whole",136397,"2024-10","2024-10"
"Hungary","Whole",115364,"2024-10","2024-10"
"Iceland","Whole",11226,"2024-10","2024-10"
"India","Whole",4249226,"2024-10","2024-10"
"Indonesia","Whole",690459,"2024-10","2024-10"
"Ireland","Buses",594,"2024-10","2024-10"
"Ireland","HDV",2906,"2024-10","2024-10"
"Ireland","Vans",30954,"2024-10","2024-10"
"Ireland","Whole",121043,"2024-10","2024-10"
"Israel","Vans",8267,"2024-10","2024-10"
"Israel","Whole",252595,"2024-10","2024-10"
"Italy","NonRental",1182597,"2024-10","2024-10"
"Italy","Rental",416826,"2024-10","2024-10"
"Italy","Whole",1599423,"2024-10","2024-10"
"Japan","Whole",2541259,"2024-10","2024-10"
"Latvia","Whole",16882,"2024-10","2024-10"
"Lithuania","Whole",28992,"2024-10","2024-10"
"Luxembourg","HDV",1212,"2024-10","2024-10"
"Luxembourg","Vans",4149,"2024-10","2024-10"
"Luxembourg","Whole",47046,"2024-10","2024-10"
"Malaysia","Whole",857452,"2024-10","2024-10"
"Malta","Whole",7654,"2024-10","2024-10"
"Nepal","3-Wheelers",16065,"2024-10","2024-10"
"Nepal","Whole",16117.5,"2024-10","2024-10"
"Netherlands","HDV",14535,"2024-10","2024-10"
"Netherlands","Used",268882,"2024-10","2024-10"
"Netherlands","Whole",358794,"2024-10","2024-10"
"New Zealand","Whole",233456,"2024-10","2024-10"
"Norway","Whole",127162,"2024-10","2024-10"
"Poland","Whole",530525,"2024-10","2024-10"
"Portugal","Whole",205536,"2024-10","2024-10"
"Romania","Whole",149568,"2024-10","2024-10"
"Singapore","Whole",41289,"2024-10","2024-10"
"Slovakia","Whole",90271,"2024-10","2024-10"
"Slovenia","Whole",52179,"2024-10","2024-10"
"South Korea","Whole",1638992,"2024-10","2024-10"
"Spain","2-Wheelers",224550,"2024-10","2024-10"
"Spain","Buses",4384,"2024-10","2024-10"
"Spain","HDV",30627,"2024-10","2024-10"
"Spain","Whole",1007374,"2024-10","2024-10"
"Spain","NonRental",629918,"2024-10","2024-10"
"Spain","Rental",377456,"2024-10","2024-10"
"Spain","Used",114624,"2024-10","2024-10"
"Spain","Vans",117103,"2024-10","2024-10"
"Sweden","Whole",280698,"2024-10","2024-10"
"Switzerland","Whole",248864,"2024-10","2024-10"
"Thailand","3-Wheelers",581,"2024-10","2024-10"
"Thailand","Buses",6286,"2024-10","2024-10"
"Thailand","HDV",61087,"2024-10","2024-10"
"Thailand","Whole",679312,"2024-10","2024-10"
"Türkiye","Whole",997349,"2024-10","2024-10"
"UK","Whole",1955999,"2024-10","2024-10"
"Uruguay","Whole",40445,"2024-10","2024-10"
"USA","Whole",15728690,"2024-10","2024-10"
