brand,model,scope,class,rule,units_total,units_last_12m,first_seen,last_seen
BAIC,BJ40,Whole,ICE,default-ice,351,259,2024-09,2026-08
BAIC,BJ40 2.3T AWD AT,Whole,ICE,default-ice,20,0,2023-11,2025-04
BAIC,BJ40 C,Whole,ICE,default-ice,1,1,2026-05,2026-05
BAIC,BJ60,Whole,ICE,default-ice,92,64,2024-11,2026-08
BAIC,BJ80,Whole,ICE,default-ice,1,0,2023-08,2023-08
BAIC,D20 HATCHBACK,Whole,ICE,default-ice,81,0,2018-10,2023-09
BAIC,EU5,Whole,BEV,bev-baic,291,260,2024-08,2026-08
BAIC,EU5 ELECTRICO,Whole,BEV,bev-token,1,0,2024-05,2024-05
BAIC,U5 PLUS,Whole,ICE,default-ice,464,338,2024-10,2026-08
BAIC,X25,Whole,ICE,default-ice,392,0,2018-02,2023-03
BAIC,X25EV,Whole,ICE,default-ice,1,0,2019-08,2019-08
BAIC,X35,Whole,ICE,default-ice,1517,330,2018-01,2026-08
BAIC,X55,Whole,ICE,default-ice,3236,1284,2018-01,2026-08
BAIC,X65,Whole,ICE,default-ice,5,0,2020-05,2023-03
BARRE,TOURING 1914 15HP,Whole,ICE,default-ice,1,0,2020-11,2020-11
BENTLEY,AZURE,Whole,ICE,default-ice,1,1,2026-05,2026-05
BENTLEY,CONTINENTAL,Whole,ICE,default-ice,2,1,2019-08,2026-08
BENTLEY,CONTINENTAL R,Whole,ICE,default-ice,2,2,2026-04,2026-08
BENTLEY,TURBO R,Whole,ICE,default-ice,1,1,2025-12,2025-12
BERLIET,DOBLE PHYTON,Whole,ICE,default-ice,1,0,2021-11,2021-11
BMW,116 D,Whole,ICE,default-ice,1,0,2022-10,2022-10
BMW,116I,Whole,ICE,default-ice,4,0,2018-08,2023-05
BMW,118,Whole,ICE,default-ice,514,352,2025-02,2026-08
BMW,118 D,Whole,ICE,default-ice,2,1,2020-07,2026-05
BMW,118D,Whole,ICE,default-ice,1,1,2026-05,2026-05
BMW,118I,Whole,ICE,default-ice,1241,1,2018-01,2025-12
BMW,120D,Whole,ICE,default-ice,1,0,2024-07,2024-07
BMW,120I,Whole,ICE,default-ice,176,0,2018-01,2023-01
BMW,135 I,Whole,ICE,default-ice,1,0,2023-07,2023-07
BMW,2002,Whole,ICE,default-ice,2,1,2023-12,2025-10
BMW,2002 TII,Whole,ICE,default-ice,2,0,2020-05,2022-06
BMW,218I,Whole,ICE,default-ice,73,0,2020-08,2023-09
BMW,220 I,Whole,ICE,default-ice,765,170,2018-01,2026-08
BMW,2800 CS,Whole,ICE,default-ice,3,0,2021-04,2025-01
BMW,3.0 CS,Whole,ICE,default-ice,3,1,2022-02,2025-12
BMW,3.0 CSI,Whole,ICE,default-ice,4,1,2020-03,2026-01
BMW,3.0 S,Whole,ICE,default-ice,1,0,2018-05,2018-05
BMW,316 IA,Whole,ICE,default-ice,1,0,2018-05,2018-05
BMW,316I,Whole,ICE,default-ice,1,0,2020-11,2020-11
BMW,318 IA,Whole,ICE,default-ice,1,0,2021-10,2021-10
BMW,318I,Whole,ICE,default-ice,5,3,2018-07,2026-08
BMW,320 D,Whole,ICE,default-ice,6,1,2018-02,2025-11
BMW,320 D TOURING,Whole,ICE,default-ice,1,0,2025-06,2025-06
BMW,320 I,Whole,ICE,default-ice,791,150,2018-01,2026-08
BMW,320 TD,Whole,ICE,default-ice,1,0,2018-10,2018-10
BMW,323I,Whole,ICE,default-ice,1,0,2023-05,2023-05
BMW,325 CI,Whole,ICE,default-ice,2,0,2021-01,2021-02
BMW,325 I,Whole,ICE,default-ice,6,0,2018-04,2024-01
BMW,325 IA,Whole,ICE,default-ice,1,0,2021-05,2021-05
BMW,325I,Whole,ICE,default-ice,3,0,2018-06,2024-04
BMW,328,Whole,ICE,default-ice,1,0,2018-11,2018-11
BMW,328 I,Whole,ICE,default-ice,6,0,2018-06,2024-01
BMW,328I X DRIVE,Whole,ICE,default-ice,2,1,2019-03,2026-08
BMW,328XI,Whole,ICE,default-ice,1,0,2018-06,2018-06
BMW,330 CI,Whole,ICE,default-ice,1,0,2022-02,2022-02
BMW,330 I A,Whole,ICE,default-ice,1,0,2023-06,2023-06
BMW,330E,Whole,PHEV,phev-bmw-mini-e-suffix,89,2,2023-10,2025-12
BMW,330I,Whole,ICE,default-ice,895,128,2018-01,2026-08
BMW,335I,Whole,ICE,default-ice,9,1,2018-04,2026-04
BMW,335XI,Whole,ICE,default-ice,1,0,2019-09,2019-09
BMW,428I,Whole,ICE,default-ice,1,0,2024-09,2024-09
BMW,430I,Whole,ICE,default-ice,484,70,2018-01,2026-08
BMW,435I,Whole,ICE,default-ice,5,0,2018-01,2019-09
BMW,440I,Whole,ICE,default-ice,101,0,2018-01,2020-12
BMW,520 I,Whole,ICE,default-ice,2,0,2024-10,2024-11
BMW,525 D,Whole,ICE,default-ice,1,1,2026-03,2026-03
BMW,525 IA,Whole,ICE,default-ice,1,1,2025-11,2025-11
BMW,525I,Whole,ICE,default-ice,4,1,2018-10,2026-04
BMW,528 I,Whole,ICE,default-ice,4,1,2018-06,2026-03
BMW,530D A,Whole,ICE,default-ice,1,0,2023-03,2023-03
BMW,530I,Whole,ICE,default-ice,90,0,2018-08,2025-02
BMW,535 I,Whole,ICE,default-ice,6,0,2018-02,2019-05
BMW,535 XI,Whole,ICE,default-ice,1,0,2023-09,2023-09
BMW,540I,Whole,ICE,default-ice,85,0,2018-01,2022-05
BMW,550E XDRIVE,Whole,PHEV,phev-bmw-mini-e-suffix,27,8,2024-11,2026-07
BMW,635 CSI,Whole,ICE,default-ice,2,1,2018-12,2026-05
BMW,640 I,Whole,ICE,default-ice,1,0,2020-02,2020-02
BMW,645CI,Whole,ICE,default-ice,1,0,2018-03,2018-03
BMW,650 I,Whole,ICE,default-ice,3,0,2018-09,2021-06
BMW,650I,Whole,ICE,default-ice,1,0,2018-09,2018-09
BMW,735 LI,Whole,ICE,default-ice,1,0,2023-11,2023-11
BMW,740 IL,Whole,ICE,default-ice,1,1,2026-05,2026-05
BMW,750 I,Whole,ICE,default-ice,11,0,2018-01,2024-12
BMW,750LI XDRIVE,Whole,ICE,default-ice,2,0,2021-05,2024-04
BMW,760I X DRIVE MHEV,Whole,MHEV,mhev-token,4,3,2025-08,2026-05
BMW,840 CI,Whole,ICE,default-ice,2,1,2025-07,2026-03
BMW,850 I,Whole,ICE,default-ice,2,1,2021-10,2025-12
BMW,850I,Whole,ICE,default-ice,2,2,2026-01,2026-05
BMW,I8,Whole,PHEV,phev-bmw-mini-e-suffix,2,0,2019-01,2023-07
BMW,IX2 XDRIVE30,Whole,BEV,bev-bmw-i,34,11,2024-10,2026-08
BMW,M 140 I,Whole,ICE,default-ice,61,0,2018-01,2020-09
BMW,M 240 I,Whole,ICE,default-ice,194,0,2018-01,2024-11
BMW,M 3,Whole,ICE,default-ice,40,2,2018-01,2026-07
BMW,M 5,Whole,ICE,default-ice,28,0,2018-03,2024-09
BMW,M135 I,Whole,ICE,default-ice,12,0,2020-01,2020-09
BMW,M135 XDRIVE,Whole,ICE,default-ice,253,147,2025-02,2026-08
BMW,M135I XDRIVE,Whole,ICE,default-ice,233,0,2020-07,2025-02
BMW,M2,Whole,ICE,default-ice,220,114,2018-01,2026-08
BMW,M2 COMPETITION,Whole,ICE,default-ice,1,0,2024-12,2024-12
BMW,M2 CS,Whole,ICE,default-ice,3,3,2026-02,2026-08
BMW,M235I,Whole,ICE,default-ice,2,0,2018-01,2018-06
BMW,M235I XDRIVE,Whole,ICE,default-ice,33,0,2022-07,2024-10
BMW,M240I,Whole,ICE,default-ice,208,0,2018-04,2021-08
BMW,M240I XDRIVE,Whole,ICE,default-ice,455,219,2022-06,2026-08
BMW,M3,Whole,ICE,default-ice,3,1,2021-12,2026-04
BMW,M3 COMPETITION,Whole,ICE,default-ice,29,3,2024-07,2026-05
BMW,M3 COMPETITION M XDRIVE,Whole,ICE,default-ice,18,18,2026-04,2026-08
BMW,M3 E30,Whole,ICE,default-ice,1,0,2019-08,2019-08
BMW,M340I,Whole,ICE,default-ice,1,0,2025-08,2025-08
BMW,M340I XDRIVE,Whole,ICE,default-ice,362,94,2020-07,2026-08
BMW,M4,Whole,ICE,default-ice,19,0,2018-01,2021-05
BMW,M4 COMPETITION,Whole,ICE,default-ice,34,1,2023-09,2026-04
BMW,M4 COMPETITION M XDRIVE,Whole,ICE,default-ice,9,9,2026-04,2026-08
BMW,M440I XDRIVE,Whole,ICE,default-ice,52,2,2021-09,2026-08
BMW,M5 PHEV,Whole,PHEV,phev-token,31,24,2025-08,2026-08
BMW,M6,Whole,ICE,default-ice,5,0,2018-09,2025-03
BMW,M850I XDRIVE,Whole,ICE,default-ice,10,1,2019-11,2025-10
BMW,X1,Whole,ICE,default-ice,1,1,2026-05,2026-05
BMW,X1 1.8 S-DRIVE,Whole,ICE,default-ice,1,1,2026-05,2026-05
BMW,X1 1.8I,Whole,ICE,default-ice,220,0,2018-04,2021-11
BMW,X1 18I,Whole,ICE,default-ice,77,0,2019-04,2021-11
BMW,X1 2.8 I,Whole,ICE,default-ice,1,0,2018-09,2018-09
BMW,X1 2.8I SPORT,Whole,ICE,default-ice,2,1,2025-08,2025-10
BMW,X1 20I,Whole,ICE,default-ice,348,0,2018-01,2020-09
BMW,X1 25I,Whole,ICE,default-ice,387,0,2018-01,2022-12
BMW,X1 SDRIVE 18I,Whole,ICE,default-ice,677,380,2020-07,2026-08
BMW,X1 SDRIVE 20D,Whole,ICE,default-ice,1,0,2021-10,2021-10
BMW,X1 SDRIVE 20I,Whole,ICE,default-ice,204,0,2020-06,2023-12
BMW,X1 SDRIVE 28I,Whole,ICE,default-ice,1,0,2022-08,2022-08
BMW,X1 SDRIVE20D MHEV,Whole,MHEV,mhev-token,103,103,2026-02,2026-08
BMW,X1 XDRIVE 20I,Whole,ICE,default-ice,409,162,2023-09,2026-08
BMW,X1 XDRIVE25E,Whole,PHEV,phev-bmw-mini-e-suffix,77,46,2024-10,2026-08
BMW,X2 20I,Whole,ICE,default-ice,305,0,2018-05,2021-11
BMW,X2 M35I,Whole,ICE,default-ice,58,0,2019-10,2024-10
BMW,X2 SDRIVE 20I,Whole,ICE,default-ice,236,2,2020-07,2026-01
BMW,X2 XDRIVE20I,Whole,ICE,default-ice,434,182,2024-10,2026-08
BMW,X3,Whole,ICE,default-ice,2,2,2026-02,2026-03
BMW,X3 2.0 D,Whole,ICE,default-ice,2,0,2018-09,2019-08
BMW,X3 2.0I,Whole,ICE,default-ice,15,0,2018-01,2020-06
BMW,X3 2.5I,Whole,ICE,default-ice,1,0,2018-10,2018-10
BMW,X3 20 XDRIVE MHEV,Whole,MHEV,mhev-token,378,314,2025-03,2026-08
BMW,X3 20I,Whole,ICE,default-ice,42,0,2018-01,2020-03
BMW,X3 28I,Whole,ICE,default-ice,22,1,2018-01,2025-10
BMW,X3 3.0 SD,Whole,ICE,default-ice,1,0,2023-01,2023-01
BMW,X3 3.0D,Whole,ICE,default-ice,2,0,2018-12,2024-01
BMW,X3 3.0I,Whole,ICE,default-ice,181,0,2018-04,2023-07
BMW,X3 30 XDRIVE MHEV,Whole,MHEV,mhev-token,134,134,2026-04,2026-08
BMW,X3 35I,Whole,ICE,default-ice,24,0,2018-01,2021-11
BMW,X3 D,Whole,ICE,default-ice,1,0,2018-12,2018-12
BMW,X3 M,Whole,ICE,default-ice,10,0,2021-01,2024-10
BMW,X3 M40I,Whole,ICE,default-ice,34,0,2018-04,2022-02
BMW,X3 M50 XDRIVE MHEV,Whole,MHEV,mhev-token,205,155,2025-01,2026-08
BMW,X3 XDRIVE 20D,Whole,ICE,default-ice,2,0,2019-09,2020-03
BMW,X3 XDRIVE 20I,Whole,ICE,default-ice,42,0,2022-08,2025-05
BMW,X3 XDRIVE 28I,Whole,ICE,default-ice,3,1,2023-04,2026-07
BMW,X3 XDRIVE 30E,Whole,PHEV,phev-bmw-mini-e-suffix,120,1,2022-12,2025-12
BMW,X3 XDRIVE 30I,Whole,ICE,default-ice,232,3,2020-07,2026-07
BMW,X4 20I,Whole,ICE,default-ice,141,0,2018-03,2025-08
BMW,X4 28I,Whole,ICE,default-ice,165,1,2018-01,2026-04
BMW,X4 30I X DRIVE,Whole,ICE,default-ice,331,136,2019-07,2026-08
BMW,X4 35I,Whole,ICE,default-ice,43,0,2018-01,2021-11
BMW,X4 M40I,Whole,ICE,default-ice,17,0,2019-10,2022-08
BMW,X5,Whole,ICE,default-ice,12,5,2018-07,2026-04
BMW,X5 3.0D,Whole,ICE,default-ice,3,1,2019-04,2026-05
BMW,X5 35I,Whole,ICE,default-ice,59,1,2018-01,2026-06
BMW,X5 4.4,Whole,ICE,default-ice,1,0,2025-01,2025-01
BMW,X5 4.4I,Whole,ICE,default-ice,1,0,2019-09,2019-09
BMW,X5 40I X DRIVE,Whole,ICE,default-ice,52,0,2019-07,2022-09
BMW,X5 50I,Whole,ICE,default-ice,9,0,2018-01,2020-08
BMW,X5 M,Whole,ICE,default-ice,10,0,2018-03,2019-04
BMW,X5 SDRIVE 40I,Whole,ICE,default-ice,1,1,2026-04,2026-04
BMW,X5 XDRIVE 30D,Whole,ICE,default-ice,2,1,2021-02,2025-10
BMW,X5 XDRIVE 30I,Whole,ICE,default-ice,1,0,2021-05,2021-05
BMW,X5 XDRIVE 35I,Whole,ICE,default-ice,1,0,2023-08,2023-08
BMW,X5 XDRIVE 40D,Whole,ICE,default-ice,52,0,2018-01,2021-01
BMW,X5 XDRIVE 50I,Whole,ICE,default-ice,5,0,2018-01,2019-07
BMW,X5 XDRIVE40I MHEV,Whole,MHEV,mhev-token,137,45,2024-02,2026-07
BMW,X6 35I,Whole,ICE,default-ice,89,0,2018-01,2023-10
BMW,X6 50I,Whole,ICE,default-ice,4,0,2018-01,2021-07
BMW,X6 M,Whole,ICE,default-ice,16,0,2018-02,2022-12
BMW,X6 M COMPETITION MHEV,Whole,MHEV,mhev-token,57,29,2024-12,2026-08
BMW,X6 XDRIVE 35I,Whole,ICE,default-ice,1,1,2026-03,2026-03
BMW,X6 XDRIVE 40I,Whole,ICE,default-ice,36,0,2020-07,2022-12
BMW,X6 XDRIVE40I M SPORT MHEV,Whole,MHEV,mhev-token,139,53,2024-06,2026-08
BMW,X7 M50I,Whole,ICE,default-ice,3,0,2021-06,2023-02
BMW,X7 M60I XDRIVE MHEV,Whole,MHEV,mhev-token,17,8,2024-08,2026-07
BMW,Z1,Whole,ICE,default-ice,1,0,2021-01,2021-01
BMW,Z3,Whole,ICE,default-ice,14,4,2019-01,2026-08
BMW,Z3 1.8,Whole,ICE,default-ice,2,0,2018-08,2024-01
BMW,Z3 2.0,Whole,ICE,default-ice,1,0,2023-07,2023-07
BMW,Z3 2.2,Whole,ICE,default-ice,1,1,2026-03,2026-03
BMW,Z3 2.2 I,Whole,ICE,default-ice,1,1,2025-10,2025-10
BMW,Z3 2.2I ROADSTER,Whole,ICE,default-ice,1,1,2026-05,2026-05
BMW,Z3 2.8,Whole,ICE,default-ice,3,0,2018-06,2024-01
BMW,Z3 3.0,Whole,ICE,default-ice,1,0,2020-01,2020-01
BMW,Z3 M,Whole,ICE,default-ice,4,1,2019-07,2025-11
BMW,Z3 M ROADSTER,Whole,ICE,default-ice,14,1,2019-04,2025-12
BMW,Z3 M ROADSTER 2D,Whole,ICE,default-ice,1,0,2022-06,2022-06
BMW,Z3 ROADSTER,Whole,ICE,default-ice,5,1,2018-03,2026-03
BMW,Z4 2.2,Whole,ICE,default-ice,3,1,2018-04,2026-06
BMW,Z4 2.5,Whole,ICE,default-ice,3,1,2021-06,2026-04
BMW,Z4 2.5I,Whole,ICE,default-ice,3,1,2022-06,2026-06
BMW,Z4 20I,Whole,ICE,default-ice,3,0,2018-07,2021-03
BMW,Z4 23I,Whole,ICE,default-ice,1,0,2018-08,2018-08
BMW,Z4 3.0,Whole,ICE,default-ice,1,1,2025-12,2025-12
BMW,Z4 3.0 SI,Whole,ICE,default-ice,3,0,2019-08,2019-12
BMW,Z4 3.0I,Whole,ICE,default-ice,17,0,2019-01,2024-10
BMW,Z4 35I,Whole,ICE,default-ice,1,0,2019-01,2019-01
BMW,Z4 35IS,Whole,ICE,default-ice,1,0,2018-02,2018-02
BMW,Z4 M,Whole,ICE,default-ice,1,1,2026-08,2026-08
BMW,Z4 SDRIVE 30I,Whole,ICE,default-ice,42,27,2021-12,2026-08
BMW,Z8,Whole,ICE,default-ice,4,2,2018-12,2026-06
BORGWARD,BX5 1.8T ULTIMATE AWD AT,Whole,ICE,default-ice,1,0,2024-04,2024-04
BORGWARD,BX7 ULTIMATE AWD 7SEATS,Whole,ICE,default-ice,1,0,2024-04,2024-04
BRILLIANCE,H530,Whole,ICE,default-ice,1,0,2024-07,2024-07
BUICK,INVICTA,Whole,ICE,default-ice,1,0,2021-09,2021-09
BUICK,RIVIERA,Whole,ICE,default-ice,1,0,2019-11,2019-11
BUICK,SPECIAL,Whole,ICE,default-ice,1,1,2025-12,2025-12
BYD,ATTO 2 DM-I GS,Whole,PHEV,phev-dm-idm,3097,3097,2026-02,2026-08
BYD,DOLPHIN MINI EV GL,Whole,BEV,bev-token,154,154,2025-10,2026-08
BYD,DOLPHIN MINI EV GS,Whole,BEV,bev-token,2857,2857,2025-10,2026-08
BYD,SEAL 5 DM-I,Whole,PHEV,phev-dm-idm,4,4,2026-08,2026-08
BYD,SEAL U DM-I GS,Whole,PHEV,phev-dm-idm,363,363,2026-06,2026-08
BYD,SHARK DMO,Pickups,PHEV,phev-dm-idm,1,1,2026-01,2026-01
BYD,SHARK DMO GS,Pickups,PHEV,phev-dm-idm,466,466,2026-04,2026-08
BYD,SHARK GS,Pickups,PHEV,phev-byd-shark,2,2,2026-01,2026-01
BYD,SONG PRO DM-I,Whole,PHEV,phev-dm-idm,1,1,2026-06,2026-06
BYD,SONG PRO DM-I GL,Whole,PHEV,phev-dm-idm,295,295,2025-09,2026-08
BYD,SONG PRO DM-I GS,Whole,PHEV,phev-dm-idm,3021,3021,2025-09,2026-08
BYD,YUAN PRO EV GS,Whole,BEV,bev-token,1078,1078,2025-09,2026-08
CADILLAC,BROUGHAM,Whole,ICE,default-ice,1,1,2025-11,2025-11
CADILLAC,CATERA,Whole,ICE,default-ice,1,0,2023-11,2023-11
CADILLAC,CTS,Whole,ICE,default-ice,1,0,2023-08,2023-08
CADILLAC,DEVILLE,Whole,ICE,default-ice,1,0,2020-02,2020-02
CADILLAC,EL DORADO,Whole,ICE,default-ice,2,0,2018-09,2024-11
CADILLAC,ESCALADE,Whole,ICE,default-ice,1,1,2025-12,2025-12
CADILLAC,ESCALADE ESV,Whole,ICE,default-ice,1,1,2025-12,2025-12
CADILLAC,ESCALADE SPORT PLATINUM,Whole,ICE,default-ice,2,2,2026-02,2026-05
CADILLAC,SRX,Whole,ICE,default-ice,1,0,2023-04,2023-04
CADILLAC,TOURING,Whole,ICE,default-ice,1,0,2022-08,2022-08
CADILLAC,XT4 LUXURY SPORT,Whole,ICE,default-ice,1,1,2026-07,2026-07
CHANGAN,CS15,Whole,ICE,default-ice,2,0,2018-10,2018-10
CHANGAN,CS15 COMFORT DCT,Whole,ICE,default-ice,20,0,2019-02,2021-08
CHANGAN,CS15 COMFORT MT,Whole,ICE,default-ice,19,0,2019-01,2021-06
CHANGAN,CS15 LUXURY DCT,Whole,ICE,default-ice,26,0,2018-11,2021-02
CHANGAN,CS55 PLUS,Whole,PHEV,phev-changan-cs55plus,1309,1309,2025-12,2026-08
CHANGAN,CS75 ELITE AT 2WD,Whole,ICE,default-ice,20,0,2018-11,2021-09
CHANGAN,CS75 LUXURY AT 4WD,Whole,ICE,default-ice,2,0,2020-08,2020-08
CHANGAN,DEEPAL S05,Whole,BEV,bev-changan,2,2,2026-06,2026-06
CHANGAN,DEEPAL S07 REEV,Whole,EREV,erev-token,1,1,2026-04,2026-04
CHANGAN,E STAR,Whole,ICE,default-ice,1,1,2026-07,2026-07
CHANGAN,EADO PLUS PHEV,Whole,PHEV,phev-token,3,3,2026-08,2026-08
CHANGAN,MD201,Pickups,ICE,default-ice,309,3,2019-09,2026-06
CHANGAN,MD201 BOX,Pickups,ICE,default-ice,92,0,2019-08,2025-03
CHANGAN,MD201 BOX REFRIGERADA,Pickups,ICE,default-ice,51,0,2021-06,2025-07
CHANGAN,NEW CS35 PLUS CONFORT AT,Whole,ICE,default-ice,1,1,2026-05,2026-05
CHERY,ARRIZO 3 1.5 COMFORT,Whole,ICE,default-ice,1,0,2018-08,2018-08
CHERY,ARRIZO 5 1.5 COMFORT MT,Whole,ICE,default-ice,125,0,2018-01,2023-08
CHERY,ARRIZO 5 1.5 LUXURY CVT,Whole,ICE,default-ice,173,0,2018-01,2023-08
CHERY,ARRIZO 5 1.5 LUXURY MT,Whole,ICE,default-ice,167,0,2018-01,2024-02
CHERY,ARRIZO 8 HYBRID 1.5T PHEV COMFORT,Whole,PHEV,phev-token,240,240,2026-02,2026-08
CHERY,FACE,Whole,ICE,default-ice,1,0,2019-08,2019-08
CHERY,FULWIN HATCHBACK,Whole,ICE,default-ice,144,0,2018-01,2025-07
CHERY,FULWIN SEDAN,Whole,ICE,default-ice,54,0,2018-01,2022-03
CHERY,HIMLA 2.3TDI AT8 4X4 LUXURY,Pickups,ICE,default-ice,1,1,2026-08,2026-08
CHERY,NEW QQ CONFORT,Whole,ICE,default-ice,2,0,2018-01,2020-09
CHERY,QQ 1.0 LOOK,Whole,ICE,default-ice,1,0,2025-06,2025-06
CHERY,QQ BASIC,Whole,ICE,default-ice,1,0,2021-07,2021-07
CHERY,QQ COMFORT CS,Whole,ICE,default-ice,984,0,2018-01,2024-10
CHERY,QQ CONFORT,Whole,ICE,default-ice,1,0,2019-03,2019-03
CHERY,QQ LIGHT,Whole,ICE,default-ice,2,0,2018-05,2020-12
CHERY,QQ LIGHT LS,Whole,ICE,default-ice,1160,0,2018-01,2025-07
CHERY,SKIN HATCHBACK,Whole,ICE,default-ice,2,0,2018-04,2018-04
CHERY,TIGGO 1.6 COMFORT,Whole,ICE,default-ice,1,0,2019-10,2019-10
CHERY,TIGGO 2 - 1.5 LUXURY MT,Whole,ICE,default-ice,903,0,2018-05,2023-02
CHERY,TIGGO 2 1.5 COMFORT AT,Whole,ICE,default-ice,128,0,2019-02,2025-04
CHERY,TIGGO 2 1.5 COMFORT MT,Whole,ICE,default-ice,538,0,2018-05,2022-11
CHERY,TIGGO 2 GLS 1.5 MT,Whole,ICE,default-ice,2,1,2024-10,2026-08
CHERY,TIGGO 2 GLX 1.5,Whole,ICE,default-ice,1,1,2026-02,2026-02
CHERY,TIGGO 2 PRO,Whole,ICE,default-ice,1,1,2026-06,2026-06
CHERY,TIGGO 2 PRO 1.5 5MT COMFORT,Whole,ICE,default-ice,48,0,2021-11,2024-12
CHERY,TIGGO 2 PRO 1.5 5MT LUXURY,Whole,ICE,default-ice,194,0,2021-11,2025-03
CHERY,TIGGO 2 PRO 1.5 CVT COMFORT,Whole,ICE,default-ice,138,0,2021-11,2025-05
CHERY,TIGGO 2 PRO MAX 1.5L CVT COMFORT,Whole,ICE,default-ice,107,107,2025-10,2026-08
CHERY,TIGGO 2 PRO MAX 1.5L MT COMFORT,Whole,ICE,default-ice,101,101,2025-11,2026-08
CHERY,TIGGO 2 PRO MAX GL1.5,Whole,ICE,default-ice,2,2,2026-04,2026-08
CHERY,TIGGO 2.0,Whole,ICE,default-ice,1,0,2018-02,2018-02
CHERY,TIGGO 2.0 COMFORT,Whole,ICE,default-ice,4,0,2018-03,2019-11
CHERY,TIGGO 2.0I LUXURY,Whole,ICE,default-ice,2,0,2018-02,2018-04
CHERY,TIGGO 3 1.6 COMFORT,Whole,ICE,default-ice,1182,0,2018-01,2022-05
CHERY,TIGGO 3 1.6 LUXURY CVT,Whole,ICE,default-ice,1098,0,2018-01,2024-03
CHERY,TIGGO 3 1.6 LUXURY MT,Whole,ICE,default-ice,730,0,2018-01,2023-05
CHERY,TIGGO 3 GLS 1.5,Whole,ICE,default-ice,2,1,2023-07,2026-02
CHERY,TIGGO 3 GLS 1.6,Whole,ICE,default-ice,1,0,2020-05,2020-05
CHERY,TIGGO 3 GLS CVT 1.5 AT,Whole,ICE,default-ice,1,1,2026-04,2026-04
CHERY,TIGGO 4 1.5 5MT COMFORT,Whole,ICE,default-ice,168,0,2021-11,2025-04
CHERY,TIGGO 4 1.5 CVT COMFORT,Whole,ICE,default-ice,246,2,2021-12,2026-03
CHERY,TIGGO 4 2.0 COMFORT CVT,Whole,ICE,default-ice,357,0,2020-11,2023-01
CHERY,TIGGO 4 2.0 COMFORT MT,Whole,ICE,default-ice,181,1,2020-11,2026-03
CHERY,TIGGO 4 HYBRID 1.5L HEV PREMIUM,Whole,HEV,hev-token,1131,1131,2025-10,2026-08
CHERY,TIGGO 4 PRO 1.5 5MT COMFORT,Whole,ICE,default-ice,186,1,2023-01,2026-02
CHERY,TIGGO 4 PRO 1.5 5MT CONFORT,Whole,ICE,default-ice,108,0,2022-07,2024-12
CHERY,TIGGO 4 PRO 1.5 CVT COMFORT,Whole,ICE,default-ice,343,47,2022-09,2026-08
CHERY,TIGGO 4 PRO 1.5 CVT CONFORT,Whole,ICE,default-ice,5,0,2022-09,2023-04
CHERY,TIGGO 4 PRO 1.5T CVT LUXURY,Whole,ICE,default-ice,1060,195,2022-07,2026-08
CHERY,TIGGO 5 2.0 COMFORT,Whole,ICE,default-ice,110,0,2018-01,2021-05
CHERY,TIGGO 5 2.0 COMFORT CVT,Whole,ICE,default-ice,203,0,2018-01,2021-10
CHERY,TIGGO 5 2.0 LUXURY CVT,Whole,ICE,default-ice,1540,1,2018-01,2026-06
CHERY,TIGGO 5 2.0 LUXURY MT,Whole,ICE,default-ice,517,0,2018-01,2023-09
CHERY,TIGGO 5 2.0 MT COMFORT,Whole,ICE,default-ice,345,0,2018-01,2021-08
CHERY,TIGGO 5X,Whole,ICE,default-ice,1,1,2026-03,2026-03
CHERY,TIGGO 7,Whole,ICE,default-ice,4,2,2019-08,2026-05
CHERY,TIGGO 7 1.5T LUXURY 6MT,Whole,ICE,default-ice,2,0,2019-05,2020-03
CHERY,TIGGO 7 PRO HYBRID 1.5T MHEV PREMIUM,Whole,MHEV,mhev-token,2491,2491,2025-10,2026-08
CHERY,TIGGO 7 PRO HYBRID 1.5T PHEV PREMIUM,Whole,PHEV,phev-token,155,155,2026-06,2026-08
CHERY,TIGGO 8 1.5T 6DCT LUXURY,Whole,ICE,default-ice,1,0,2022-07,2022-07
CHERY,TIGGO 8 PLUS,Whole,ICE,default-ice,1,0,2025-07,2025-07
CHERY,TIGGO 8 PRO 1.6T 7DCT LUXURY,Whole,ICE,default-ice,51,1,2023-03,2026-05
CHERY,TIGGO 8 PRO 290T 1.6T 7DCT LUXURY,Whole,ICE,default-ice,100,100,2025-10,2026-08
CHERY,TIGGO 8 PRO GLX DCT 1.6 AUT,Whole,ICE,default-ice,1,1,2025-12,2025-12
CHEVROLET,1500 SILVERADO 4X2 (CAB.Y MEDIA),Pickups,ICE,default-ice,1,1,2026-07,2026-07
CHEVROLET,3200,Pickups,ICE,default-ice,1,0,2018-02,2018-02
CHEVROLET,AGILE 5P LT SPIRIT 1.4,Whole,ICE,default-ice,1,0,2020-10,2020-10
CHEVROLET,AGILE LS 5P 1.4N,Whole,ICE,default-ice,9,0,2018-01,2019-08
CHEVROLET,AGILE LT 5P 1.4N,Whole,ICE,default-ice,10,0,2018-01,2024-12
CHEVROLET,ASTRO,Whole,ICE,default-ice,1,1,2026-08,2026-08
CHEVROLET,ASTRO EXT,Whole,ICE,default-ice,1,1,2026-03,2026-03
CHEVROLET,ASTRO EXT ABS,Whole,ICE,default-ice,1,0,2023-07,2023-07
