group,year,bev_share,ice_share,phev_share
world,2015.0,0.3441,99.5878,0.1340
world,2015.1,0.3677,99.5593,0.1414
world,2015.2,0.3925,99.5293,0.1490
world,2015.3,0.4186,99.4975,0.1569
world,2015.4,0.4460,99.4641,0.1652
world,2015.5,0.4748,99.4287,0.1738
world,2015.6,0.5051,99.3916,0.1827
world,2015.7,0.5367,99.3524,0.1920
world,2015.8,0.5699,99.3112,0.2016
world,2015.9,0.6046,99.2680,0.2115
world,2016.0,0.6408,99.2226,0.2217
world,2016.1,0.6788,99.1086,0.2986
world,2016.2,0.7185,99.0601,0.3079
world,2016.3,0.7600,99.0084,0.3183
world,2016.4,0.8033,98.9538,0.3294
world,2016.5,0.8485,98.8963,0.3411
world,2016.6,0.8957,98.8361,0.3532
world,2016.7,0.9448,98.7729,0.3658
world,2016.8,0.9959,98.7068,0.3788
world,2016.9,1.0491,98.6377,0.3922
world,2017.0,1.1044,98.5655,0.4059
world,2017.1,1.1619,98.4894,0.4208
world,2017.2,1.2217,98.4099,0.4360
world,2017.3,1.2838,98.3270,0.4517
world,2017.4,1.3482,98.2406,0.4679
world,2017.5,1.4149,98.1505,0.4846
world,2017.6,1.4840,98.0566,0.5017
world,2017.7,1.5556,97.9589,0.5193
world,2017.8,1.6297,97.8573,0.5374
world,2017.9,1.7064,97.7517,0.5559
world,2018.0,1.7857,97.6420,0.5748
world,2018.1,1.8683,97.5279,0.6056
world,2018.2,1.9532,97.4095,0.6392
world,2018.3,2.0407,97.2867,0.6745
world,2018.4,2.1310,97.1594,0.7115
world,2018.5,2.2242,97.0274,0.7502
world,2018.6,2.3203,96.8908,0.7908
world,2018.7,2.4193,96.7493,0.8332
world,2018.8,2.5213,96.6028,0.8775
world,2018.9,2.6264,96.4513,0.9238
world,2019.0,2.7346,96.2946,0.9721
world,2019.1,2.8460,96.1327,1.0225
world,2019.2,2.9606,95.9654,1.0750
world,2019.3,3.0785,95.7926,1.1298
world,2019.4,3.1997,95.6142,1.1870
world,2019.5,3.3242,95.4301,1.2464
world,2019.6,3.4522,95.2401,1.3083
world,2019.7,3.5837,95.0443,1.3727
world,2019.8,3.7187,94.8424,1.4395
world,2019.9,3.8572,94.6344,1.5089
world,2020.0,3.9994,94.4201,1.5810
world,2020.1,4.1452,94.1995,1.6557
world,2020.2,4.2948,93.9724,1.7332
world,2020.3,4.4482,93.7387,1.8135
world,2020.4,4.6054,93.4984,1.8966
world,2020.5,4.7664,93.2514,1.9825
world,2020.6,4.9314,92.9974,2.0715
world,2020.7,5.1004,92.7366,2.1634
world,2020.8,5.2734,92.4687,2.2583
world,2020.9,5.4505,92.1937,2.3562
world,2021.0,5.6317,91.9114,2.4573
world,2021.1,5.8170,91.6219,2.5615
world,2021.2,6.0066,91.3250,2.6689
world,2021.3,6.2004,91.0206,2.7794
world,2021.4,6.3986,90.7087,2.8931
world,2021.5,6.6011,90.3893,3.0101
world,2021.6,6.8081,90.0622,3.1303
world,2021.7,7.0194,89.7274,3.2537
world,2021.8,7.2353,89.3849,3.3804
world,2021.9,7.4557,89.0346,3.5103
world,2022.0,7.6808,88.6764,3.6435
world,2022.1,7.9104,88.3105,3.7798
world,2022.2,8.1447,87.9366,3.9194
world,2022.3,8.3837,87.5548,4.0622
world,2022.4,8.6275,87.1651,4.2081
world,2022.5,8.8761,86.7676,4.3571
world,2022.6,9.1296,86.3621,4.5091
world,2022.7,9.3879,85.9487,4.6642
world,2022.8,9.6511,85.5274,4.8222
world,2022.9,9.9193,85.0983,4.9831
world,2023.0,10.1925,84.6615,5.1468
world,2023.1,10.4707,84.2168,5.3132
world,2023.2,10.7539,83.7645,5.4822
world,2023.3,11.0423,83.3045,5.6537
world,2023.4,11.3358,82.8369,5.8277
world,2023.5,11.6345,82.3619,6.0039
world,2023.6,11.9383,81.8795,6.1824
world,2023.7,12.2474,81.3899,6.3629
world,2023.8,12.5618,80.8931,6.5454
world,2023.9,12.8814,80.3892,6.7296
world,2024.0,13.2064,79.8784,6.9153
world,2024.1,13.5366,79.3609,7.1026
world,2024.2,13.8723,78.8367,7.2910
world,2024.3,14.2133,78.3061,7.4805
world,2024.4,14.5598,77.7692,7.6710
world,2024.5,14.9116,77.2263,7.8621
world,2024.6,15.2690,76.6774,8.0537
world,2024.7,15.6317,76.1228,8.2455
world,2024.8,16.0000,75.5627,8.4373
world,2024.9,16.3737,74.9973,8.6290
world,2025.0,16.7530,74.4268,8.8202
