group,year,bev_share,ice_share,phev_share
world,2015.0,0.3466,99.5963,0.1310
world,2015.1,0.3704,99.5683,0.1383
world,2015.2,0.3954,99.5386,0.1459
world,2015.3,0.4218,99.5073,0.1538
world,2015.4,0.4495,99.4741,0.1620
world,2015.5,0.4786,99.4392,0.1706
world,2015.6,0.5091,99.4023,0.1795
world,2015.7,0.5411,99.3635,0.1887
world,2015.8,0.5746,99.3226,0.1983
world,2015.9,0.6097,99.2797,0.2082
world,2016.0,0.6464,99.2345,0.2184
world,2016.1,0.6849,99.1176,0.2984
world,2016.2,0.7252,99.0701,0.3068
world,2016.3,0.7673,99.0189,0.3168
world,2016.4,0.8114,98.9646,0.3276
world,2016.5,0.8574,98.9073,0.3390
world,2016.6,0.9054,98.8471,0.3510
world,2016.7,0.9554,98.7839,0.3635
world,2016.8,1.0075,98.7177,0.3764
world,2016.9,1.0617,98.6484,0.3897
world,2017.0,1.1181,98.5759,0.4034
world,2017.1,1.1768,98.4993,0.4182
world,2017.2,1.2378,98.4195,0.4334
world,2017.3,1.3011,98.3360,0.4491
world,2017.4,1.3668,98.2489,0.4653
world,2017.5,1.4349,98.1581,0.4820
world,2017.6,1.5055,98.0634,0.4991
world,2017.7,1.5786,97.9648,0.5168
world,2017.8,1.6543,97.8621,0.5349
world,2017.9,1.7326,97.7553,0.5535
world,2018.0,1.8136,97.6442,0.5726
world,2018.1,1.8985,97.5284,0.5922
world,2018.2,1.9852,97.4083,0.6122
world,2018.3,2.0747,97.2836,0.6430
world,2018.4,2.1670,97.1543,0.6800
world,2018.5,2.2623,97.0201,0.7188
world,2018.6,2.3605,96.8810,0.7597
world,2018.7,2.4618,96.7368,0.8025
world,2018.8,2.5662,96.5875,0.8473
world,2018.9,2.6738,96.4329,0.8943
world,2019.0,2.7846,96.2728,0.9435
world,2019.1,2.8986,96.1073,0.9950
world,2019.2,3.0159,95.9361,1.0488
world,2019.3,3.1366,95.7591,1.1050
world,2019.4,3.2608,95.5762,1.1637
world,2019.5,3.3884,95.3873,1.2249
world,2019.6,3.5196,95.1922,1.2888
world,2019.7,3.6543,94.9909,1.3554
world,2019.8,3.7927,94.7832,1.4247
world,2019.9,3.9347,94.5689,1.4969
world,2020.0,4.0805,94.3480,1.5720
world,2020.1,4.2301,94.1204,1.6500
world,2020.2,4.3835,93.8859,1.7310
world,2020.3,4.5409,93.6443,1.8152
world,2020.4,4.7022,93.3957,1.9025
world,2020.5,4.8675,93.1398,1.9930
world,2020.6,5.0368,92.8766,2.0869
world,2020.7,5.2103,92.6060,2.1840
world,2020.8,5.3879,92.3278,2.2846
world,2020.9,5.5697,92.0419,2.3886
world,2021.0,5.7558,91.7483,2.4961
world,2021.1,5.9462,91.4468,2.6072
world,2021.2,6.1410,91.1373,2.7219
world,2021.3,6.3402,90.8198,2.8403
world,2021.4,6.5438,90.4942,2.9623
world,2021.5,6.7519,90.1604,3.0880
world,2021.6,6.9646,89.8183,3.2175
world,2021.7,7.1819,89.4678,3.3507
world,2021.8,7.4039,89.1089,3.4876
world,2021.9,7.6305,88.7416,3.6283
world,2022.0,7.8619,88.3657,3.7728
world,2022.1,8.0981,87.9813,3.9211
world,2022.2,8.3392,87.5884,4.0731
world,2022.3,8.5851,87.1867,4.2289
world,2022.4,8.8359,86.7765,4.3883
world,2022.5,9.0917,86.3576,4.5515
world,2022.6,9.3526,85.9301,4.7182
world,2022.7,9.6185,85.4939,4.8886
world,2022.8,9.8895,85.0491,5.0624
world,2022.9,10.1657,84.5958,5.2397
world,2023.0,10.4470,84.1338,5.4204
world,2023.1,10.7336,83.6634,5.6044
world,2023.2,11.0255,83.1845,5.7915
