group,year,bev_share,ice_share,phev_share
world,2015.0,0.3424,99.5675,0.1434
world,2015.1,0.3655,99.5387,0.1510
world,2015.2,0.3898,99.5083,0.1590
world,2015.3,0.4153,99.4763,0.1672
world,2015.4,0.4420,99.4425,0.1758
world,2015.5,0.4701,99.4070,0.1847
world,2015.6,0.4995,99.3697,0.1939
world,2015.7,0.5303,99.3305,0.2035
world,2015.8,0.5625,99.2893,0.2133
world,2015.9,0.5962,99.2461,0.2236
world,2016.0,0.6315,99.2009,0.2341
world,2016.1,0.6683,99.1534,0.2450
world,2016.2,0.7067,99.1037,0.2563
world,2016.3,0.7469,99.0516,0.2680
world,2016.4,0.7888,98.9970,0.2800
world,2016.5,0.8325,98.9399,0.2924
world,2016.6,0.8781,98.8802,0.3052
world,2016.7,0.9255,98.8178,0.3183
world,2016.8,0.9749,98.7526,0.3319
world,2016.9,1.0262,98.6846,0.3458
world,2017.0,1.0796,98.6136,0.3600
world,2017.1,1.1352,98.5389,0.3753
world,2017.2,1.1929,98.4609,0.3911
world,2017.3,1.2528,98.3795,0.4074
world,2017.4,1.3149,98.2947,0.4241
world,2017.5,1.3793,98.2065,0.4414
world,2017.6,1.4461,98.1146,0.4591
world,2017.7,1.5152,98.0190,0.4773
world,2017.8,1.5868,97.9197,0.4973
world,2017.9,1.6609,97.8165,0.5266
world,2018.0,1.7375,97.7094,0.5574
world,2018.1,1.8171,97.5983,0.5895
world,2018.2,1.8990,97.4830,0.6232
world,2018.3,1.9836,97.3635,0.6584
world,2018.4,2.0709,97.2397,0.6952
world,2018.5,2.1610,97.1114,0.7336
world,2018.6,2.2539,96.9787,0.7736
world,2018.7,2.3496,96.8414,0.8154
world,2018.8,2.4483,96.6993,0.8589
world,2018.9,2.5500,96.5525,0.9044
world,2019.0,2.6547,96.4007,0.9518
world,2019.1,2.7625,96.2440,1.0011
world,2019.2,2.8734,96.0821,1.0524
world,2019.3,2.9874,95.9150,1.1058
world,2019.4,3.1048,95.7427,1.1612
world,2019.5,3.2254,95.5649,1.2188
world,2019.6,3.3493,95.3816,1.2785
world,2019.7,3.4767,95.1926,1.3405
world,2019.8,3.6074,94.9980,1.4047
world,2019.9,3.7417,94.7975,1.4713
world,2020.0,3.8795,94.5911,1.5402
world,2020.1,4.0209,94.3787,1.6116
