group,year,bev_share,ice_share,phev_share
world,2015.0,0.1732,99.7659,0.0917
world,2015.1,0.1868,99.7488,0.0971
world,2015.2,0.2012,99.7307,0.1027
world,2015.3,0.2164,99.7115,0.1085
world,2015.4,0.2325,99.6913,0.1146
world,2015.5,0.2495,99.6699,0.1209
world,2015.6,0.2674,99.6473,0.1274
world,2015.7,0.2864,99.6234,0.1342
world,2015.8,0.3063,99.5982,0.1412
world,2015.9,0.3273,99.5717,0.1485
world,2016.0,0.3494,99.5437,0.1561
world,2016.1,0.3726,99.5143,0.1640
world,2016.2,0.3970,99.4833,0.1721
world,2016.3,0.4226,99.4508,0.1805
world,2016.4,0.4494,99.4166,0.1892
world,2016.5,0.4775,99.3807,0.1983
world,2016.6,0.5069,99.3430,0.2076
world,2016.7,0.5377,99.3035,0.2172
world,2016.8,0.5699,99.2622,0.2271
world,2016.9,0.6035,99.2188,0.2373
world,2017.0,0.6385,99.1734,0.2478
world,2017.1,0.6751,99.1259,0.2587
world,2017.2,0.7134,99.0762,0.2699
world,2017.3,0.7533,99.0241,0.2815
world,2017.4,0.7949,98.9697,0.2934
world,2017.5,0.8383,98.9127,0.3057
world,2017.6,0.8835,98.8533,0.3184
world,2017.7,0.9305,98.7911,0.3314
world,2017.8,0.9794,98.7263,0.3447
world,2017.9,1.0302,98.6587,0.3584
world,2018.0,1.0831,98.5882,0.3725
world,2018.1,1.1380,98.5139,0.3876
world,2018.2,1.1951,98.4365,0.4032
world,2018.3,1.2543,98.3558,0.4193
world,2018.4,1.3158,98.2717,0.4359
world,2018.5,1.3794,98.1841,0.4529
world,2018.6,1.4454,98.0930,0.4704
world,2018.7,1.5137,97.9983,0.4909
world,2018.8,1.5844,97.8999,0.5187
world,2018.9,1.6576,97.7977,0.5480
world,2019.0,1.7332,97.6916,0.5786
world,2019.1,1.8118,97.5816,0.6106
world,2019.2,1.8927,97.4674,0.6441
world,2019.3,1.9763,97.3491,0.6791
world,2019.4,2.0625,97.2266,0.7156
world,2019.5,2.1514,97.0996,0.7537
world,2019.6,2.2431,96.9683,0.7935
world,2019.7,2.3377,96.8324,0.8349
world,2019.8,2.4351,96.6919,0.8781
world,2019.9,2.5355,96.5466,0.9232
world,2020.0,2.6389,96.3965,0.9702
world,2020.1,2.7453,96.2415,1.0191
world,2020.2,2.8549,96.0814,1.0699
world,2020.3,2.9676,95.9161,1.1227
world,2020.4,3.0835,95.7456,1.1776
world,2020.5,3.2026,95.5698,1.2345
world,2020.6,3.3251,95.3885,1.2936
world,2020.7,3.4509,95.2017,1.3549
world,2020.8,3.5802,95.0092,1.4184
world,2020.9,3.7129,94.8110,1.4842
world,2021.0,3.8492,94.6069,1.5523
world,2021.1,3.9890,94.3969,1.6228
world,2021.2,4.1324,94.1808,1.6956
world,2021.3,4.2796,93.9586,1.7710
world,2021.4,4.4304,93.7302,1.8488
world,2021.5,4.5850,93.4954,1.9292
world,2021.6,4.7435,93.2542,2.0122
world,2021.7,4.9058,93.0065,2.0978
world,2021.8,5.0721,92.7522,2.1860
world,2021.9,5.2423,92.4913,2.2770
world,2022.0,5.4166,92.2235,2.3707
world,2022.1,5.5951,91.9472,2.4687
world,2022.2,5.7777,91.6655,2.5680
world,2022.3,5.9645,91.3768,2.6701
world,2022.4,6.1555,91.0812,2.7748
world,2022.5,6.3507,90.7785,2.8824
world,2022.6,6.5503,90.4686,2.9928
world,2022.7,6.7542,90.1515,3.1059
world,2022.8,6.9625,89.8271,3.2219
world,2022.9,7.1753,89.4954,3.3407
world,2023.0,7.3926,89.1564,3.4623
world,2023.1,7.6144,88.8099,3.5866
world,2023.2,7.8408,88.4560,3.7138
world,2023.3,8.0718,88.0946,3.8437
world,2023.4,8.3076,87.7258,3.9763
world,2023.5,8.5480,87.3494,4.1116
world,2023.6,8.7932,86.9656,4.2495
world,2023.7,9.0432,86.5742,4.3900
world,2023.8,9.2981,86.1753,4.5331
world,2023.9,9.5578,85.7689,4.6787
world,2024.0,9.8225,85.3551,4.8267
world,2024.1,10.0921,84.9337,4.9770
world,2024.2,10.3667,84.5050,5.1296
world,2024.3,10.6464,84.0689,5.2860
world,2024.4,10.9312,83.6254,5.4447
world,2024.5,11.2210,83.1747,5.6055
world,2024.6,11.5161,82.7168,5.7684
world,2024.7,11.8163,82.2516,5.9332
world,2024.8,12.1217,81.7795,6.0999
world,2024.9,12.4325,81.3003,6.2682
world,2025.0,12.7485,80.8142,6.4381
world,2025.1,13.0698,80.3214,6.6097
world,2025.2,13.3965,79.8218,6.7825
world,2025.3,13.7286,79.3157,6.9565
world,2025.4,14.0661,78.8032,7.1315
world,2025.5,14.4091,78.2843,7.3073
world,2025.6,14.7575,77.7592,7.4838
world,2025.7,15.1115,77.2282,7.6608
