group,year,bev_share,ice_share,phev_share
world,2015.0,0.3529,99.5687,0.1397
world,2015.1,0.3766,99.5399,0.1472
world,2015.2,0.4015,99.5094,0.1550
world,2015.3,0.4276,99.4773,0.1631
world,2015.4,0.4551,99.4435,0.1715
world,2015.5,0.4839,99.4079,0.1802
world,2015.6,0.5141,99.3704,0.1892
world,2015.7,0.5457,99.3311,0.1986
world,2015.8,0.5787,99.2897,0.2083
world,2015.9,0.6133,99.2463,0.2183
world,2016.0,0.6494,99.2008,0.2287
world,2016.1,0.6871,99.0878,0.3048
world,2016.2,0.7265,99.0394,0.3142
world,2016.3,0.7676,98.9878,0.3247
world,2016.4,0.8105,98.9334,0.3359
world,2016.5,0.8553,98.8763,0.3477
world,2016.6,0.9019,98.8165,0.3599
world,2016.7,0.9504,98.7538,0.3725
world,2016.8,1.0009,98.6883,0.3856
world,2016.9,1.0533,98.6198,0.3991
world,2017.0,1.1079,98.5483,0.4129
world,2017.1,1.1646,98.4730,0.4279
world,2017.2,1.2235,98.3944,0.4432
world,2017.3,1.2847,98.3123,0.4591
world,2017.4,1.3481,98.2268,0.4755
world,2017.5,1.4138,98.1377,0.4924
world,2017.6,1.4819,98.0449,0.5098
world,2017.7,1.5524,97.9484,0.5276
world,2017.8,1.6253,97.8481,0.5458
world,2017.9,1.7007,97.7439,0.5645
world,2018.0,1.7787,97.6356,0.5873
world,2018.1,1.8598,97.5232,0.6191
world,2018.2,1.9432,97.4066,0.6525
world,2018.3,2.0293,97.2857,0.6875
world,2018.4,2.1181,97.1604,0.7241
world,2018.5,2.2097,97.0305,0.7623
world,2018.6,2.3041,96.8961,0.8024
world,2018.7,2.4014,96.7570,0.8442
world,2018.8,2.5016,96.6131,0.8878
world,2018.9,2.6049,96.4643,0.9333
world,2019.0,2.7112,96.3104,0.9808
world,2019.1,2.8206,96.1515,1.0303
world,2019.2,2.9331,95.9873,1.0819
world,2019.3,3.0489,95.8178,1.1355
world,2019.4,3.1678,95.6429,1.1913
world,2019.5,3.2901,95.4624,1.2494
world,2019.6,3.4158,95.2763,1.3097
world,2019.7,3.5448,95.0844,1.3723
world,2019.8,3.6773,94.8867,1.4373
world,2019.9,3.8132,94.6831,1.5047
world,2020.0,3.9527,94.4733,1.5747
world,2020.1,4.0959,94.2575,1.6472
world,2020.2,4.2426,94.0353,1.7225
world,2020.3,4.3931,93.8069,1.8005
world,2020.4,4.5473,93.5719,1.8812
world,2020.5,4.7052,93.3305,1.9646
world,2020.6,4.8671,93.0823,2.0509
world,2020.7,5.0328,92.8275,2.1400
world,2020.8,5.2024,92.5658,2.2321
world,2020.9,5.3761,92.2973,2.3270
world,2021.0,5.5537,92.0217,2.4249
world,2021.1,5.7356,91.7372,2.5276
world,2021.2,5.9216,91.4472,2.6317
world,2021.3,6.1117,91.1500,2.7387
world,2021.4,6.3061,90.8457,2.8487
world,2021.5,6.5047,90.5340,2.9619
world,2021.6,6.7076,90.2149,3.0781
world,2021.7,6.9149,89.8884,3.1974
world,2021.8,7.1265,89.5543,3.3198
world,2021.9,7.3426,89.2128,3.4453
world,2022.0,7.5632,88.8637,3.5739
world,2022.1,7.7882,88.5069,3.7056
world,2022.2,8.0179,88.1425,3.8403
world,2022.3,8.2521,87.7705,3.9781
world,2022.4,8.4910,87.3908,4.1189
world,2022.5,8.7346,87.0035,4.2628
world,2022.6,8.9829,86.6084,4.4095
world,2022.7,9.2359,86.2057,4.5592
world,2022.8,9.4938,85.7954,4.7116
world,2022.9,9.7565,85.3775,4.8669
world,2023.0,10.0240,84.9519,5.0249
world,2023.1,10.2965,84.5189,5.1854
world,2023.2,10.5739,84.0783,5.3485
world,2023.3,10.8562,83.6303,5.5141
world,2023.4,11.1436,83.1750,5.6820
world,2023.5,11.4360,82.7124,5.8521
world,2023.6,11.7335,82.2426,6.0244
world,2023.7,12.0360,81.7656,6.1988
world,2023.8,12.3437,81.2817,6.3750
world,2023.9,12.6565,80.7909,6.5529
world,2024.0,12.9746,80.2933,6.7325
world,2024.1,13.2978,79.7891,6.9134
world,2024.2,13.6262,79.2784,7.0956
world,2024.3,13.9599,78.7614,7.2789
world,2024.4,14.2989,78.2381,7.4631
world,2024.5,14.6432,77.7088,7.6480
world,2024.6,14.9928,77.1737,7.8335
world,2024.7,15.3477,76.6329,8.0193
world,2024.8,15.7080,76.0867,8.2053
world,2024.9,16.0736,75.5351,8.3912
world,2025.0,16.4447,74.9785,8.5768
world,2025.1,16.8211,74.4171,8.7618
world,2025.2,17.2029,73.8510,8.9461
world,2025.3,17.5901,73.2805,9.1294
world,2025.4,17.9828,72.7058,9.3114
world,2025.5,18.3808,72.1273,9.4919
world,2025.6,18.7842,71.5450,9.6707
world,2025.7,19.1931,70.9594,9.8475
world,2025.8,19.6073,70.3706,10.0221
world,2025.9,20.0268,69.7790,10.1942
world,2026.0,20.4517,69.1848,10.3635
world,2026.1,20.8819,68.5883,10.5298
world,2026.2,21.3173,67.9899,10.6941
world,2026.3,21.7579,67.3898,10.8547
world,2026.4,22.2036,66.7883,11.0115
world,2026.5,22.6543,66.1859,11.1642
world,2026.6,23.1100,65.5828,11.3126
world,2026.7,23.5706,64.9794,11.4564
world,2026.8,24.0359,64.3760,11.5954
world,2026.9,24.5057,63.7731,11.7293
world,2027.0,24.9800,63.1710,11.8578
world,2027.1,25.4586,62.5700,11.9808
world,2027.2,25.9412,61.9708,12.0980
world,2027.3,26.4278,61.3735,12.2093
world,2027.4,26.9180,60.7787,12.3143
