group,year,bev_share,ice_share,phev_share
world,2015.0,0.3502,99.5792,0.1367
world,2015.1,0.3740,99.5506,0.1441
world,2015.2,0.3990,99.5204,0.1518
world,2015.3,0.4253,99.4886,0.1598
world,2015.4,0.4529,99.4549,0.1681
world,2015.5,0.4819,99.4195,0.1767
world,2015.6,0.5122,99.3822,0.1856
world,2015.7,0.5441,99.3430,0.1949
world,2015.8,0.5774,99.3017,0.2045
world,2015.9,0.6122,99.2584,0.2144
world,2016.0,0.6486,99.2129,0.2247
world,2016.1,0.6867,99.0987,0.3018
world,2016.2,0.7264,99.0503,0.3111
world,2016.3,0.7680,98.9986,0.3215
world,2016.4,0.8113,98.9441,0.3326
world,2016.5,0.8565,98.8869,0.3442
world,2016.6,0.9036,98.8268,0.3563
world,2016.7,0.9527,98.7638,0.3689
world,2016.8,1.0038,98.6979,0.3818
world,2016.9,1.0569,98.6291,0.3952
world,2017.0,1.1121,98.5571,0.4089
world,2017.1,1.1696,98.4813,0.4238
world,2017.2,1.2292,98.4021,0.4390
world,2017.3,1.2912,98.3195,0.4547
world,2017.4,1.3554,98.2334,0.4708
world,2017.5,1.4219,98.1437,0.4875
world,2017.6,1.4909,98.0502,0.5046
world,2017.7,1.5623,97.9529,0.5222
world,2017.8,1.6362,97.8517,0.5403
world,2017.9,1.7127,97.7464,0.5587
world,2018.0,1.7918,97.6371,0.5777
world,2018.1,1.8742,97.5235,0.6041
world,2018.2,1.9588,97.4056,0.6376
world,2018.3,2.0461,97.2832,0.6726
world,2018.4,2.1361,97.1564,0.7094
world,2018.5,2.2290,97.0249,0.7479
world,2018.6,2.3248,96.8887,0.7882
world,2018.7,2.4236,96.7477,0.8304
world,2018.8,2.5253,96.6018,0.8745
world,2018.9,2.6301,96.4508,0.9206
world,2019.0,2.7380,96.2947,0.9687
world,2019.1,2.8490,96.1333,1.0189
world,2019.2,2.9633,95.9665,1.0712
world,2019.3,3.0808,95.7942,1.1258
world,2019.4,3.2017,95.6164,1.1828
world,2019.5,3.3259,95.4328,1.2421
world,2019.6,3.4535,95.2435,1.3037
world,2019.7,3.5845,95.0482,1.3679
world,2019.8,3.7191,94.8469,1.4346
world,2019.9,3.8573,94.6394,1.5038
world,2020.0,3.9991,94.4257,1.5757
world,2020.1,4.1445,94.2056,1.6503
world,2020.2,4.2937,93.9791,1.7276
world,2020.3,4.4466,93.7460,1.8078
world,2020.4,4.6033,93.5063,1.8908
world,2020.5,4.7639,93.2598,1.9767
world,2020.6,4.9285,93.0064,2.0655
world,2020.7,5.0970,92.7461,2.1573
world,2020.8,5.2695,92.4787,2.2521
world,2020.9,5.4460,92.2042,2.3501
world,2021.0,5.6267,91.9225,2.4511
world,2021.1,5.8116,91.6335,2.5553
world,2021.2,6.0006,91.3371,2.6627
world,2021.3,6.1940,91.0332,2.7733
world,2021.4,6.3916,90.7218,2.8871
world,2021.5,6.5936,90.4029,3.0041
world,2021.6,6.7999,90.0762,3.1244
world,2021.7,7.0107,89.7419,3.2479
world,2021.8,7.2260,89.3998,3.3748
world,2021.9,7.4459,89.0499,3.5049
