group,year,bev_share,ice_share,phev_share
world,2015.0,0.3513,99.5768,0.1366
world,2015.1,0.3751,99.5482,0.1440
world,2015.2,0.4000,99.5179,0.1517
world,2015.3,0.4262,99.4860,0.1597
world,2015.4,0.4538,99.4524,0.1681
world,2015.5,0.4827,99.4169,0.1768
world,2015.6,0.5130,99.3797,0.1857
world,2015.7,0.5447,99.3404,0.1951
world,2015.8,0.5779,99.2992,0.2047
world,2015.9,0.6126,99.2560,0.2147
world,2016.0,0.6488,99.2106,0.2250
world,2016.1,0.6867,99.0979,0.3007
world,2016.2,0.7263,99.0496,0.3101
world,2016.3,0.7676,98.9980,0.3205
world,2016.4,0.8108,98.9437,0.3317
world,2016.5,0.8557,98.8866,0.3434
world,2016.6,0.9026,98.8268,0.3555
world,2016.7,0.9514,98.7641,0.3681
world,2016.8,1.0021,98.6985,0.3811
world,2016.9,1.0549,98.6300,0.3946
world,2017.0,1.1097,98.5584,0.4084
world,2017.1,1.1668,98.4829,0.4233
world,2017.2,1.2261,98.4041,0.4386
world,2017.3,1.2877,98.3219,0.4544
world,2017.4,1.3515,98.2362,0.4707
world,2017.5,1.4176,98.1468,0.4875
world,2017.6,1.4861,98.0538,0.5048
world,2017.7,1.5570,97.9570,0.5226
world,2017.8,1.6305,97.8563,0.5408
world,2017.9,1.7064,97.7517,0.5594
world,2018.0,1.7849,97.6430,0.5785
world,2018.1,1.8667,97.5301,0.6050
world,2018.2,1.9507,97.4129,0.6383
world,2018.3,2.0373,97.2914,0.6732
world,2018.4,2.1267,97.1654,0.7098
world,2018.5,2.2189,97.0349,0.7481
world,2018.6,2.3139,96.8997,0.7882
world,2018.7,2.4118,96.7597,0.8301
world,2018.8,2.5127,96.6149,0.8739
world,2018.9,2.6167,96.4652,0.9196
world,2019.0,2.7236,96.3103,0.9673
world,2019.1,2.8337,96.1503,1.0171
world,2019.2,2.9470,95.9849,1.0690
world,2019.3,3.0635,95.8142,1.1231
world,2019.4,3.1832,95.6380,1.1795
world,2019.5,3.3063,95.4561,1.2383
world,2019.6,3.4327,95.2686,1.2993
world,2019.7,3.5626,95.0751,1.3628
world,2019.8,3.6959,94.8758,1.4288
world,2019.9,3.8327,94.6704,1.4973
world,2020.0,3.9731,94.4589,1.5684
world,2020.1,4.1171,94.2411,1.6421
world,2020.2,4.2648,94.0170,1.7186
world,2020.3,4.4162,93.7864,1.7978
world,2020.4,4.5713,93.5492,1.8798
world,2020.5,4.7302,93.3054,1.9646
world,2020.6,4.8931,93.0549,2.0524
world,2020.7,5.0598,92.7975,2.1430
world,2020.8,5.2305,92.5332,2.2367
world,2020.9,5.4051,92.2619,2.3334
world,2021.0,5.5839,91.9834,2.4331
world,2021.1,5.7668,91.6956,2.5379
world,2021.2,5.9539,91.4025,2.6440
world,2021.3,6.1452,91.1021,2.7531
world,2021.4,6.3407,90.7944,2.8653
world,2021.5,6.5405,90.4792,2.9808
world,2021.6,6.7447,90.1565,3.0993
world,2021.7,6.9532,89.8263,3.2211
world,2021.8,7.1661,89.4884,3.3461
world,2021.9,7.3835,89.1428,3.4744
